School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code,year,Power5,ConferenceAbbrev
Louisville,American,15.0,12,1,,-0.18,10.18,9.99,45.83,3.69,9.81,5.24,4.86,2.37,7.37,3.62,18.0,2013,True,ACC
Notre Dame,Ind,20.0,9,4,,3.0,6.51,9.5,44.57,6.92,8.97,5.02,5.69,3.38,7.34,4.12,70.0,2013,True,IND (FBS)
Central Florida,American,10.0,12,1,,6.19,2.24,8.42,47.93,10.66,9.88,5.68,5.51,3.81,7.59,4.73,1.0,2013,False,AAC
Oregon St.,Pac-12 (North),,7,6,,9.08,-0.97,8.11,50.68,13.31,9.16,5.74,4.59,4.42,7.51,4.91,100.0,2013,True,Pac-12
Vanderbilt,SEC (East),24.0,9,4,,4.66,3.34,8.01,44.88,10.57,8.88,4.88,4.3,3.34,6.32,4.04,120.0,2013,True,SEC
Duke,ACC (Coastal),23.0,10,4,,6.8,1.06,7.86,48.45,11.21,8.59,6.1,5.59,3.57,7.02,4.63,15.0,2013,True,ACC
Mississippi St.,SEC (West),,7,6,,-0.28,8.0,7.72,44.45,4.62,8.52,5.01,5.63,2.99,6.97,3.95,114.0,2013,True,SEC
Texas,Big 12,,8,5,,3.09,4.36,7.45,45.65,7.66,8.07,5.38,5.21,3.52,6.52,4.22,48.0,2013,True,Big 12
Iowa,Big Ten (Legends),,8,5,,-0.9,8.22,7.31,40.82,4.87,8.09,4.77,5.14,2.6,6.35,3.61,29.0,2013,True,B1G
Georgia Tech,ACC (Coastal),,7,6,,2.01,5.19,7.21,51.24,7.6,9.67,6.15,6.61,2.82,7.37,4.44,17.0,2013,True,ACC
Utah,Pac-12 (South),,5,7,,4.51,2.45,6.96,48.89,8.14,9.05,5.62,5.28,2.59,7.03,4.0,104.0,2013,True,Pac-12
Utah St.,MWC (Mountain),,9,5,,-4.34,11.04,6.7,41.04,2.52,7.16,5.73,4.82,1.85,6.0,3.56,93.0,2013,False,MWC
Miami (FL),ACC (Coastal),,9,4,,8.33,-1.74,6.59,52.59,13.9,10.71,6.28,6.02,3.93,8.27,4.95,19.0,2013,True,ACC
Virginia Tech,ACC (Coastal),,8,5,,-3.85,10.26,6.41,38.38,1.56,8.25,4.52,4.22,2.25,6.16,3.21,25.0,2013,True,ACC
North Carolina,ACC (Coastal),,7,6,,3.53,2.69,6.22,47.91,9.65,9.08,5.42,4.88,3.37,6.95,4.19,21.0,2013,True,ACC
Michigan,Big Ten (Legends),,7,6,,5.97,-0.43,5.53,48.55,13.12,9.44,5.87,4.34,3.03,6.61,4.39,31.0,2013,True,B1G
Texas Tech,Big 12,,8,5,,7.13,-1.81,5.32,50.62,15.03,8.62,5.24,4.44,3.96,7.02,4.42,49.0,2013,True,Big 12
Minnesota,Big Ten (Legends),,8,5,,-0.07,5.34,5.27,39.0,8.56,8.35,6.04,5.13,3.72,6.18,4.76,33.0,2013,True,B1G
Nebraska,Big Ten (Legends),,9,4,,3.38,1.84,5.22,45.25,12.23,7.81,6.11,5.79,3.36,6.64,4.42,34.0,2013,True,B1G
Washington St.,Pac-12 (North),,6,7,,4.54,0.55,5.09,47.69,13.0,7.75,5.89,3.85,3.29,6.71,4.44,106.0,2013,True,Pac-12
Fresno St.,MWC (West),,11,2,,10.17,-5.13,5.04,51.92,19.6,8.05,7.42,5.21,3.16,7.08,5.0,86.0,2013,False,MWC
Houston,American,,8,5,,2.5,2.43,4.93,46.76,11.26,7.99,6.25,5.22,3.13,6.76,4.49,5.0,2013,False,AAC
Bowling Green,MAC (East),,10,4,,-1.75,6.64,4.89,42.47,8.55,9.28,5.63,4.86,4.12,6.82,4.72,73.0,2013,False,MAC
Florida,SEC (East),,4,8,,-4.77,9.44,4.67,35.69,2.1,7.91,4.63,4.59,2.99,5.96,3.73,110.0,2013,True,SEC
Indiana,Big Ten (Leaders),,5,7,,13.42,-9.01,4.41,55.29,23.57,9.14,7.22,6.31,4.4,7.71,5.67,28.0,2013,True,B1G
East Carolina,CUSA (East),,10,3,,7.16,-2.87,4.3,49.07,17.79,8.15,6.25,4.28,3.25,6.56,4.69,4.0,2013,False,AAC
Tennessee,SEC (East),,5,7,,-0.71,5.0,4.29,42.37,10.5,7.17,5.3,5.99,4.01,6.54,4.58,118.0,2013,True,SEC
Navy,Ind,,9,4,,1.23,3.03,4.26,42.73,11.89,7.82,6.27,5.94,3.75,6.32,4.74,7.0,2013,False,AAC
Boise St.,MWC (Mountain),,8,5,,2.27,1.62,3.88,47.04,12.03,8.15,6.52,5.1,3.04,6.63,4.42,84.0,2013,False,MWC
Pittsburgh,ACC (Coastal),,7,6,,3.74,-0.02,3.72,42.76,10.95,9.08,6.19,4.17,2.86,6.6,4.29,22.0,2013,True,ACC
Northern Illinois,MAC (West),,12,2,,8.19,-4.63,3.56,47.75,20.12,7.68,7.11,6.56,3.75,7.16,5.23,79.0,2013,False,MAC
Penn State,Big Ten (Leaders),,7,5,,0.34,3.05,3.4,41.68,11.54,8.3,5.77,4.75,2.72,6.39,4.16,37.0,2013,True,B1G
Marshall,CUSA (East),,10,4,,5.77,-2.69,3.07,50.27,17.47,8.37,6.51,5.4,3.77,6.97,4.78,55.0,2013,False,C-USA
North Texas,CUSA (West),,9,4,,-2.5,5.55,3.05,39.08,9.94,7.53,6.57,4.6,3.49,6.01,4.89,57.0,2013,False,C-USA
Syracuse,ACC (Atlantic),,7,6,,-3.95,6.76,2.81,39.36,11.13,7.04,5.66,5.78,3.17,6.34,4.39,23.0,2013,True,ACC
Ball St.,MAC (West),,10,3,,6.64,-4.35,2.29,45.48,19.99,8.23,6.95,4.49,4.37,6.68,5.44,72.0,2013,False,MAC
TCU,Big 12,,4,8,,-0.67,2.61,1.94,39.88,8.21,8.0,5.01,4.28,2.65,6.2,3.66,47.0,2013,True,Big 12
Boston College,ACC (Atlantic),,7,6,,4.48,-3.2,1.28,43.86,15.36,8.87,7.2,6.11,3.31,7.21,4.97,13.0,2013,True,ACC
Northwestern,Big Ten (Legends),,5,7,,1.75,-0.55,1.2,41.12,13.33,8.33,6.1,5.09,3.15,6.47,4.54,35.0,2013,True,B1G
Maryland,ACC (Atlantic),,7,6,,-0.79,1.43,0.64,40.39,13.63,8.98,5.97,4.98,3.34,6.94,4.43,30.0,2013,True,B1G
Cincinnati,American,,9,4,,-0.68,1.09,0.41,42.68,13.2,9.03,5.84,5.06,3.19,7.02,4.33,2.0,2013,False,AAC
Rice,CUSA (West),,10,4,,-0.25,0.39,0.15,39.57,14.91,7.57,6.71,4.84,3.61,5.87,4.81,59.0,2013,False,C-USA
Wake Forest,ACC (Atlantic),,4,8,,-7.1,7.1,0.0,32.83,8.86,6.74,5.12,3.66,2.79,5.33,3.85,26.0,2013,True,ACC
Toledo,MAC (West),,7,5,,4.76,-4.79,-0.03,43.49,19.65,7.43,8.03,6.27,3.58,6.89,5.36,81.0,2013,False,MAC
Colorado St.,MWC (Mountain),,8,6,,4.61,-4.84,-0.23,44.82,18.2,7.96,7.27,5.35,3.25,6.72,5.04,85.0,2013,False,MWC
Western Kentucky,Sun Belt,,8,4,,-0.01,-0.51,-0.52,39.65,16.42,7.87,6.55,5.33,3.72,6.64,4.87,64.0,2013,False,C-USA
Arkansas,SEC (West),,3,9,,-3.16,1.84,-1.32,37.15,14.27,7.12,6.16,6.39,3.65,6.7,4.74,108.0,2013,True,SEC
Buffalo,MAC (East),,8,5,,-1.75,0.27,-1.48,38.26,16.27,7.16,7.08,4.25,3.86,5.69,5.14,74.0,2013,False,MAC
Arkansas St.,Sun Belt,,8,5,,-1.34,-0.53,-1.86,38.18,15.92,7.49,6.37,5.11,4.25,6.08,5.14,122.0,2013,False,Sun Belt
Colorado,Pac-12 (South),,4,8,,0.13,-2.12,-1.99,41.46,19.26,8.6,5.95,4.08,4.1,6.37,4.88,98.0,2013,True,Pac-12
Louisiana,Sun Belt,,9,4,,1.86,-3.87,-2.01,42.19,19.69,8.98,7.35,5.05,3.9,6.55,5.39,126.0,2013,False,Sun Belt
South Alabama,Sun Belt,,6,6,,1.28,-3.72,-2.44,38.94,17.54,8.03,7.13,4.62,3.76,6.25,5.23,127.0,2013,False,Sun Belt
UTSA,CUSA (West),,7,5,,-3.11,0.1,-3.01,35.7,14.68,7.28,6.63,5.33,3.25,6.46,4.82,63.0,2013,False,C-USA
Tulane,CUSA (West),,7,6,,-4.37,1.15,-3.22,34.68,13.74,6.27,6.96,4.0,2.77,5.16,4.61,11.0,2013,False,AAC
San Jose St.,MWC (West),,6,6,,5.04,-8.32,-3.28,44.7,22.57,9.27,6.59,4.6,4.62,7.2,5.44,91.0,2013,False,MWC
Kentucky,SEC (East),,2,10,,-2.99,-0.52,-3.51,38.85,16.43,8.27,6.88,5.2,4.07,6.59,5.18,112.0,2013,True,SEC
Florida Atlantic,CUSA (East),,6,6,,-6.44,2.91,-3.53,34.38,12.21,6.93,5.05,4.68,4.07,5.77,4.36,52.0,2013,False,C-USA
Iowa St.,Big 12,,3,9,,-0.69,-2.89,-3.57,40.75,20.51,7.97,5.74,4.41,4.75,6.11,5.11,42.0,2013,True,Big 12
Nevada,MWC (West),,4,8,,-1.7,-1.9,-3.6,38.41,18.15,7.93,6.76,4.77,5.91,6.23,6.13,88.0,2013,False,MWC
Middle Tennessee,CUSA (East),,8,5,,-0.97,-2.74,-3.71,38.03,17.55,7.08,6.55,5.31,4.12,6.22,4.98,56.0,2013,False,C-USA
West Virginia,Big 12,,4,8,,0.29,-4.02,-3.74,40.88,18.36,8.25,6.54,4.9,3.95,6.68,4.95,50.0,2013,True,Big 12
Illinois,Big Ten (Leaders),,4,8,,3.96,-7.82,-3.86,44.56,21.3,8.83,7.34,5.08,4.6,7.05,5.69,27.0,2013,True,B1G
UNLV,MWC (West),,7,6,,0.73,-4.63,-3.9,39.87,20.82,6.72,6.1,4.85,4.5,5.91,5.11,92.0,2013,False,MWC
San Diego St.,MWC (West),,8,5,,-1.19,-3.49,-4.68,36.78,18.22,7.36,6.08,4.29,2.99,5.9,4.38,90.0,2013,False,MWC
Virginia,ACC (Coastal),,2,10,,-6.11,1.17,-4.94,37.14,14.93,6.39,5.38,4.94,3.43,5.73,4.25,24.0,2013,True,ACC
Troy,Sun Belt,,6,6,,3.05,-8.38,-5.33,44.29,26.74,8.55,8.89,4.29,3.73,6.6,6.02,129.0,2013,False,Sun Belt
NC State,ACC (Atlantic),,3,9,,-2.56,-3.1,-5.66,37.53,16.31,7.86,5.86,4.72,4.42,6.22,4.97,20.0,2013,True,ACC
Rutgers,American,,6,7,,-1.75,-3.93,-5.68,37.97,19.01,7.57,6.99,4.44,2.54,6.07,4.79,39.0,2013,True,B1G
Ohio,MAC (East),,7,6,,-3.05,-2.72,-5.77,36.79,21.11,7.73,7.07,3.99,4.63,5.94,5.51,80.0,2013,False,MAC
UL Monroe,Sun Belt,,6,6,,-6.34,-0.47,-6.81,33.22,19.3,6.55,6.27,4.5,4.45,5.73,5.22,130.0,2013,False,Sun Belt
Memphis,American,,3,9,,-7.99,0.58,-7.41,32.18,13.61,6.41,6.18,4.56,2.77,5.49,4.41,6.0,2013,False,AAC
SMU,American,,5,7,,-0.67,-6.77,-7.44,39.24,21.4,7.55,6.5,4.36,3.42,6.47,4.75,8.0,2013,False,AAC
California,Pac-12 (North),,1,11,,0.74,-9.32,-8.58,42.03,25.56,8.24,7.58,4.52,3.74,6.64,5.52,97.0,2013,True,Pac-12
Kansas,Big 12,,3,9,,-10.02,1.44,-8.58,30.03,16.1,6.5,5.93,4.47,4.12,5.41,4.85,43.0,2013,True,Big 12
Wyoming,MWC (Mountain),,5,7,,-1.42,-7.95,-9.36,38.6,25.34,7.22,7.48,5.65,4.05,6.64,5.34,94.0,2013,False,MWC
Kent State,MAC (East),,4,8,,-8.05,-1.55,-9.6,30.62,17.99,6.74,7.28,5.45,4.73,6.14,5.62,77.0,2013,False,MAC
Akron,MAC (East),,5,7,,-7.35,-2.51,-9.86,29.42,19.04,6.51,6.59,3.71,3.69,5.23,4.91,71.0,2013,False,MAC
Temple,American,,2,10,,-2.73,-7.57,-10.3,36.38,19.85,7.85,7.6,5.16,4.2,6.56,5.66,10.0,2013,False,AAC
Texas St.,Sun Belt,,6,6,,-7.36,-3.17,-10.53,29.18,19.28,6.2,6.14,4.65,4.03,5.38,4.93,128.0,2013,False,Sun Belt
Hawaii,MWC (West),,1,11,,-0.88,-10.25,-11.13,39.64,24.76,7.6,7.45,3.74,3.68,5.99,5.06,87.0,2013,False,MWC
Tulsa,CUSA (West),,3,9,,-5.83,-5.94,-11.77,33.32,22.22,5.81,6.3,4.69,4.11,5.33,4.97,12.0,2013,False,AAC
Central Michigan,MAC (West),,6,6,,-9.23,-2.74,-11.97,28.88,21.62,7.3,7.49,3.82,4.6,5.57,5.61,75.0,2013,False,MAC
Connecticut,American,,3,9,,-7.66,-4.31,-11.97,33.27,19.89,7.22,6.61,3.63,3.41,5.58,4.77,3.0,2013,False,AAC
Army,Ind,,3,9,,-5.22,-7.13,-12.36,33.68,22.63,6.21,8.95,5.9,4.5,6.0,5.95,65.0,2013,False,IND (FBS)
Purdue,Big Ten (Leaders),,1,11,,-9.47,-2.96,-12.43,30.73,21.25,7.32,6.42,3.62,3.96,5.71,4.92,38.0,2013,True,B1G
South Florida,American,,2,10,,-11.38,-2.17,-13.56,28.3,16.69,6.82,6.41,4.13,3.42,5.47,4.54,9.0,2013,False,AAC
New Mexico,MWC (Mountain),,3,9,,0.33,-14.44,-14.1,41.56,31.73,7.77,8.88,6.77,5.68,7.01,6.82,89.0,2013,False,MWC
Air Force,MWC (Mountain),,2,10,,-4.16,-10.72,-14.88,35.08,28.69,7.58,8.48,5.39,4.17,6.0,5.71,83.0,2013,False,MWC
Louisiana Tech,CUSA (West),,4,8,,-9.93,-5.74,-15.66,26.76,22.46,5.51,7.57,4.95,4.09,5.45,5.39,54.0,2013,False,C-USA
UAB,CUSA (East),,2,10,,-1.77,-14.05,-15.82,35.75,33.68,7.88,8.72,5.3,5.46,6.55,6.71,61.0,2013,False,C-USA
UTEP,CUSA (West),,2,10,,-8.65,-9.52,-18.17,29.93,30.94,6.76,9.65,4.39,5.66,5.35,7.05,62.0,2013,False,C-USA
Western Michigan,MAC (West),,1,11,,-10.43,-8.73,-19.16,27.08,27.35,6.02,6.4,3.96,4.85,5.19,5.35,82.0,2013,False,MAC
Idaho,Ind,,1,11,,-9.43,-9.87,-19.3,29.13,33.6,7.15,7.76,3.87,4.72,5.44,5.99,133.0,2013,False,Big Sky
New Mexico State,Ind,,2,10,,-7.85,-11.51,-19.36,30.52,34.34,7.4,8.19,4.07,6.27,5.82,7.06,69.0,2013,False,IND (FBS)
Georgia St.,Sun Belt,,0,12,,-9.64,-10.56,-20.2,27.46,27.97,7.42,7.83,3.83,4.43,5.84,5.68,125.0,2013,False,Sun Belt
Massachusetts,MAC (East),,1,11,,-15.27,-5.13,-20.4,22.72,24.81,6.32,8.02,3.74,5.16,4.96,6.2,68.0,2013,False,IND (FBS)
Southern Miss,CUSA (East),,1,11,,-12.24,-8.89,-21.13,27.54,32.89,6.53,7.77,3.06,4.25,5.26,5.46,60.0,2013,False,C-USA
Eastern Michigan,MAC (West),,2,10,,-10.15,-12.69,-22.84,27.64,35.98,6.51,9.41,4.66,5.86,5.58,7.1,76.0,2013,False,MAC
Miami (OH),MAC (East),,0,12,,-18.67,-4.82,-23.48,20.12,26.56,5.53,7.48,2.86,4.87,4.08,5.79,78.0,2013,False,MAC
Florida Intl,CUSA (East),,1,11,,-19.13,-4.4,-23.53,18.11,27.64,6.2,7.93,2.48,4.9,4.12,5.93,53.0,2013,False,C-USA
Oregon,Pac-12 (North),2.0,13,2,,14.36,7.86,22.22,61.16,5.13,11.38,5.12,6.54,3.41,8.56,4.16,99.0,2014,True,Pac-12
Ohio St.,Big Ten (East),1.0,14,1,,13.44,7.0,20.44,62.75,5.78,10.68,4.47,6.95,2.63,8.35,3.54,36.0,2014,True,B1G
Alabama,SEC (West),4.0,12,2,,9.46,10.88,20.34,57.12,-0.11,10.69,4.53,6.32,1.98,8.2,3.43,107.0,2014,True,SEC
TCU,Big 12,3.0,12,1,,11.2,7.76,18.96,61.91,4.27,9.49,5.34,6.19,1.98,7.86,3.53,47.0,2014,True,Big 12
Georgia,SEC (East),9.0,10,3,,10.88,7.96,18.84,59.13,3.93,9.81,4.13,7.27,3.15,8.24,3.64,111.0,2014,True,SEC
Ole Miss,SEC (West),17.0,9,4,,0.87,15.93,16.8,47.62,-4.36,9.75,4.21,5.6,2.21,7.49,3.16,116.0,2014,True,SEC
Michigan St.,Big Ten (East),5.0,11,2,,9.76,6.31,16.07,56.98,6.56,9.99,5.25,6.13,2.04,7.71,3.88,32.0,2014,True,B1G
Georgia Tech,ACC (Coastal),8.0,11,3,,13.44,2.48,15.92,55.23,9.17,10.92,6.2,7.2,3.85,8.06,5.01,17.0,2014,True,ACC
Mississippi St.,SEC (West),11.0,10,3,,8.49,6.55,15.04,55.06,4.93,10.31,5.06,6.29,3.1,7.98,4.3,114.0,2014,True,SEC
Auburn,SEC (West),22.0,8,5,,11.92,3.07,14.99,56.34,6.61,11.1,4.99,6.74,3.09,8.28,3.98,109.0,2014,True,SEC
Baylor,Big 12,7.0,11,2,,13.69,1.28,14.97,62.06,10.54,10.43,6.16,5.45,2.33,7.73,4.15,41.0,2014,True,Big 12
Arkansas,SEC (West),,7,6,,4.3,10.62,14.91,51.57,-0.01,8.82,4.83,6.28,2.05,7.29,3.51,108.0,2014,True,SEC
Florida St.,ACC (Atlantic),5.0,13,1,,10.59,3.9,14.48,52.0,9.91,9.94,5.56,5.71,3.27,7.93,4.31,16.0,2014,True,ACC
UCLA,Pac-12 (South),10.0,10,3,,11.01,3.39,14.4,53.08,8.68,9.56,4.75,6.2,3.05,7.67,3.92,102.0,2014,True,Pac-12
USC,Pac-12 (South),20.0,9,4,,7.74,6.65,14.39,51.31,6.26,9.84,4.93,5.05,2.96,7.27,3.93,103.0,2014,True,Pac-12
Arizona St.,Pac-12 (South),12.0,10,3,,10.24,3.02,13.26,52.01,11.48,9.09,6.1,5.16,3.21,7.03,4.42,96.0,2014,True,Pac-12
Kansas St.,Big 12,18.0,9,4,,6.32,6.42,12.73,51.21,5.43,10.5,5.12,4.63,3.04,7.36,4.1,44.0,2014,True,Big 12
Wisconsin,Big Ten (West),13.0,11,3,,3.21,9.49,12.7,49.61,6.05,8.03,5.32,7.76,2.58,7.97,3.78,40.0,2014,True,B1G
Marshall,CUSA (East),23.0,13,1,,9.23,3.33,12.55,54.77,11.22,9.22,5.0,7.37,3.46,8.23,4.06,55.0,2014,False,C-USA
Stanford,Pac-12 (North),,8,5,,-2.79,15.21,12.42,40.91,-2.27,9.12,3.53,5.26,2.31,6.94,2.82,101.0,2014,True,Pac-12
Missouri,SEC (East),14.0,11,3,,2.51,9.51,12.02,44.7,3.23,8.07,4.71,5.78,2.28,6.73,3.47,115.0,2014,True,SEC
Arizona,Pac-12 (South),19.0,10,4,,6.51,5.39,11.9,49.37,8.71,8.26,5.57,5.38,3.34,6.78,4.31,95.0,2014,True,Pac-12
Clemson,ACC (Atlantic),15.0,10,3,,-1.31,12.94,11.63,45.25,0.3,8.93,3.62,4.41,1.89,6.46,2.7,14.0,2014,True,ACC
LSU,SEC (West),,8,5,,-1.43,12.18,10.75,46.0,-0.92,9.53,3.68,5.88,3.15,7.04,3.36,113.0,2014,True,SEC
Boise St.,MWC (Mountain),16.0,12,2,,11.44,-0.86,10.58,53.73,15.47,9.64,5.65,5.73,2.96,7.39,4.35,84.0,2014,False,MWC
Louisville,ACC (Atlantic),24.0,9,4,,5.74,4.79,10.52,48.48,7.58,9.39,4.97,4.95,2.52,6.98,3.71,18.0,2014,True,ACC
Nebraska,Big Ten (West),,9,4,,9.43,0.83,10.26,52.95,12.78,9.02,4.87,6.3,3.7,7.37,4.27,34.0,2014,True,B1G
Oklahoma,Big 12,,8,5,,5.98,4.23,10.21,52.96,7.88,8.47,5.35,7.24,2.41,7.77,3.95,45.0,2014,True,Big 12
Texas A&M,SEC (West),,8,5,,7.38,2.58,9.96,54.86,11.77,9.5,5.18,5.82,4.08,7.75,4.59,119.0,2014,True,SEC
Utah,Pac-12 (South),21.0,9,4,,4.76,5.08,9.84,47.17,8.08,8.26,5.43,5.35,3.04,6.54,4.0,104.0,2014,True,Pac-12
Notre Dame,Ind,,8,5,,8.86,-0.3,8.56,51.33,13.76,9.74,5.74,5.58,3.32,7.63,4.44,70.0,2014,True,IND (FBS)
Tennessee,SEC (East),,7,6,,3.72,4.42,8.13,47.22,7.0,8.25,5.16,4.93,3.04,6.44,3.94,118.0,2014,True,SEC
Florida,SEC (East),,7,5,,0.92,7.21,8.12,46.71,4.54,8.29,4.37,5.41,2.1,6.55,3.24,110.0,2014,True,SEC
West Virginia,Big 12,,7,6,,6.18,1.89,8.07,49.34,8.69,9.28,4.78,5.32,3.38,7.2,3.99,50.0,2014,True,Big 12
Miami (FL),ACC (Coastal),,6,7,,1.26,6.78,8.04,43.95,6.0,9.57,4.61,6.05,2.48,7.69,3.44,19.0,2014,True,ACC
Memphis,American,25.0,10,3,,3.75,3.46,7.22,48.99,9.85,8.35,5.26,4.95,2.86,6.4,4.04,6.0,2014,False,AAC
Minnesota,Big Ten (West),,8,5,,3.41,3.32,6.74,44.51,8.84,8.87,5.06,5.9,3.6,6.85,4.27,33.0,2014,True,B1G
Virginia Tech,ACC (Coastal),,7,6,,-1.93,8.64,6.71,38.72,3.18,7.43,5.03,4.79,2.81,6.01,3.83,25.0,2014,True,ACC
South Carolina,SEC (East),,7,6,,9.39,-2.69,6.7,50.68,13.61,9.78,5.79,5.69,4.35,7.68,4.96,117.0,2014,True,SEC
Duke,ACC (Coastal),,9,4,,3.59,3.05,6.64,46.74,10.5,7.13,5.31,5.67,3.85,6.41,4.5,15.0,2014,True,ACC
Washington,Pac-12 (North),,8,6,,1.73,4.8,6.52,42.78,8.72,8.26,5.83,5.08,2.84,6.37,4.19,105.0,2014,True,Pac-12
Boston College,ACC (Atlantic),,7,6,,2.16,3.89,6.04,42.99,8.28,8.6,5.66,6.42,2.62,7.11,4.15,13.0,2014,True,ACC
Colorado St.,MWC (Mountain),,10,3,,4.02,1.44,5.47,44.66,14.4,10.23,5.78,5.29,4.17,7.76,5.0,85.0,2014,False,MWC
Louisiana Tech,CUSA (West),,9,5,,2.56,2.9,5.46,48.16,10.98,8.31,5.14,4.87,2.45,6.58,3.86,54.0,2014,False,C-USA
Virginia,ACC (Coastal),,5,7,,-0.62,5.46,4.83,41.3,7.36,7.96,5.48,4.68,2.3,6.26,3.84,24.0,2014,True,ACC
BYU,Ind,,8,5,,5.58,-1.2,4.38,50.2,15.49,8.75,5.47,5.19,2.75,6.8,4.21,66.0,2014,False,IND (FBS)
NC State,ACC (Atlantic),,8,5,,1.57,2.61,4.17,44.92,13.43,8.17,5.12,6.29,3.5,7.13,4.21,20.0,2014,True,ACC
Texas,Big 12,,6,7,,-4.98,8.96,3.98,37.63,3.53,7.76,3.89,4.97,2.85,6.22,3.24,48.0,2014,True,Big 12
Utah St.,MWC (Mountain),,10,4,,-2.91,6.54,3.63,37.02,8.99,8.03,5.35,5.39,2.85,6.56,4.08,93.0,2014,False,MWC
Rutgers,Big Ten (East),,8,5,,1.1,2.09,3.19,41.27,13.77,9.75,6.16,5.54,4.32,7.27,5.06,39.0,2014,True,B1G
Pittsburgh,ACC (Coastal),,6,7,,3.85,-1.11,2.74,48.11,14.27,9.11,6.05,6.46,3.66,7.38,4.76,22.0,2014,True,ACC
California,Pac-12 (North),,5,7,,12.7,-10.15,2.55,54.48,22.53,9.42,6.52,5.13,3.38,7.39,5.05,97.0,2014,True,Pac-12
Penn State,Big Ten (East),,7,6,,-5.05,7.51,2.46,36.51,4.74,7.6,4.47,4.12,2.02,5.91,3.17,37.0,2014,True,B1G
Cincinnati,American,,9,4,,5.37,-2.95,2.42,48.74,16.75,9.34,6.57,5.55,4.09,7.52,5.18,2.0,2014,False,AAC
East Carolina,American,,8,5,,5.4,-3.06,2.35,48.1,16.72,8.51,6.0,5.54,3.0,7.34,4.54,4.0,2014,False,AAC
Air Force,MWC (Mountain),,10,3,,1.21,0.99,2.2,40.21,14.32,9.96,6.5,4.66,2.95,5.87,4.75,83.0,2014,False,MWC
Navy,Ind,,8,5,,3.34,-1.15,2.19,44.06,14.8,9.2,5.69,6.64,4.02,7.18,4.81,7.0,2014,False,AAC
Western Kentucky,CUSA (East),,8,5,,14.05,-12.06,1.99,55.16,28.01,9.67,7.85,5.4,4.08,7.79,5.75,64.0,2014,False,C-USA
Central Florida,American,,9,4,,-0.92,2.89,1.98,40.9,10.88,8.48,5.36,4.12,2.7,6.07,3.94,1.0,2014,False,AAC
Georgia Southern,Sun Belt,,9,3,,1.62,0.28,1.89,46.82,14.21,8.61,6.01,6.82,3.99,7.46,4.96,124.0,2014,False,Sun Belt
Michigan,Big Ten (East),,5,7,,-5.47,7.29,1.82,36.81,5.78,7.92,5.21,5.71,2.12,6.65,3.49,31.0,2014,True,B1G
Maryland,Big Ten (East),,7,6,,4.25,-2.67,1.58,46.74,16.67,8.56,5.34,5.08,3.32,6.79,4.22,30.0,2014,True,B1G
Kentucky,SEC (East),,5,7,,3.24,-1.68,1.55,47.83,16.41,8.7,5.4,5.35,3.72,6.91,4.42,112.0,2014,True,SEC
Iowa,Big Ten (West),,7,6,,-0.41,1.79,1.37,41.4,11.97,8.46,5.76,4.86,3.27,6.52,4.32,29.0,2014,True,B1G
Oklahoma St.,Big 12,,7,6,,2.13,-1.03,1.1,43.65,14.63,9.32,6.2,4.62,3.26,6.7,4.57,46.0,2014,True,Big 12
Houston,American,,8,5,,-0.88,1.73,0.85,40.69,11.82,7.34,5.71,5.53,3.4,6.44,4.38,5.0,2014,False,AAC
Northwestern,Big Ten (West),,5,7,,-3.03,3.83,0.8,37.56,10.64,7.13,5.35,4.5,3.16,5.77,4.12,35.0,2014,True,B1G
North Carolina,ACC (Coastal),,6,7,,10.0,-9.86,0.14,50.47,23.92,8.66,7.07,5.12,4.07,6.87,5.27,21.0,2014,True,ACC
Rice,CUSA (West),,8,5,,-0.04,-0.24,-0.28,40.11,16.56,9.4,6.48,4.41,3.69,6.37,4.98,59.0,2014,False,C-USA
UAB,CUSA (East),,6,6,,3.05,-3.35,-0.3,44.75,16.22,9.13,6.06,4.82,3.68,6.32,4.71,61.0,2014,False,C-USA
Nevada,MWC (West),,7,6,,0.61,-0.99,-0.38,40.09,15.47,6.94,5.81,5.54,4.35,6.1,5.03,88.0,2014,False,MWC
Northern Illinois,MAC (West),,11,3,,-0.13,-0.94,-1.06,40.97,17.32,7.71,6.31,5.71,3.68,6.43,4.82,79.0,2014,False,MAC
Oregon St.,Pac-12 (North),,5,7,,0.11,-1.53,-1.42,41.07,15.4,8.34,5.36,4.82,4.04,6.75,4.62,100.0,2014,True,Pac-12
Washington St.,Pac-12 (North),,3,9,,6.86,-8.4,-1.54,48.5,21.22,8.92,6.59,2.92,3.21,7.32,4.93,106.0,2014,True,Pac-12
Louisiana,Sun Belt,,9,4,,-1.6,0.03,-1.57,39.35,15.35,7.93,6.84,5.74,3.72,6.68,5.2,126.0,2014,False,Sun Belt
Toledo,MAC (West),,9,4,,5.09,-6.88,-1.79,44.99,21.5,8.42,7.14,6.21,3.05,7.15,5.16,81.0,2014,False,MAC
Western Michigan,MAC (West),,8,5,,0.69,-2.48,-1.79,42.31,17.93,9.86,6.31,5.03,3.84,7.08,5.05,82.0,2014,False,MAC
