School,Date,G,Loc,Opponent,WL,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,Fum,Pass Int,Turnovers
LSU,2004-09-18,3,@,Auburn,L,12,28,42.9,168,1,39,140,3.6,0,1,1,2
Marshall,2004-09-18,3,@,Georgia,L,11,23,47.8,123,0,23,37,1.6,0,0,0,0
Maryland,2004-09-18,3,@,West Virginia,L,9,20,45.0,108,1,41,187,4.6,0,2,3,5
Memphis,2004-09-18,3,@,Arkansas State,W,22,43,51.2,356,3,45,175,3.9,1,1,1,2
Miami (FL),2004-09-18,2,,Louisiana Tech,W,12,22,54.5,167,1,35,184,5.3,3,0,1,1
Miami (OH),2004-09-18,4,,Ohio,W,21,32,65.6,268,2,36,146,4.1,2,2,1,3
Michigan,2004-09-18,3,,San Diego State,W,14,28,50.0,179,2,48,148,3.1,0,1,3,4
Michigan State,2004-09-18,3,,Notre Dame,L,15,34,44.1,176,0,35,165,4.7,1,3,3,6
Middle Tennessee State,2004-09-18,2,,Florida Atlantic,L,28,40,70.0,364,1,29,67,2.3,1,0,3,3
Minnesota,2004-09-18,3,@,Colorado State,W,12,21,57.1,144,2,52,360,6.9,2,0,0,0
Mississippi State,2004-09-18,3,,Maine,L,21,35,60.0,250,1,37,124,3.4,0,2,1,3
Missouri,2004-09-18,3,,Ball State,W,21,36,58.3,268,3,38,203,5.3,3,0,0,0
Navy,2004-09-18,3,@,Tulsa,W,6,8,75.0,117,0,68,330,4.9,4,1,0,1
Nebraska,2004-09-18,3,@,Pittsburgh,W,11,23,47.8,142,1,43,123,2.9,2,0,1,1
Nevada,2004-09-18,3,,Buffalo,W,16,32,50.0,234,2,46,207,4.5,3,0,1,1
New Mexico,2004-09-18,3,@,Oregon State,L,7,31,22.6,39,0,27,75,2.8,0,1,2,3
New Mexico State,2004-09-18,3,,Troy,W,23,35,65.7,253,2,37,106,2.9,0,0,1,1
North Carolina,2004-09-18,3,,Georgia Tech,W,10,23,43.5,142,1,47,284,6.0,3,0,2,2
North Carolina State,2004-09-18,2,,Ohio State,L,12,24,50.0,99,1,35,157,4.5,1,2,3,5
North Texas,2004-09-18,3,@,Colorado,L,21,36,58.3,249,1,40,258,6.5,2,1,0,1
Northern Illinois,2004-09-18,3,@,Iowa State,L,20,33,60.6,285,4,46,117,2.5,2,0,4,4
Northwestern,2004-09-18,3,,Kansas,W,20,33,60.6,192,1,32,145,4.5,1,0,0,0
Notre Dame,2004-09-18,3,@,Michigan State,W,11,24,45.8,215,1,48,173,3.6,2,2,1,3
Ohio,2004-09-18,3,@,Miami (OH),L,23,39,59.0,253,2,34,9,0.3,1,1,0,1
Ohio State,2004-09-18,3,@,North Carolina State,W,10,21,47.6,73,0,40,64,1.6,1,1,0,1
Oklahoma,2004-09-18,3,,Oregon,W,17,23,73.9,213,1,46,214,4.7,3,1,0,1
Oklahoma State,2004-09-18,3,,Southern Methodist,W,10,15,66.7,166,3,54,299,5.5,5,0,0,0
Ole Miss,2004-09-18,3,,Vanderbilt,W,23,36,63.9,195,0,39,170,4.4,2,1,0,1
Oregon,2004-09-18,2,@,Oklahoma,L,25,37,67.6,181,1,34,140,4.1,0,1,0,1
Oregon State,2004-09-18,3,,New Mexico,W,24,50,48.0,274,2,41,124,3.0,0,2,0,2
Penn State,2004-09-18,3,,Central Florida,W,22,34,64.7,277,1,41,247,6.0,4,4,2,6
Pitt,2004-09-18,2,,Nebraska,L,22,45,48.9,228,1,25,30,1.2,0,1,3,4
Rice,2004-09-18,2,,Hawaii,W,5,12,41.7,118,2,64,405,6.3,4,2,0,2
Rutgers,2004-09-18,3,,Kent State,W,19,30,63.3,238,2,36,88,2.4,0,1,2,3
San Diego State,2004-09-18,2,@,Michigan,L,27,43,62.8,289,2,23,22,1.0,1,2,1,3
San Jose State,2004-09-18,2,,Morgan State,W,11,17,64.7,204,2,34,213,6.3,4,3,0,3
SMU,2004-09-18,3,@,Oklahoma State,L,19,33,57.6,147,0,37,163,4.4,1,3,2,5
South Carolina,2004-09-18,3,,South Florida,W,16,26,61.5,356,3,45,174,3.9,1,1,0,1
South Florida,2004-09-18,2,@,South Carolina,L,14,33,42.4,111,0,22,80,3.6,0,1,1,2
Syracuse,2004-09-18,3,,Cincinnati,W,11,18,61.1,161,1,44,192,4.4,1,1,2,3
Temple,2004-09-18,3,,Florida A&M,W,16,26,61.5,222,1,53,255,4.8,4,1,0,1
Tennessee,2004-09-18,2,,Florida,W,19,30,63.3,232,3,44,171,3.9,1,2,1,3
Texas A&M,2004-09-18,3,,Clemson,W,14,26,53.8,178,0,53,324,6.1,3,0,0,0
Texas Christian,2004-09-18,3,@,Texas Tech,L,16,39,41.0,165,2,39,151,3.9,3,2,0,2
Texas Tech,2004-09-18,3,,Texas Christian,W,31,52,59.6,471,5,32,115,3.6,4,1,2,3
Toledo,2004-09-18,3,@,Eastern Michigan,W,22,27,81.5,338,3,47,204,4.3,3,1,0,1
Troy,2004-09-18,3,@,New Mexico State,L,13,23,56.5,183,1,35,164,4.7,1,1,0,1
Tulsa,2004-09-18,3,,Navy,L,20,40,50.0,220,0,34,100,2.9,0,0,2,2
UAB,2004-09-18,2,@,Florida State,L,10,22,45.5,168,1,28,-24,-0.9,0,0,1,1
UCF,2004-09-18,3,@,Penn State,L,13,33,39.4,121,0,31,60,1.9,0,1,1,2
UCLA,2004-09-18,3,@,Washington,W,12,17,70.6,122,0,54,424,7.9,5,2,1,3
UNLV,2004-09-18,3,,Air Force,L,12,27,44.4,160,1,24,98,4.1,0,1,2,3
USC,2004-09-18,3,@,Brigham Young,W,22,34,64.7,236,2,51,278,5.5,4,0,1,1
Utah,2004-09-18,3,@,Utah State,W,15,21,71.4,220,2,42,221,5.3,4,0,1,1
Utah State,2004-09-18,3,,Utah,L,25,38,65.8,247,1,35,48,1.4,0,1,2,3
UTEP,2004-09-18,3,,Boise State,L,16,33,48.5,235,2,28,56,2.0,1,0,2,2
Vanderbilt,2004-09-18,2,@,Mississippi,L,9,17,52.9,131,1,47,183,3.9,2,1,1,2
Virginia,2004-09-18,3,,Akron,W,21,33,63.6,196,2,42,326,7.8,5,0,1,1
Virginia Tech,2004-09-18,3,,Duke,W,13,25,52.0,172,2,45,250,5.6,3,0,2,2
Wake Forest,2004-09-18,3,,North Carolina A&T,W,8,14,57.1,69,0,51,336,6.6,5,1,0,1
Washington,2004-09-18,2,,UCLA,L,13,29,44.8,200,2,45,219,4.9,2,0,0,0
Washington State,2004-09-18,3,,Idaho,W,13,21,61.9,223,4,46,286,6.2,3,1,0,1
West Virginia,2004-09-18,3,,Maryland,W,10,22,45.5,132,1,61,220,3.6,1,1,0,1
Western Michigan,2004-09-18,3,@,Illinois,L,27,41,65.9,273,2,35,133,3.8,1,1,1,2
Wisconsin,2004-09-18,3,@,Arizona,W,12,24,50.0,116,0,46,146,3.2,1,2,0,2
Akron,2004-09-23,4,@,Kent State,W,17,29,58.6,178,2,31,100,3.2,1,0,1,1
Houston,2004-09-23,4,,Miami (FL),L,11,28,39.3,153,0,44,132,3.0,1,1,0,1
Kent State,2004-09-23,4,,Akron,L,24,41,58.5,192,1,43,198,4.6,1,1,0,1
Miami (FL),2004-09-23,3,@,Houston,W,13,23,56.5,99,0,40,172,4.3,3,1,0,1
Boise State,2004-09-24,4,,Brigham Young,W,21,29,72.4,310,2,45,89,2.0,1,1,1,2
Bowling Green State,2004-09-24,3,@,Northern Illinois,L,29,42,69.0,275,0,29,142,4.9,2,0,0,0
Brigham Young,2004-09-24,4,@,Boise State,L,20,35,57.1,390,2,35,25,0.7,1,0,0,0
Northern Illinois,2004-09-24,4,,Bowling Green State,W,16,23,69.6,191,0,54,292,5.4,4,0,0,0
Air Force,2004-09-25,4,@,Utah,L,11,16,68.8,169,1,66,302,4.6,4,2,1,3
Alabama,2004-09-25,4,@,Arkansas,L,6,18,33.3,57,0,46,271,5.9,1,1,1,2
Arizona,2004-09-25,4,,Washington State,L,15,31,48.4,183,2,41,80,2.0,0,2,0,2
Arizona State,2004-09-25,4,,Oregon State,W,16,40,40.0,124,1,35,125,3.6,2,0,0,0
Arkansas,2004-09-25,4,,Alabama,W,7,12,58.3,122,1,49,211,4.3,3,0,1,1
Arkansas State,2004-09-25,4,@,Louisiana-Monroe,W,11,23,47.8,128,2,37,213,5.8,1,1,1,2
Army,2004-09-25,3,@,Connecticut,L,11,27,40.7,114,0,36,136,3.8,0,1,1,2
Auburn,2004-09-25,4,,Citadel,W,22,32,68.8,359,1,50,234,4.7,3,2,0,2
Ball State,2004-09-25,4,,Western Michigan,W,19,36,52.8,318,3,37,158,4.3,2,0,0,0
Baylor,2004-09-25,3,,North Texas,W,20,33,60.6,213,2,39,158,4.1,1,0,1,1
Boston College,2004-09-25,4,@,Wake Forest,L,21,38,55.3,269,1,37,182,4.9,1,0,1,1
Buffalo,2004-09-25,4,@,Ohio,L,15,25,60.0,94,0,43,138,3.2,0,1,4,5
Cincinnati,2004-09-25,4,@,East Carolina,W,14,25,56.0,155,2,57,217,3.8,1,1,1,2
Clemson,2004-09-25,4,@,Florida State,L,10,26,38.5,88,1,26,85,3.3,0,2,3,5
Colorado State,2004-09-25,4,,Montana State,W,23,37,62.2,318,2,43,113,2.6,2,0,1,1
Connecticut,2004-09-25,4,,Army,W,27,37,73.0,304,4,39,199,5.1,1,0,1,1
Duke,2004-09-25,4,,Maryland,L,8,19,42.1,102,1,27,83,3.1,0,3,1,4
East Carolina,2004-09-25,3,,Cincinnati,L,10,25,40.0,192,2,31,11,0.4,0,2,0,2
Eastern Michigan,2004-09-25,4,,Eastern Illinois,L,17,28,60.7,279,2,49,182,3.7,1,0,1,1
Florida,2004-09-25,3,,Kentucky,W,25,43,58.1,261,1,40,262,6.6,1,0,3,3
Florida A&M,2004-09-25,4,N,Tennessee State,W,30,47,63.8,340,3,33,63,1.9,0,1,1,2
Florida State,2004-09-25,3,,Clemson,W,20,34,58.8,184,1,51,186,3.6,3,0,0,0
Idaho,2004-09-25,4,@,Oregon,L,23,39,59.0,212,1,27,60,2.2,0,0,2,2
Illinois,2004-09-25,4,,Purdue,L,22,37,59.5,215,3,34,175,5.1,0,2,0,2
Indiana,2004-09-25,4,,Michigan State,L,12,22,54.5,153,1,37,105,2.8,0,0,2,2
Iowa,2004-09-25,4,@,Michigan,L,24,32,75.0,270,2,28,-15,-0.5,0,3,2,5
Kansas,2004-09-25,4,,Texas Tech,L,23,47,48.9,250,3,35,86,2.5,1,0,3,3
Kentucky,2004-09-25,3,@,Florida,L,17,35,48.6,134,0,27,73,2.7,0,1,1,2
Louisiana,2004-09-25,4,,Middle Tennessee State,W,16,27,59.3,183,2,49,192,3.9,1,1,0,1
Louisiana Tech,2004-09-25,4,@,Tennessee,L,18,33,54.5,264,1,29,66,2.3,1,0,2,2
Louisiana-Monroe,2004-09-25,3,,Arkansas State,L,11,23,47.8,174,1,55,260,4.7,2,3,1,4
Louisville,2004-09-25,3,@,North Carolina,W,18,24,75.0,177,0,52,278,5.3,4,0,0,0
LSU,2004-09-25,4,,Mississippi State,W,18,23,78.3,327,2,58,272,4.7,4,4,0,4
Maryland,2004-09-25,4,@,Duke,W,25,40,62.5,408,4,60,277,4.6,3,0,3,3
Memphis,2004-09-25,4,@,Alabama-Birmingham,L,26,43,60.5,347,2,35,116,3.3,1,0,4,4
Michigan,2004-09-25,4,,Iowa,W,16,26,61.5,236,1,39,93,2.4,2,2,0,2
Michigan State,2004-09-25,4,@,Indiana,W,15,23,65.2,172,0,48,241,5.0,3,0,2,2
Middle Tennessee State,2004-09-25,3,@,Louisiana,L,35,46,76.1,242,1,25,94,3.8,1,2,1,3
Minnesota,2004-09-25,4,,Northwestern,W,14,23,60.9,203,3,52,251,4.8,3,0,0,0
Mississippi State,2004-09-25,4,@,Louisiana State,L,8,27,29.6,90,0,22,40,1.8,0,1,4,5
Navy,2004-09-25,4,,Vanderbilt,W,9,14,64.3,176,1,52,190,3.7,3,0,0,0
Nevada,2004-09-25,4,@,San Diego State,L,26,53,49.1,271,0,28,84,3.0,1,0,2,2
New Mexico,2004-09-25,4,@,New Mexico State,W,7,13,53.8,88,0,62,321,5.2,5,0,1,1
New Mexico State,2004-09-25,4,,New Mexico,L,8,18,44.4,60,0,30,64,2.1,0,1,1,2
North Carolina,2004-09-25,4,,Louisville,L,14,26,53.8,145,0,22,77,3.5,0,1,2,3
North Carolina State,2004-09-25,3,@,Virginia Tech,W,6,17,35.3,78,0,39,145,3.7,2,1,1,2
North Texas,2004-09-25,4,@,Baylor,L,6,19,31.6,126,1,35,98,2.8,1,0,1,1
Northwestern,2004-09-25,4,@,Minnesota,L,14,28,50.0,127,0,27,140,5.2,1,0,1,1
Notre Dame,2004-09-25,4,,Washington,W,17,32,53.1,266,4,46,146,3.2,1,0,1,1
Ohio,2004-09-25,4,,Buffalo,W,11,20,55.0,192,2,36,173,4.8,1,2,0,2
Ole Miss,2004-09-25,4,@,Wyoming,L,26,56,46.4,346,0,44,221,5.0,3,1,4,5
Oregon,2004-09-25,3,,Idaho,W,16,27,59.3,228,3,48,227,4.7,3,2,0,2
Oregon State,2004-09-25,4,@,Arizona State,L,29,53,54.7,384,1,22,-19,-0.9,1,3,2,5
Penn State,2004-09-25,4,@,Wisconsin,L,8,28,28.6,87,0,26,70,2.7,0,1,2,3
Pitt,2004-09-25,3,,Furman,W,30,36,83.3,380,3,45,99,2.2,1,0,0,0
Purdue,2004-09-25,3,@,Illinois,W,35,50,70.0,366,4,37,149,4.0,1,0,0,0
Rice,2004-09-25,3,@,Texas,L,5,12,41.7,56,0,51,172,3.4,1,1,0,1
San Diego State,2004-09-25,3,,Nevada,W,23,40,57.5,262,2,39,146,3.7,1,1,2,3
San Jose State,2004-09-25,3,@,Southern Methodist,L,13,26,50.0,102,1,36,171,4.8,0,0,0,0
SMU,2004-09-25,4,,San Jose State,W,14,24,58.3,177,3,49,212,4.3,2,0,0,0
South Carolina,2004-09-25,4,,Troy,W,16,24,66.7,199,0,47,132,2.8,2,1,2,3
South Florida,2004-09-25,3,@,Texas Christian,W,22,34,64.7,324,1,55,83,1.5,5,2,0,2
Southern Mississippi,2004-09-25,2,@,Tulane,W,16,24,66.7,156,2,51,305,6.0,2,0,0,0
Stanford,2004-09-25,3,,Southern California,L,23,35,65.7,183,2,30,144,4.8,2,0,1,1
Syracuse,2004-09-25,4,@,Virginia,L,15,23,65.2,141,0,38,113,3.0,1,0,0,0
Temple,2004-09-25,4,@,Toledo,L,15,36,41.7,205,0,40,139,3.5,2,2,1,3
Tennessee,2004-09-25,3,,Louisiana Tech,W,13,22,59.1,248,4,51,347,6.8,2,0,0,0
Texas,2004-09-25,3,,Rice,W,14,24,58.3,186,3,44,339,7.7,2,1,2,3
Texas Christian,2004-09-25,4,,South Florida,L,11,22,50.0,167,2,44,157,3.6,4,0,0,0
Texas Tech,2004-09-25,4,@,Kansas,W,28,52,53.8,356,2,22,182,8.3,2,1,4,5
Toledo,2004-09-25,4,,Temple,W,22,27,81.5,276,2,38,129,3.4,3,2,0,2
Troy,2004-09-25,4,@,South Carolina,L,9,23,39.1,108,0,28,99,3.5,1,0,2,2
Tulane,2004-09-25,3,,Southern Mississippi,L,9,21,42.9,93,1,31,178,5.7,1,1,2,3
Tulsa,2004-09-25,4,,Missouri State,W,23,34,67.6,232,3,45,280,6.2,2,1,1,2
UAB,2004-09-25,3,,Memphis,W,21,31,67.7,398,3,32,141,4.4,2,1,1,2
UNLV,2004-09-25,4,,Utah State,L,20,35,57.1,283,1,45,267,5.9,2,1,4,5
USC,2004-09-25,4,@,Stanford,W,23,30,76.7,284,1,34,99,2.9,3,0,1,1
Utah,2004-09-25,4,,Air Force,W,14,24,58.3,260,2,45,245,5.4,5,2,0,2
Utah State,2004-09-25,4,@,Nevada-Las Vegas,W,12,26,46.2,177,1,33,114,3.5,1,0,0,0
Vanderbilt,2004-09-25,3,@,Navy,L,15,23,65.2,176,2,46,153,3.3,1,2,0,2
Virginia,2004-09-25,4,,Syracuse,W,11,12,91.7,202,1,39,225,5.8,3,0,0,0
Virginia Tech,2004-09-25,4,,North Carolina State,L,11,26,42.3,156,1,43,36,0.8,0,1,0,1
Wake Forest,2004-09-25,4,,Boston College,W,14,23,60.9,210,2,49,159,3.2,0,0,1,1
Washington,2004-09-25,3,@,Notre Dame,L,17,44,38.6,223,0,34,112,3.3,0,4,1,5
Washington State,2004-09-25,4,@,Arizona,W,18,37,48.6,282,2,35,28,0.8,1,4,0,4
West Virginia,2004-09-25,4,,James Madison,W,19,24,79.2,199,3,46,171,3.7,2,1,0,1
Western Michigan,2004-09-25,4,@,Ball State,L,24,35,68.6,209,2,34,89,2.6,0,1,0,1
Wisconsin,2004-09-25,4,,Penn State,W,12,29,41.4,150,0,46,130,2.8,1,1,2,3
Wyoming,2004-09-25,3,,Mississippi,W,16,32,50.0,239,2,38,158,4.2,1,1,1,2
Marshall,2004-09-29,4,,Miami (OH),W,23,37,62.2,184,3,35,154,4.4,1,0,1,1
Miami (OH),2004-09-29,5,@,Marshall,L,14,24,58.3,144,1,42,119,2.8,2,3,2,5
Air Force,2004-09-30,5,,Navy,L,18,24,75.0,233,2,57,182,3.2,0,0,2,2
Connecticut,2004-09-30,5,,Pittsburgh,W,23,43,53.5,237,1,35,158,4.5,1,1,1,2
Navy,2004-09-30,5,@,Air Force,W,5,10,50.0,105,0,46,216,4.7,3,1,1,2
Pitt,2004-09-30,4,@,Connecticut,L,11,31,35.5,267,1,34,82,2.4,1,1,1,2
New Mexico,2004-10-01,5,,Utah,L,7,24,29.2,83,0,35,74,2.1,0,0,1,1
Utah,2004-10-01,5,@,New Mexico,W,15,29,51.7,188,0,53,278,5.2,4,2,1,3
Akron,2004-10-02,5,@,Northern Illinois,L,17,26,65.4,192,1,34,65,1.9,1,1,0,1
Alabama,2004-10-02,5,,South Carolina,L,10,24,41.7,67,0,28,143,5.1,0,0,4,4
Arizona State,2004-10-02,5,@,Oregon,W,14,23,60.9,164,3,33,119,3.6,1,0,0,0
Arkansas,2004-10-02,5,@,Florida,L,23,39,59.0,252,1,36,134,3.7,3,0,3,3
Arkansas State,2004-10-02,5,@,Mississippi,L,17,39,43.6,230,1,29,151,5.2,2,1,1,2
Army,2004-10-02,4,,Texas Christian,L,12,26,46.2,214,0,39,129,3.3,2,0,0,0
Auburn,2004-10-02,5,@,Tennessee,W,16,23,69.6,252,2,42,148,3.5,2,1,1,2
Ball State,2004-10-02,5,@,Toledo,L,17,29,58.6,213,1,33,83,2.5,0,1,0,1
Baylor,2004-10-02,4,@,Texas,L,22,42,52.4,196,2,25,70,2.8,0,1,1,2
Boise State,2004-10-02,5,,Southern Methodist,W,22,40,55.0,218,2,44,208,4.7,2,0,2,2
Boston College,2004-10-02,5,,Massachusetts,W,18,33,54.5,255,1,46,261,5.7,2,0,3,3
Bowling Green State,2004-10-02,4,@,Temple,W,21,26,80.8,367,4,45,272,6.0,6,0,1,1
Brigham Young,2004-10-02,5,@,Colorado State,W,24,42,57.1,238,1,46,207,4.5,3,0,1,1
Buffalo,2004-10-02,5,,Central Florida,W,5,7,71.4,195,1,45,245,5.4,5,0,0,0
California,2004-10-02,3,@,Oregon State,W,14,18,77.8,277,5,39,156,4.0,2,1,2,3
Central Michigan,2004-10-02,4,,Kent State,W,15,28,53.6,143,1,40,170,4.3,2,0,1,1
Cincinnati,2004-10-02,5,,Alabama-Birmingham,L,29,52,55.8,300,3,30,103,3.4,0,1,1,2
Colorado,2004-10-02,4,@,Missouri,L,18,28,64.3,171,0,28,80,2.9,1,0,3,3
Colorado State,2004-10-02,5,,Brigham Young,L,22,36,61.1,359,1,30,103,3.4,2,1,1,2
Duke,2004-10-02,5,,Citadel,W,18,25,72.0,206,2,43,191,4.4,2,2,1,3
East Carolina,2004-10-02,4,@,Louisville,L,21,36,58.3,182,1,38,53,1.4,0,2,3,5
Eastern Michigan,2004-10-02,5,,Idaho,L,22,43,51.2,228,2,42,216,5.1,3,1,1,2
Florida,2004-10-02,4,,Arkansas,W,23,38,60.5,322,3,33,118,3.6,3,0,0,0
Florida A&M,2004-10-02,5,,Virginia Union,W,20,35,57.1,265,3,38,150,3.9,2,1,0,1
Florida International,2004-10-02,2,,Louisiana,L,22,35,62.9,265,2,30,82,2.7,1,0,2,2
Florida State,2004-10-02,4,,North Carolina,W,20,31,64.5,193,3,37,249,6.7,2,0,1,1
Fresno State,2004-10-02,4,@,Louisiana Tech,L,13,28,46.4,104,1,48,269,5.6,1,0,2,2
Georgia,2004-10-02,4,,Louisiana State,W,13,26,50.0,209,5,49,221,4.5,1,0,0,0
Georgia Tech,2004-10-02,4,,Miami (FL),L,8,26,30.8,68,0,37,162,4.4,0,1,3,4
Hawaii,2004-10-02,3,,Tulsa,W,23,45,51.1,397,3,23,128,5.6,1,0,0,0
Houston,2004-10-02,5,@,Memphis,L,18,27,66.7,220,1,38,65,1.7,0,2,0,2
Idaho,2004-10-02,5,@,Eastern Michigan,W,28,36,77.8,318,0,42,146,3.5,6,2,0,2
Illinois,2004-10-02,5,@,Wisconsin,L,20,41,48.8,164,1,27,42,1.6,0,1,0,1
Indiana,2004-10-02,5,,Michigan,L,14,22,63.6,153,1,38,61,1.6,1,0,0,0
Iowa,2004-10-02,5,,Michigan State,W,25,37,67.6,340,1,27,124,4.6,4,0,1,1
Iowa State,2004-10-02,4,@,Oklahoma State,L,13,24,54.2,160,1,37,59,1.6,0,4,0,4
Kansas,2004-10-02,5,@,Nebraska,L,24,49,49.0,200,0,33,105,3.2,0,0,1,1
Kansas State,2004-10-02,4,@,Texas A&M,L,29,45,64.4,246,3,45,123,2.7,1,2,2,4
Kent State,2004-10-02,5,@,Central Michigan,L,17,30,56.7,152,0,39,145,3.7,2,2,0,2
Kentucky,2004-10-02,4,,Ohio,L,18,36,50.0,190,1,38,90,2.4,1,2,3,5
Louisiana,2004-10-02,5,@,Florida International,W,30,42,71.4,302,1,37,143,3.9,2,0,1,1
Louisiana Tech,2004-10-02,5,,Fresno State,W,15,26,57.7,158,0,42,244,5.8,4,1,0,1
Louisiana-Monroe,2004-10-02,4,@,Wyoming,L,15,33,45.5,145,1,30,91,3.0,0,0,0,0
Louisville,2004-10-02,4,,East Carolina,W,24,31,77.4,334,2,38,215,5.7,6,1,0,1
LSU,2004-10-02,5,@,Georgia,L,19,30,63.3,247,2,29,67,2.3,0,3,0,3
Memphis,2004-10-02,5,,Houston,W,16,28,57.1,168,1,49,333,6.8,4,0,2,2
Miami (FL),2004-10-02,4,@,Georgia Tech,W,14,26,53.8,224,3,38,140,3.7,0,0,0,0
Michigan,2004-10-02,5,@,Indiana,W,19,26,73.1,331,3,39,93,2.4,1,2,0,2
Michigan State,2004-10-02,5,@,Iowa,L,29,54,53.7,245,0,36,204,5.7,1,1,0,1
Middle Tennessee State,2004-10-02,4,@,North Texas,L,22,30,73.3,243,1,43,144,3.3,2,2,1,3
Minnesota,2004-10-02,5,,Penn State,W,8,18,44.4,113,0,56,288,5.1,2,0,1,1
Mississippi State,2004-10-02,5,@,Vanderbilt,L,17,36,47.2,136,0,29,138,4.8,2,1,4,5
Missouri,2004-10-02,4,,Colorado,W,16,25,64.0,189,1,55,228,4.1,1,1,0,1
Nebraska,2004-10-02,4,,Kansas,W,16,24,66.7,183,1,32,139,4.3,1,1,3,4
Nevada,2004-10-02,5,@,Nevada-Las Vegas,L,32,52,61.5,320,1,33,98,3.0,0,2,3,5
New Mexico State,2004-10-02,5,@,Texas-El Paso,L,9,28,32.1,110,0,32,116,3.6,0,1,2,3
North Carolina,2004-10-02,5,@,Florida State,L,20,33,60.6,263,1,35,100,2.9,0,0,1,1
North Carolina State,2004-10-02,4,,Wake Forest,W,21,31,67.7,259,1,50,196,3.9,3,0,1,1
North Texas,2004-10-02,5,,Middle Tennessee State,W,17,23,73.9,285,1,40,176,4.4,2,1,0,1
Northern Illinois,2004-10-02,5,,Akron,W,17,28,60.7,225,3,38,260,6.8,3,0,1,1
Northwestern,2004-10-02,5,,Ohio State,W,24,44,54.5,278,2,39,166,4.3,2,0,2,2
Notre Dame,2004-10-02,5,,Purdue,L,29,49,59.2,460,1,36,76,2.1,1,1,0,1
Ohio,2004-10-02,5,@,Kentucky,W,10,18,55.6,218,2,40,90,2.3,2,1,0,1
Ohio State,2004-10-02,4,@,Northwestern,L,18,38,47.4,211,1,37,97,2.6,1,1,1,2
Oklahoma,2004-10-02,4,,Texas Tech,W,15,24,62.5,151,3,40,221,5.5,1,0,0,0
Oklahoma State,2004-10-02,4,,Iowa State,W,9,16,56.3,160,1,55,189,3.4,3,0,1,1
Ole Miss,2004-10-02,5,,Arkansas State,W,18,24,75.0,179,2,46,196,4.3,1,0,1,1
Oregon,2004-10-02,4,,Arizona State,L,17,31,54.8,177,1,43,134,3.1,0,0,0,0
Oregon State,2004-10-02,5,,California,L,21,49,42.9,211,0,28,91,3.3,1,0,2,2
Penn State,2004-10-02,5,@,Minnesota,L,24,48,50.0,250,1,22,21,1.0,0,1,1,2
Purdue,2004-10-02,4,@,Notre Dame,W,22,32,68.8,413,4,28,99,3.5,0,0,0,0
Rice,2004-10-02,4,@,San Jose State,L,4,15,26.7,64,0,85,570,6.7,8,2,3,5
Rutgers,2004-10-02,4,@,Syracuse,L,30,50,60.0,360,3,42,130,3.1,1,3,0,3
San Diego State,2004-10-02,4,@,UCLA,L,31,53,58.5,263,0,28,139,5.0,1,0,2,2
San Jose State,2004-10-02,4,,Rice,W,11,24,45.8,372,6,25,83,3.3,2,1,4,5
SMU,2004-10-02,5,@,Boise State,L,17,35,48.6,249,2,24,56,2.3,0,0,1,1
South Carolina,2004-10-02,5,@,Alabama,W,4,11,36.4,46,0,54,203,3.8,2,2,1,3
South Florida,2004-10-02,4,,Southern Mississippi,L,14,35,40.0,150,1,25,55,2.2,1,0,4,4
Southern Mississippi,2004-10-02,3,@,South Florida,W,14,27,51.9,200,2,50,112,2.2,1,1,0,1
Stanford,2004-10-02,4,,Washington,W,23,35,65.7,254,0,34,202,5.9,3,1,3,4
Syracuse,2004-10-02,5,,Rutgers,W,11,25,44.0,131,1,40,370,9.3,4,2,2,4
Temple,2004-10-02,5,,Bowling Green State,L,13,24,54.2,197,1,35,97,2.8,1,1,0,1
Tennessee,2004-10-02,4,,Auburn,L,18,40,45.0,186,1,31,107,3.5,0,1,5,6
Texas,2004-10-02,4,,Baylor,W,17,26,65.4,204,2,51,303,5.9,4,0,0,0
Texas A&M,2004-10-02,4,,Kansas State,W,7,12,58.3,129,1,31,180,5.8,5,1,0,1
Texas Christian,2004-10-02,5,@,Army,W,20,33,60.6,240,1,46,164,3.6,2,0,2,2
Texas Tech,2004-10-02,5,@,Oklahoma,L,36,55,65.5,369,0,24,56,2.3,1,1,3,4
Toledo,2004-10-02,5,,Ball State,W,28,36,77.8,468,6,35,177,5.1,1,1,0,1
Troy,2004-10-02,5,,Utah State,W,9,16,56.3,120,3,50,238,4.8,3,2,1,3
Tulsa,2004-10-02,5,@,Hawaii,L,21,44,47.7,189,0,33,59,1.8,1,0,1,1
UAB,2004-10-02,4,@,Cincinnati,W,12,30,40.0,107,2,34,116,3.4,0,0,0,0
UCF,2004-10-02,4,@,Buffalo,L,23,35,65.7,270,1,46,203,4.4,2,0,3,3
UCLA,2004-10-02,4,,San Diego State,W,15,31,48.4,205,1,42,205,4.9,1,0,1,1
UNLV,2004-10-02,5,,Nevada,W,11,19,57.9,128,2,47,238,5.1,4,1,0,1
Utah State,2004-10-02,5,@,Troy,L,18,37,48.6,243,1,42,99,2.4,1,0,3,3
UTEP,2004-10-02,4,,New Mexico State,W,15,20,75.0,179,3,58,266,4.6,2,1,0,1
