"Player","unique_id","position","Date","G","School","Team Code","Loc","Opponent","Team Code opp","WL","Pass Comp","Pass Att","Pass Pct","Pass Yard","Pass TD","Pass Int","QBR","Rush Att","Rush Yard","Rush Avg","Rush TD","Rec","Rec Yards","Rec Avg","Rec TD","Tackle Solo","Tackle Assist","Tackle Tot","Tackle for Loss","Sack","Int Ret","Int Ret Yds","Int TD","Pass Broken Up","FR","FR Yds","FR TD","Fumble Forced","XP Made","XP Att","XP %","FG Made","FG Att","FG %","Pts","Kick Ret","Kick Ret Yds","Kick Ret Avg","Kick Ret TD","Punt Ret","Punt Ret Yds","Punt Ret Avg","Punt Ret TD"
"Sam Hollenbach","sam-hollenbach-1","['QB']","2004-11-18",10,"Maryland",30,"@","Virginia Tech",25,"L",5,8,62.5,53,0,0,118.2,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Devin Hollins","devin-hollins-1","['QB']","2004-11-18",11,"Arkansas St.",122,,"North Texas",57,"L",0,1,0,0,0,0,0,2,10,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nick Noce","nick-noce-1","['QB']","2004-11-18",11,"Arkansas St.",122,,"North Texas",57,"L",9,23,39.1,101,0,1,67.3,11,62,5.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bryan Randall","bryan-randall-1","[]","2004-11-18",10,"Virginia Tech",25,,"Maryland",30,"W",8,14,57.1,137,2,0,186.5,9,41,4.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Joel Statham","joel-statham-1","['QB']","2004-11-18",10,"Maryland",30,"@","Virginia Tech",25,"L",8,17,47.1,70,0,3,46.4,1,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jordan Steffy","jordan-steffy-1","['QB']","2004-11-18",10,"Maryland",30,"@","Virginia Tech",25,"L",3,6,50,18,0,1,41.9,2,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donald Allen","donald-allen-1","['QB']","2004-11-20",11,"Louisiana Tech",54,"@","Boise St.",84,"L",2,5,40,18,0,0,70.2,3,29,9.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jared Allen","jared-allen-1","[]","2004-11-20",10,"Florida Atlantic",52,,"Illinois State",182,"W",14,23,60.9,136,2,0,139.2,6,-4,-0.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dustin Almond","dustin-almond-1","['QB']","2004-11-20",9,"Southern Miss",60,"@","TCU",47,"L",9,20,45,116,0,0,93.7,3,-2,-0.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Derek Anderson","derek-anderson-1","[]","2004-11-20",11,"Oregon St.",100,,"Oregon",99,"W",24,41,58.5,351,4,1,157.8,12,19,1.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jerry Babb","jerry-babb-1","['QB']","2004-11-20",11,"Louisiana",126,"@","UL Monroe",130,"L",18,31,58.1,195,1,2,108.6,9,36,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blayne Baggett","blayne-baggett-1","[]","2004-11-20",11,"Western Michigan",82,"@","Marshall",55,"L",25,39,64.1,329,2,2,141.6,5,-17,-3.4,0,1,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Matt Baker","matt-baker-1","['QB']","2004-11-20",11,"North Carolina",21,"@","Duke",15,"W",3,5,60,27,0,0,105.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reggie Ball","reggie-ball-1","['QB']","2004-11-20",10,"Georgia Tech",17,,"Virginia",24,"L",19,33,57.6,226,0,2,103,15,3,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brett Basanez","brett-basanez-1","['QB']","2004-11-20",11,"Northwestern",35,,"Illinois",27,"W",18,31,58.1,184,1,1,112.1,6,17,2.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Beck","john-beck-1","['QB']","2004-11-20",11,"BYU",66,"@","Utah",104,"L",17,32,53.1,213,2,0,129.7,7,-4,-0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brock Berlin","brock-berlin-1","[]","2004-11-20",10,"Miami (FL)",19,,"Wake Forest",26,"W",13,19,68.4,361,4,0,297.5,2,-14,-7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Josh Betts","josh-betts-1","['QB']","2004-11-20",11,"Miami (OH)",78,"@","Akron",71,"W",18,28,64.3,208,2,0,150.3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Matt Bohnet","matt-bohnet-1","['QB']","2004-11-20",11,"Eastern Michigan",76,,"Northern Illinois",79,"L",21,46,45.7,232,1,5,73.5,1,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Matt Bonislawski","matt-bonislawski-1","['QB']","2004-11-20",10,"Connecticut",3,,"Buffalo",74,"W",1,1,100,2,0,0,116.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corey Bramlet","corey-bramlet-1","['QB']","2004-11-20",11,"Wyoming",94,"@","New Mexico",89,"L",19,31,61.3,213,0,0,119,10,-37,-3.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alex Brink","alex-brink-1","['QB']","2004-11-20",11,"Washington St.",106,,"Washington",105,"W",15,24,62.5,240,2,0,174,7,-15,-2.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brian Brohm","brian-brohm-1","['QB']","2004-11-20",9,"Louisville",18,"@","Houston",5,"W",4,5,80,107,1,0,325.8,2,8,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tim Brown","tim-brown-2","['RB']","2004-11-20",11,"Temple",10,,"Boston College",13,"L",1,1,100,5,0,0,142,9,26,2.9,0,8,31,3.9,0,,,,,,,,,,,,,,,,,,,,,,,,,1,-5,-5,0
"Jason Campbell","jason-campbell-1","[]","2004-11-20",11,"Auburn",109,"@","Alabama",107,"W",18,24,75,224,1,1,158.8,6,7,1.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Collin Carey","collin-carey-1","[]","2004-11-20",10,"Cincinnati",2,,"South Florida",9,"W",0,1,0,0,0,0,0,1,-3,-3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shaun Carney","shaun-carney-1","['QB']","2004-11-20",11,"Air Force",83,,"Colorado St.",85,"W",11,18,61.1,203,2,0,192.5,17,93,5.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Timmy Chang","timmy-chang-1","[]","2004-11-20",10,"Hawaii",87,,"Idaho",133,"W",23,31,74.2,376,6,2,227,5,-10,-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colt Charles","colt-charles-1","[]","2004-11-20",11,"Oregon St.",100,,"Oregon",99,"W",1,1,100,17,0,0,242.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rick Clausen","rick-clausen-1","['QB']","2004-11-20",10,"Tennessee",118,"@","Vanderbilt",120,"W",19,30,63.3,189,2,2,124.9,1,-6,-6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kellen Clemens","kellen-clemens-1","['QB']","2004-11-20",11,"Oregon",99,"@","Oregon St.",100,"L",13,29,44.8,126,3,3,94.8,13,-26,-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Austin Collie","austin-collie-1","['WR']","2004-11-20",11,"BYU",66,"@","Utah",104,"L",0,1,0,0,0,1,-200,,,,,3,74,24.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Omarr Conner","omarr-conner-1","['WR', 'QB']","2004-11-20",10,"Mississippi St.",114,,"Arkansas",108,"L",20,27,74.1,214,2,0,165.1,4,22,5.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Travis Cox","travis-cox-1","[]","2004-11-20",11,"Utah St.",93,,"New Mexico State",69,"W",23,27,85.2,201,1,1,152.5,9,41,4.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jeff Crooks","jeff-crooks-1","[]","2004-11-20",11,"Eastern Michigan",76,,"Northern Illinois",79,"L",2,5,40,35,0,0,98.8,1,14,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Derrick Crudup","derrick-crudup-1","[]","2004-11-20",10,"Miami (FL)",19,,"Wake Forest",26,"W",6,8,75,63,0,0,141.2,2,12,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jay Cutler","jay-cutler-1","['QB']","2004-11-20",11,"Vanderbilt",120,,"Tennessee",118,"L",22,33,66.7,314,3,2,164.5,7,2,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zac Dahman","zac-dahman-1","['QB']","2004-11-20",10,"Army",65,,"UAB",61,"L",25,43,58.1,264,1,0,117.4,3,-28,-9.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chris Dapolito","chris-dapolito-1","[]","2004-11-20",11,"Duke",15,,"North Carolina",21,"L",0,1,0,0,0,0,0,1,-9,-9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robert Davis","robert-davis-1","['LB']","2004-11-20",12,"Idaho",133,"@","Hawaii",87,"L",0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenneth Debauche","kenneth-debauche-1","['P']","2004-11-20",11,"Wisconsin",40,"@","Iowa",29,"L",0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gavin Dickey","gavin-dickey-1","[]","2004-11-20",11,"Florida",110,"@","Florida St.",16,"W",1,1,100,6,0,0,150.4,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dennis Dixon","dennis-dixon-1","['QB']","2004-11-20",11,"Oregon",99,"@","Oregon St.",100,"L",0,3,0,0,0,0,0,4,18,4.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paul Dombrowski","paul-dombrowski-1","['QB', 'WR']","2004-11-20",11,"New Mexico State",69,"@","Utah St.",93,"L",1,4,25,37,0,0,102.7,4,14,3.5,0,4,81,20.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sean Douglas","sean-douglas-1","['P']","2004-11-20",11,"Washington",105,"@","Washington St.",106,"L",1,1,100,3,0,0,125.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Damon Dowdell","damon-dowdell-1","[]","2004-11-20",11,"Michigan St.",32,"@","Penn State",37,"L",1,2,50,6,0,1,-24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Omar Duarte","omar-duarte-1","[]","2004-11-20",10,"UTEP",62,,"SMU",8,"W",3,5,60,24,0,0,100.3,1,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Darian Durant","darian-durant-1","[]","2004-11-20",11,"North Carolina",21,"@","Duke",15,"W",14,19,73.7,174,1,0,168,4,46,11.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tony Eckert","tony-eckert-1","['QB']","2004-11-20",11,"SMU",8,"@","UTEP",62,"L",7,13,53.8,76,1,1,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ryan Eklund","ryan-eklund-1","[]","2004-11-20",11,"Stanford",101,"@","California",97,"L",1,2,50,8,0,1,-16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Danny Embick","danny-embick-1","['QB']","2004-11-20",10,"Florida Atlantic",52,,"Illinois State",182,"W",3,4,75,40,0,0,159,1,-1,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ethan Flatt","ethan-flatt-1","['QB']","2004-11-20",10,"Ole Miss",116,"@","LSU",113,"L",6,12,50,75,0,2,69.2,2,-13,-6.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Michael Franklin","michael-franklin-1","['RB']","2004-11-20",11,"San Diego St.",90,,"UNLV",92,"W",0,1,0,0,0,0,0,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Charlie Frye","charlie-frye-1","[]","2004-11-20",11,"Akron",71,,"Miami (OH)",78,"L",26,43,60.5,436,3,0,168.7,13,-40,-3.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quinton Ganther","quinton-ganther-1","['RB']","2004-11-20",11,"Utah",104,,"BYU",66,"W",0,1,0,0,0,0,0,11,122,11.1,0,1,15,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tommy Grady","tommy-grady-1","['QB']","2004-11-20",11,"Oklahoma",45,"@","Baylor",41,"W",2,2,100,5,0,0,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gino Guidugli","gino-guidugli-1","[]","2004-11-20",10,"Cincinnati",2,,"South Florida",9,"W",30,36,83.3,377,3,0,198.8,1,-2,-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robbie Haas","robbie-haas-1","['QB']","2004-11-20",11,"Western Michigan",82,"@","Marshall",55,"L",2,2,100,10,0,0,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Darrell Hackney","darrell-hackney-1","['QB']","2004-11-20",10,"UAB",61,"@","Army",65,"W",20,32,62.5,199,2,0,135.4,5,-9,-1.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marques Hagans","marques-hagans-1","['QB']","2004-11-20",10,"Virginia",24,"@","Georgia Tech",17,"W",19,28,67.9,171,0,0,119.2,7,35,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1,-3,-3,0,,,,
"Josh Haldi","josh-haldi-1","[]","2004-11-20",11,"Northern Illinois",79,"@","Eastern Michigan",76,"W",16,27,59.3,158,2,0,132.9,8,10,1.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Caleb Hanie","caleb-hanie-1","['QB']","2004-11-20",11,"Colorado St.",85,"@","Air Force",83,"L",17,27,63,229,1,1,139,4,2,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Michael Harrington","michael-harrington-1","['QB']","2004-11-20",12,"Idaho",133,"@","Hawaii",87,"L",14,20,70,196,2,0,185.3,5,-33,-6.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Josh Harris","josh-harris-1","['QB']","2004-11-20",11,"Middle Tennessee",56,"@","Troy",129,"L",10,14,71.4,62,1,0,132.2,4,13,3.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ivan Harrison","ivan-harrison-1","['RB']","2004-11-20",11,"Wyoming",94,"@","New Mexico",89,"L",0,1,0,0,0,0,0,26,93,3.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ryan Hart","ryan-hart-1","['QB']","2004-11-20",10,"Rutgers",39,"@","Navy",7,"L",27,40,67.5,264,1,2,121.2,3,-6,-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brandon Hassell","brandon-hassell-1","[]","2004-11-20",10,"TCU",47,,"Southern Miss",60,"W",19,34,55.9,250,1,1,121.5,12,32,2.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Datwan Hemingway","datwan-hemingway-1","[]","2004-11-20",11,"Buffalo",74,"@","Connecticut",3,"L",1,3,33.3,8,0,0,55.7,2,1,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chad Henne","chad-henne-1","['QB']","2004-11-20",11,"Michigan",31,"@","Ohio St.",36,"L",27,54,50,328,2,2,105.8,1,-11,-11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stan Hill","stan-hill-1","[]","2004-11-20",11,"Marshall",55,,"Western Michigan",82,"W",18,28,64.3,169,1,3,105.3,3,-25,-8.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tony Hunt","tony-hunt-1","['RB']","2004-11-20",11,"Penn State",37,,"Michigan St.",32,"W",0,1,0,0,0,0,0,16,67,4.2,1,1,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carlton Jones","carlton-jones-2","['RB']","2004-11-20",10,"Army",65,,"UAB",61,"L",1,1,100,55,0,0,562,10,35,3.5,1,2,16,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Matt Jones","matt-jones-1","[]","2004-11-20",10,"Arkansas",108,"@","Mississippi St.",114,"W",18,27,66.7,215,0,1,126.1,4,7,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pat Julmiste","pat-julmiste-1","['QB']","2004-11-20",9,"South Florida",9,"@","Cincinnati",2,"L",14,32,43.8,143,1,0,91.6,7,-10,-1.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Steven Jyles","steven-jyles-1","['QB']","2004-11-20",11,"UL Monroe",130,,"Louisiana",126,"W",17,38,44.7,172,0,1,77.5,18,93,5.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"James Kilian","james-kilian-1","[]","2004-11-20",11,"Tulsa",12,,"San Jose St.",91,"W",13,18,72.2,147,2,0,177.5,7,1,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brandon Kirsch","brandon-kirsch-1","['QB']","2004-11-20",11,"Purdue",38,,"Indiana",28,"W",2,2,100,68,1,0,550.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kevin Kolb","kevin-kolb-1","['QB']","2004-11-20",11,"Houston",5,,"Louisville",18,"L",29,44,65.9,375,2,1,148,9,-8,-0.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Matt Kubik","matt-kubik-1","['QB']","2004-11-20",11,"Louisiana Tech",54,"@","Boise St.",84,"L",14,29,48.3,120,1,2,80.6,8,57,7.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robert Lane","robert-lane-1","['QB', 'TE']","2004-11-20",10,"Ole Miss",116,"@","LSU",113,"L",4,13,30.8,23,0,0,45.6,14,43,3.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chris Leak","chris-leak-1","['QB']","2004-11-20",11,"Florida",110,"@","Florida St.",16,"W",19,39,48.7,231,1,1,101.8,5,-11,-2.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stefan Lefors","stefan-lefors-1","[]","2004-11-20",9,"Louisville",18,"@","Houston",5,"W",18,22,81.8,317,3,1,238.8,4,18,4.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Matt LoVecchio","matt-lovecchio-2","[]","2004-11-20",11,"Indiana",28,"@","Purdue",38,"L",21,34,61.8,239,1,0,130.5,10,-53,-5.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brian Luke","brian-luke-1","['QB']","2004-11-20",11,"Kansas",43,"@","Missouri",115,"W",24,36,66.7,239,2,1,135.2,5,18,3.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Joey Lynch","joey-lynch-1","['QB']","2004-11-20",11,"Ball St.",72,"@","Central Michigan",75,"L",22,34,64.7,397,4,0,201.6,7,-35,-5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marshawn Lynch","marshawn-lynch-1","['RB']","2004-11-20",10,"California",97,,"Stanford",101,"W",1,1,100,20,1,0,598,9,122,13.6,1,1,3,3,0,,,,,,,,,,,,,,,,,,,,,2,40,20,0,,,,
"Clint Marks","clint-marks-1","['QB']","2004-11-20",11,"Middle Tennessee",56,"@","Troy",129,"L",17,32,53.1,131,0,3,68.8,2,9,4.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ben Mauk","ben-mauk-1","['QB']","2004-11-20",10,"Wake Forest",26,"@","Miami (FL)",19,"L",1,4,25,3,0,0,31.3,8,47,5.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"D.T. McDowell","dt-mcdowell-1","[]","2004-11-20",11,"Troy",129,,"Middle Tennessee",56,"W",8,17,47.1,144,2,0,157,5,-7,-1.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kole McKamey","kole-mckamey-1","['QB']","2004-11-20",11,"New Mexico",89,,"Wyoming",94,"W",5,15,33.3,40,0,1,42.4,15,152,10.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dylan Meier","dylan-meier-1","['QB']","2004-11-20",11,"Kansas St.",44,,"Iowa St.",42,"L",2,6,33.3,16,0,1,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bret Meyer","bret-meyer-1","['QB']","2004-11-20",10,"Iowa St.",42,"@","Kansas St.",44,"W",16,30,53.3,234,1,0,129.9,11,5,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zack Mills","zack-mills-1","[]","2004-11-20",11,"Penn State",37,,"Michigan St.",32,"W",11,18,61.1,105,1,1,117.3,16,74,4.6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blake Mitchell","blake-mitchell-1","['QB']","2004-11-20",11,"South Carolina",117,"@","Clemson",14,"L",0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Syvelle Newton","syvelle-newton-1","['WR', 'QB']","2004-11-20",11,"South Carolina",117,"@","Clemson",14,"L",7,18,38.9,113,1,0,110,10,17,1.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brian Nooy","brian-nooy-1","['QB']","2004-11-20",12,"Idaho",133,"@","Hawaii",87,"L",4,7,57.1,20,0,0,81.1,5,-26,-5.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kevin O'Connell","kevin-oconnell-2","['QB']","2004-11-20",11,"San Diego St.",90,,"UNLV",92,"W",16,25,64,175,1,0,136,7,26,3.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dan Orlovsky","dan-orlovsky-1","[]","2004-11-20",10,"Connecticut",3,,"Buffalo",74,"W",28,38,73.7,283,1,0,144.9,1,-4,-4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kyle Orton","kyle-orton-1","[]","2004-11-20",11,"Purdue",38,,"Indiana",28,"W",33,54,61.1,522,6,0,179,9,8,0.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T.C. Ostrander","tc-ostrander-1","['QB']","2004-11-20",11,"Stanford",101,"@","California",97,"L",8,26,30.8,148,0,0,78.6,9,-53,-5.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jordan Palmer","jordan-palmer-1","['QB']","2004-11-20",10,"UTEP",62,,"SMU",8,"W",20,27,74.1,339,5,1,233.2,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terrance Parks","terrance-parks-1","['QB', 'TE']","2004-11-20",11,"Baylor",41,,"Oklahoma",45,"L",14,22,63.6,130,0,0,113.3,10,-39,-3.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casey Paus","casey-paus-1","['QB']","2004-11-20",11,"Washington",105,"@","Washington St.",106,"L",10,24,41.7,74,1,3,56.3,1,-19,-19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chris Pazan","chris-pazan-1","['QB']","2004-11-20",11,"Illinois",27,"@","Northwestern",35,"L",20,33,60.6,149,0,0,98.5,5,-22,-4.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spencer Pennington","spencer-pennington-1","[]","2004-11-20",11,"Alabama",107,,"Auburn",109,"L",17,30,56.7,226,1,1,124.3,4,15,3.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paul Peterson","paul-peterson-1","[]","2004-11-20",10,"Boston College",13,"@","Temple",10,"W",12,15,80,115,1,0,166.4,3,11,3.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Buck Pierce","buck-pierce-1","[]","2004-11-20",11,"New Mexico State",69,"@","Utah St.",93,"L",21,35,60,295,1,1,134.5,11,35,3.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paul Pinegar","paul-pinegar-1","['QB']","2004-11-20",10,"Fresno St.",86,,"Nevada",88,"W",11,18,61.1,171,2,1,166.5,5,27,5.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dondrial Pinkins","dondrial-pinkins-1","[]","2004-11-20",11,"South Carolina",117,"@","Clemson",14,"L",1,3,33.3,12,0,0,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"James Pinkney","james-pinkney-1","['QB']","2004-11-20",10,"East Carolina",4,,"Memphis",6,"L",27,49,55.1,336,2,4,109.8,8,19,2.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"P.J. Piskorik","pj-piskorik-1","[]","2004-11-20",11,"Buffalo",74,"@","Connecticut",3,"L",3,18,16.7,27,0,1,18.2,6,30,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aaron Polanco","aaron-polanco-1","[]","2004-11-20",10,"Navy",7,,"Rutgers",39,"W",4,7,57.1,137,1,0,268.7,7,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christan Populis","christan-populis-1","[]","2004-11-20",12,"Idaho",133,"@","Hawaii",87,"L",1,1,100,26,1,0,648.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marcus Randall","marcus-randall-1","[]","2004-11-20",10,"LSU",113,,"Ole Miss",116,"W",2,5,40,15,0,0,65.2,2,14,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cory Randolph","cory-randolph-1","['QB']","2004-11-20",10,"Wake Forest",26,"@","Miami (FL)",19,"L",4,8,50,33,0,0,84.7,7,15,2.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"J.J. Raterink","jj-raterink-1","[]","2004-11-20",11,"Wyoming",94,"@","New Mexico",89,"L",1,3,33.3,21,0,1,25.5,2,-26,-13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mike Rathe","mike-rathe-1","[]","2004-11-20",11,"South Carolina",117,"@","Clemson",14,"L",1,3,33.3,6,0,1,-16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stephen Reaves","stephen-reaves-1","['QB']","2004-11-20",11,"Michigan St.",32,"@","Penn State",37,"L",7,19,36.8,82,1,2,69.4,2,3,1.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chris Rix","chris-rix-1","[]","2004-11-20",11,"Florida St.",16,,"Florida",110,"L",9,16,56.3,150,1,1,143.1,2,-10,-5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reggie Robertson","reggie-robertson-1","[]","2004-11-20",10,"California",97,,"Stanford",101,"W",2,2,100,27,0,0,213.4,2,5,2.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aaron Rodgers","aaron-rodgers-1","[]","2004-11-20",10,"California",97,,"Stanford",101,"W",11,14,78.6,120,1,0,174.1,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
