Player,Date,G,School,Loc,Opponent,WL,Rec,Rec Yards,Rec Avg,Rec TD,unique_id
E.J. Smith,2011-09-29,5,Houston,@,Texas-El Paso,W,5,55,11.0,1,ej-smith-1
Deonte Welch,2011-09-29,5,South Florida,@,Pittsburgh,L,1,7,7.0,0,deonte-welch-1
Craig Wenrick,2011-09-29,5,Texas-El Paso,,Houston,L,1,29,29.0,1,craig-wenrick-1
Lavorick Williams,2011-09-29,5,Texas-El Paso,,Houston,L,1,7,7.0,0,lavorick-williams-1
Ross Apo,2011-09-30,5,Brigham Young,,Utah State,W,1,6,6.0,0,ross-apo-1
Matt Austin,2011-09-30,4,Utah State,@,Brigham Young,L,1,4,4.0,0,matt-austin-2
J.J. Di Luigi,2011-09-30,5,Brigham Young,,Utah State,W,2,26,13.0,0,jj-di-luigi-1
J.D. Falslev,2011-09-30,5,Brigham Young,,Utah State,W,1,14,14.0,0,jd-falslev-1
Cody Hoffman,2011-09-30,5,Brigham Young,,Utah State,W,4,68,17.0,1,cody-hoffman-1
Austin Holt,2011-09-30,5,Brigham Young,,Utah State,W,2,23,11.5,0,austin-holt-1
McKay Jacobson,2011-09-30,5,Brigham Young,,Utah State,W,3,49,16.3,0,mckay-jacobson-1
Bryan Kariya,2011-09-30,5,Brigham Young,,Utah State,W,2,20,10.0,0,bryan-kariya-1
Tarren Lloyd,2011-09-30,4,Utah State,@,Brigham Young,L,3,24,8.0,0,tarren-lloyd-1
Xavier Martin,2011-09-30,4,Utah State,@,Brigham Young,L,1,13,13.0,0,xavier-martin-1
Marcus Mathews,2011-09-30,5,Brigham Young,,Utah State,W,6,45,7.5,1,marcus-mathews-1
Eric Moats,2011-09-30,4,Utah State,@,Brigham Young,L,1,13,13.0,1,eric-moats-1
Stanley Morrison,2011-09-30,4,Utah State,@,Brigham Young,L,1,19,19.0,0,stanley-morrison-1
Michael Smith,2011-09-30,4,Utah State,@,Brigham Young,L,2,2,1.0,0,michael-smith-6
Robert Turbin,2011-09-30,4,Utah State,@,Brigham Young,L,2,22,11.0,1,robert-turbin-1
Kerwynn Williams,2011-09-30,4,Utah State,@,Brigham Young,L,2,25,12.5,0,kerwynn-williams-1
Jared Abbrederis,2011-10-01,5,Wisconsin,,Nebraska,W,5,95,19.0,1,jared-abbrederis-1
Nick Adams,2011-10-01,4,Alabama-Birmingham,@,Troy,L,4,56,14.0,0,nick-adams-1
Eric Adeyemi,2011-10-01,5,Kent State,@,Ohio,L,1,3,3.0,0,eric-adeyemi-2
Devin Aguilar,2011-10-01,5,Washington,@,Utah,W,2,40,20.0,1,devin-aguilar-1
Matt Aiken,2011-10-01,4,Navy,,Air Force,L,1,15,15.0,0,matt-aiken-1
Justin Albert,2011-10-01,4,Troy,,Alabama-Birmingham,W,2,18,9.0,0,justin-albert-1
Dwayne Allen,2011-10-01,5,Clemson,@,Virginia Tech,W,4,75,18.8,1,dwayne-allen-1
Jace Amaro,2011-10-01,4,Texas Tech,@,Kansas,W,2,16,8.0,0,jace-amaro-1
Alex Amidon,2011-10-01,5,Boston College,,Wake Forest,L,5,37,7.4,1,alex-amidon-1
Anthony Amos,2011-10-01,4,Middle Tennessee State,,Memphis,W,1,33,33.0,1,anthony-amos-1
Chris Anderson,2011-10-01,4,Troy,,Alabama-Birmingham,W,1,8,8.0,0,chris-anderson-1
Colt Anderson,2011-10-01,5,Florida International,,Duke,L,2,47,23.5,0,colt-anderson-1
Dres Anderson,2011-10-01,4,Utah,,Washington,L,3,37,12.3,1,dres-anderson-1
Shane Anderson,2011-10-01,4,Nevada,@,Boise State,L,1,4,4.0,0,shane-anderson-1
Vic Anderson,2011-10-01,4,Louisville,,Marshall,L,2,40,20.0,1,vic-anderson-1
Keola Antolin,2011-10-01,5,Arizona,@,Southern California,L,3,29,9.7,0,keola-antolin-1
Ryan Aplin,2011-10-01,5,Arkansas State,@,Western Kentucky,W,1,23,23.0,1,ryan-aplin-1
Deanthony Arnett,2011-10-01,4,Tennessee,,Buffalo,W,3,27,9.0,2,deanthony-arnett-1
Robert Arnheim,2011-10-01,5,Western Michigan,@,Connecticut,W,10,113,11.3,0,robert-arnheim-1
Stanley Arukwe,2011-10-01,4,Troy,,Alabama-Birmingham,W,4,57,14.3,0,stanley-arukwe-1
Perez Ashford,2011-10-01,5,Northern Illinois,@,Central Michigan,L,8,87,10.9,0,perez-ashford-1
Nate Askew,2011-10-01,4,Texas A&M,N,Arkansas,L,2,20,10.0,0,nate-askew-1
George Atkinson III,2011-10-01,5,Notre Dame,@,Purdue,W,1,10,10.0,0,george-atkinson-iii-1
Tavon Austin,2011-10-01,5,West Virginia,,Bowling Green State,W,4,67,16.8,0,tavon-austin-1
Kennard Backman,2011-10-01,4,Alabama-Birmingham,@,Troy,L,1,5,5.0,0,kennard-backman-1
Antwon Bailey,2011-10-01,5,Syracuse,,Rutgers,L,1,3,3.0,0,antwon-bailey-1
Kama Bailey,2011-10-01,5,Idaho,@,Virginia,L,1,17,17.0,0,kama-bailey-1
Stedman Bailey,2011-10-01,5,West Virginia,,Bowling Green State,W,4,112,28.0,0,stedman-bailey-1
Matt Balasavage,2011-10-01,5,Temple,,Toledo,L,1,8,8.0,0,matt-balasavage-1
Ryan Balentine,2011-10-01,5,Southern Mississippi,,Rice,W,7,114,16.3,2,ryan-balentine-1
Mike Ball,2011-10-01,4,Nevada,@,Boise State,L,2,3,1.5,0,mike-ball-1
Vick Ballard,2011-10-01,5,Mississippi State,@,Georgia,L,2,9,4.5,0,vick-ballard-1
Jared Bamber,2011-10-01,4,Middle Tennessee State,,Memphis,W,1,15,15.0,0,jared-bamber-1
Andrew Banks,2011-10-01,4,Middle Tennessee State,,Memphis,W,2,13,6.5,0,andrew-banks-1
Ben Bartholomew,2011-10-01,4,Tennessee,,Buffalo,W,2,12,6.0,0,ben-bartholomew-1
Isiah Barton,2011-10-01,4,Washington State,@,Colorado,W,7,68,9.7,1,isiah-barton-1
Kemonte Bateman,2011-10-01,5,New Mexico State,@,New Mexico,W,2,41,20.5,1,kemonte-bateman-1
Phil Bates,2011-10-01,5,Ohio,,Kent State,W,2,18,9.0,0,phil-bates-1
Alex Bayer,2011-10-01,5,Bowling Green State,@,West Virginia,L,2,18,9.0,0,alex-bayer-1
Odell Beckham Jr.,2011-10-01,5,Louisiana State,,Kentucky,W,3,75,25.0,1,odell-beckham-jr-1
Damarlo Belcher,2011-10-01,5,Indiana,,Penn State,L,6,60,10.0,0,damarlo-belcher-1
Kenny Bell,2011-10-01,5,Alabama,@,Florida,W,1,7,7.0,0,kenny-bell-1
Kenny Bell,2011-10-01,5,Nebraska,@,Wisconsin,L,1,9,9.0,0,kenny-bell-2
Le'Veon Bell,2011-10-01,5,Michigan State,@,Ohio State,W,2,17,8.5,0,leveon-bell-1
Josh Bellamy,2011-10-01,4,Louisville,,Marshall,L,3,19,6.3,0,josh-bellamy-1
Travis Benjamin,2011-10-01,4,Miami (FL),,Bethune-Cookman,W,6,66,11.0,0,travis-benjamin-1
Michael Bennett,2011-10-01,5,Georgia,,Mississippi State,W,1,11,11.0,0,michael-bennett-4
Deangelo Benton,2011-10-01,5,Auburn,@,South Carolina,W,1,15,15.0,0,deangelo-benton-1
D.J. Beshears,2011-10-01,4,Kansas,,Texas Tech,L,3,76,25.3,0,dj-beshears-1
Malcolm Beyah,2011-10-01,4,Middle Tennessee State,,Memphis,W,6,82,13.7,2,malcolm-beyah-1
Tim Biere,2011-10-01,4,Kansas,,Texas Tech,L,4,48,12.0,0,tim-biere-1
Jordan Bishop,2011-10-01,4,Oregon State,@,Arizona State,L,8,64,8.0,0,jordan-bishop-1
David Blackburn,2011-10-01,5,Central Michigan,,Northern Illinois,W,1,61,61.0,1,david-blackburn-1
Emory Blake,2011-10-01,5,Auburn,@,South Carolina,W,3,16,5.3,0,emory-blake-1
A.J. Blue,2011-10-01,5,North Carolina,@,East Carolina,W,1,15,15.0,0,aj-blue-1
Andrew Bodenheimer,2011-10-01,4,East Carolina,,North Carolina,L,5,41,8.2,0,andrew-bodenheimer-1
Tommy Bohanon,2011-10-01,4,Wake Forest,@,Boston College,W,2,9,4.5,0,tommy-bohanon-1
Brandon Bolden,2011-10-01,5,Mississippi,@,Fresno State,W,1,6,6.0,0,brandon-bolden-1
Kelvin Bolden,2011-10-01,5,Southern Mississippi,,Rice,W,9,132,14.7,1,kelvin-bolden-1
Casey Bolena,2011-10-01,4,Navy,,Air Force,L,2,24,12.0,0,casey-bolena-1
Ted Bolser,2011-10-01,5,Indiana,,Penn State,L,4,46,11.5,1,ted-bolser-1
Wayne Bonner,2011-10-01,5,Marshall,@,Louisville,W,2,38,19.0,0,wayne-bonner-1
Andre Booker,2011-10-01,5,Marshall,@,Louisville,W,3,66,22.0,0,andre-booker-1
T.J. Borcky,2011-10-01,5,Colorado State,,San Jose State,L,2,11,5.5,0,tj-borcky-1
Michael Bowman,2011-10-01,4,East Carolina,,North Carolina,L,4,32,8.0,0,michael-bowman-1
Josh Boyce,2011-10-01,5,Texas Christian,,Southern Methodist,L,7,94,13.4,1,josh-boyce-1
Jheranie Boyd,2011-10-01,5,North Carolina,@,East Carolina,W,1,11,11.0,1,jheranie-boyd-1
Jarrett Boykin,2011-10-01,5,Virginia Tech,,Clemson,L,3,10,3.3,0,jarrett-boykin-1
Ryan Boykin,2011-10-01,5,Ohio,,Kent State,W,8,47,5.9,1,ryan-boykin-1
Boe Brand,2011-10-01,4,Western Kentucky,,Arkansas State,L,2,21,10.5,0,boe-brand-1
Reid Branderhorst,2011-10-01,4,Iowa State,,Texas,L,3,23,7.7,0,reid-branderhorst-1
Nickolas Brassell,2011-10-01,5,Mississippi,@,Fresno State,W,1,40,40.0,0,nickolas-brassell-1
Brandon Braxton,2011-10-01,5,Duke,@,Florida International,W,1,0,0.0,0,brandon-braxton-1
Quan Bray,2011-10-01,5,Auburn,@,South Carolina,W,1,6,6.0,0,quan-bray-1
Lavon Brazill,2011-10-01,5,Ohio,,Kent State,W,8,102,12.8,1,lavon-brazill-1
Darius Bright,2011-10-01,5,Hawaii,@,Louisiana Tech,W,1,5,5.0,0,darius-bright-1
Davyd Brooks,2011-10-01,5,Army,,Tulane,W,1,40,40.0,1,davyd-brooks-1
Da'Ron Brown,2011-10-01,5,Northern Illinois,@,Central Michigan,L,5,63,12.6,0,daron-brown-1
Dominique Brown,2011-10-01,4,Louisville,,Marshall,L,1,6,6.0,0,dominique-brown-1
Jaron Brown,2011-10-01,5,Clemson,@,Virginia Tech,W,3,56,18.7,0,jaron-brown-1
Jerrel Brown,2011-10-01,5,New Mexico State,@,New Mexico,W,4,51,12.8,1,jerrel-brown-1
Joe Brown,2011-10-01,5,Colorado State,,San Jose State,L,2,8,4.0,0,joe-brown-1
Justin Brown,2011-10-01,5,Penn State,@,Indiana,W,3,41,13.7,0,justin-brown-1
Rico Brown,2011-10-01,4,Western Kentucky,,Arkansas State,L,1,10,10.0,0,rico-brown-1
Ryan Broyles,2011-10-01,4,Oklahoma,,Ball State,W,4,109,27.3,2,ryan-broyles-1
George Bryan,2011-10-01,5,North Carolina State,,Georgia Tech,L,3,26,8.7,0,george-bryan-1
Dan Buckner,2011-10-01,5,Arizona,@,Southern California,L,6,88,14.7,0,dan-buckner-1
Reggie Bullock,2011-10-01,4,East Carolina,,North Carolina,L,2,8,4.0,0,reggie-bullock-1
Chad Bumphis,2011-10-01,5,Mississippi State,@,Georgia,L,2,15,7.5,0,chad-bumphis-1
Kris Burd,2011-10-01,5,Virginia,,Idaho,W,8,123,15.4,0,kris-burd-1
Rex Burkhead,2011-10-01,5,Nebraska,@,Wisconsin,L,1,9,9.0,0,rex-burkhead-1
Bryan Burnham,2011-10-01,5,Tulsa,,North Texas,W,6,101,16.8,1,bryan-burnham-1
Dallas Burroughs,2011-10-01,4,Boise State,,Nevada,W,1,13,13.0,0,dallas-burroughs-1
Mitch Burroughs,2011-10-01,4,Boise State,,Nevada,W,5,34,6.8,0,mitch-burroughs-1
Isaiah Burse,2011-10-01,5,Fresno State,,Mississippi,L,6,47,7.8,0,isaiah-burse-1
Michael Burton,2011-10-01,4,Rutgers,@,Syracuse,W,1,7,7.0,0,michael-burton-1
Gary Bush,2011-10-01,4,Purdue,,Notre Dame,L,1,6,6.0,0,gary-bush-1
Bakari Bussey,2011-10-01,5,Ohio,,Kent State,W,2,25,12.5,0,bakari-bussey-1
Brice Butler,2011-10-01,5,Southern California,,Arizona,W,2,30,15.0,0,brice-butler-1
Jared Byers,2011-10-01,4,Washington State,@,Colorado,W,1,11,11.0,1,jared-byers-1
Chris Bynes,2011-10-01,5,North Texas,@,Tulsa,L,2,52,26.0,0,chris-bynes-1
Michael Campanaro,2011-10-01,4,Wake Forest,@,Boston College,W,4,31,7.8,0,michael-campanaro-1
Ka'Deem Carey,2011-10-01,5,Arizona,@,Southern California,L,3,45,15.0,1,kadeem-carey-1
Derek Carr,2011-10-01,5,Fresno State,,Mississippi,L,1,-1,-1.0,0,derek-carr-1
Jabari Carr,2011-10-01,5,San Jose State,@,Colorado State,W,6,81,13.5,1,jabari-carr-1
Quindarius Carr,2011-10-01,5,Auburn,@,South Carolina,W,1,7,7.0,0,quindarius-carr-1
Brandon Carswell,2011-10-01,5,Southern California,,Arizona,W,1,6,6.0,0,brandon-carswell-1
Brandon Carter,2011-10-01,5,Texas Christian,,Southern Methodist,L,5,57,11.4,1,brandon-carter-3
Mario Carter,2011-10-01,5,North Carolina State,,Georgia Tech,L,2,16,8.0,0,mario-carter-1
Raymond Carter,2011-10-01,5,Colorado State,,San Jose State,L,2,22,11.0,0,raymond-carter-2
Willie Carter,2011-10-01,5,Tulsa,,North Texas,W,5,69,13.8,1,willie-carter-1
Richie Casey,2011-10-01,5,Louisiana Tech,,Hawaii,L,2,18,9.0,0,richie-casey-1
Garrett Celek,2011-10-01,5,Michigan State,@,Ohio State,W,1,6,6.0,0,garrett-celek-1
Brelan Chancellor,2011-10-01,5,North Texas,@,Tulsa,L,3,64,21.3,0,brelan-chancellor-1
Orson Charles,2011-10-01,5,Georgia,,Mississippi State,W,3,46,15.3,1,orson-charles-1
Jamonne Chester,2011-10-01,5,Indiana,,Penn State,L,2,20,10.0,0,jamonne-chester-1
Van Chew,2011-10-01,5,Syracuse,,Rutgers,L,1,9,9.0,0,van-chew-1
Josh Chichester,2011-10-01,4,Louisville,,Marshall,L,3,62,20.7,0,josh-chichester-1
Greg Childs,2011-10-01,5,Arkansas,N,Texas A&M,W,1,19,19.0,0,greg-childs-1
Jawon Chisholm,2011-10-01,5,Akron,@,Eastern Michigan,L,1,5,5.0,0,jawon-chisholm-1
B.J. Chitty,2011-10-01,4,Troy,,Alabama-Birmingham,W,1,5,5.0,0,bj-chitty-1
Devonte Christopher,2011-10-01,4,Utah,,Washington,L,5,125,25.0,0,devonte-christopher-1
Tyler Cierski,2011-10-01,4,Maryland,,Towson,W,1,5,5.0,1,tyler-cierski-1
Justin Clapp,2011-10-01,5,Hawaii,@,Louisiana Tech,W,9,82,9.1,0,justin-clapp-1
Arceto Clark,2011-10-01,5,Mississippi State,@,Georgia,L,5,57,11.4,0,arceto-clark-1
Asher Clark,2011-10-01,4,Air Force,@,Navy,W,2,3,1.5,0,asher-clark-1
Brennan Clay,2011-10-01,4,Oklahoma,,Ball State,W,1,10,10.0,0,brennan-clay-1
Eduardo Clements,2011-10-01,4,Miami (FL),,Bethune-Cookman,W,1,16,16.0,0,eduardo-clements-1
Toney Clemons,2011-10-01,5,Colorado,,Washington State,L,3,19,6.3,1,toney-clemons-1
Lee Clubb,2011-10-01,5,Colorado State,,San Jose State,L,1,3,3.0,0,lee-clubb-1
Danny Coale,2011-10-01,5,Virginia Tech,,Clemson,L,5,41,8.2,0,danny-coale-1
Thomas Coffman,2011-10-01,5,Colorado State,,San Jose State,L,2,92,46.0,1,thomas-coffman-1
D.J. Coles,2011-10-01,5,Virginia Tech,,Clemson,L,4,44,11.0,0,dj-coles-1
Chris Conley,2011-10-01,5,Georgia,,Mississippi State,W,1,8,8.0,0,chris-conley-1
Brandin Cooks,2011-10-01,4,Oregon State,@,Arizona State,L,2,13,6.5,0,brandin-cooks-1
Ben Cotton,2011-10-01,5,Nebraska,@,Wisconsin,L,1,28,28.0,0,ben-cotton-1
Paris Cotton,2011-10-01,5,Central Michigan,,Northern Illinois,W,4,115,28.8,2,paris-cotton-1
C.J. Crawford,2011-10-01,5,Marshall,@,Louisville,W,3,21,7.0,1,cj-crawford-1
Crawford-Tufts,2011-10-01,5,Minnesota,@,Michigan,L,2,15,7.5,0,crawford-tufts-1
Lennon Creer,2011-10-01,5,Louisiana Tech,,Hawaii,L,6,34,5.7,1,lennon-creer-1
Juron Criner,2011-10-01,5,Arizona,@,Southern California,L,3,29,9.7,1,juron-criner-1
Gino Crump,2011-10-01,5,Arizona,@,Southern California,L,5,42,8.4,0,gino-crump-1
Andy Cruse,2011-10-01,4,Miami (OH),,Cincinnati,L,4,32,8.0,0,andy-cruse-1
Ross Cumming,2011-10-01,5,Southern California,,Arizona,W,1,4,4.0,0,ross-cumming-1
B.J. Cunningham,2011-10-01,5,Michigan State,@,Ohio State,W,9,154,17.1,1,bj-cunningham-1
Benny Cunningham,2011-10-01,4,Middle Tennessee State,,Memphis,W,3,34,11.3,0,benny-cunningham-1
Marcus Cunningham,2011-10-01,4,Florida Atlantic,@,Louisiana,L,3,65,21.7,0,marcus-cunningham-1
Darius Darks,2011-10-01,4,Iowa State,,Texas,L,2,11,5.5,0,darius-darks-1
Orleans Darkwa,2011-10-01,5,Tulane,@,Army,L,3,13,4.3,0,orleans-darkwa-1
Davis,2011-10-01,4,Louisville,,Marshall,L,3,32,10.7,0,davis-6
Jay Davis,2011-10-01,4,Alabama-Birmingham,@,Troy,L,1,12,12.0,0,jay-davis-2
Mike Davis,2011-10-01,4,Texas,@,Iowa State,W,3,72,24.0,1,mike-davis-2
Terence Davis,2011-10-01,4,Wake Forest,@,Boston College,W,2,63,31.5,0,terence-davis-1
Titus Davis,2011-10-01,5,Central Michigan,,Northern Illinois,W,1,46,46.0,0,titus-davis-1
Andre Dawson,2011-10-01,5,Ball State,@,Oklahoma,L,1,7,7.0,0,andre-dawson-1
Skye Dawson,2011-10-01,5,Texas Christian,,Southern Methodist,L,7,34,4.9,0,skye-dawson-1
Derek Day,2011-10-01,5,Penn State,@,Indiana,W,1,13,13.0,0,derek-day-1
Andre Debose,2011-10-01,5,Florida,,Alabama,L,2,90,45.0,1,andre-debose-1
Max Dedmond,2011-10-01,5,Indiana,,Penn State,L,1,10,10.0,0,max-dedmond-1
Ryan Deehan,2011-10-01,5,Colorado,,Washington State,L,1,21,21.0,0,ryan-deehan-1
Ivan Delgado,2011-10-01,5,North Texas,@,Tulsa,L,2,42,21.0,1,ivan-delgado-1
Danny Dembry,2011-10-01,4,Wake Forest,@,Boston College,W,3,42,14.0,0,danny-dembry-1
Jeff Demps,2011-10-01,5,Florida,,Alabama,L,1,2,2.0,0,jeff-demps-1
Drew Dileo,2011-10-01,5,Michigan,,Minnesota,W,2,23,11.5,1,drew-dileo-1
Larry Dixon,2011-10-01,5,Army,,Tulane,W,1,25,25.0,0,larry-dixon-1
Aaron Dobson,2011-10-01,5,Marshall,@,Louisville,W,1,27,27.0,0,aaron-dobson-1
Phillip Dorsett,2011-10-01,4,Miami (FL),,Bethune-Cookman,W,2,16,8.0,0,phillip-dorsett-1
Kevin Dorsey,2011-10-01,4,Maryland,,Towson,W,4,44,11.0,1,kevin-dorsey-1
Nexon Dorvilus,2011-10-01,4,Florida Atlantic,@,Louisiana,L,4,48,12.0,1,nexon-dorvilus-1
Cornelius Douglas,2011-10-01,4,Texas Tech,@,Kansas,W,4,98,24.5,0,cornelius-douglas-1
David Douglas,2011-10-01,5,Arizona,@,Southern California,L,6,43,7.2,0,david-douglas-1
Jack Doyle,2011-10-01,4,Western Kentucky,,Arkansas State,L,3,19,6.3,0,jack-doyle-1
Tevin Drake,2011-10-01,5,Western Michigan,@,Connecticut,W,1,-3,-3.0,0,tevin-drake-1
Lance Dunbar,2011-10-01,5,North Texas,@,Tulsa,L,2,17,8.5,1,lance-dunbar-1
Riley Dunlop,2011-10-01,5,Ohio,,Kent State,W,5,53,10.6,0,riley-dunlop-1
Reggie Dunn,2011-10-01,4,Utah,,Washington,L,2,23,11.5,0,reggie-dunn-1
Drake Dunsmore,2011-10-01,4,Northwestern,@,Illinois,L,3,26,8.7,1,drake-dunsmore-1
Chrishawn Dupuy,2011-10-01,4,Miami (OH),,Cincinnati,L,6,31,5.2,0,chrishawn-dupuy-1
Michael Dyer,2011-10-01,5,Auburn,@,South Carolina,W,1,6,6.0,0,michael-dyer-1
Luke Eakes,2011-10-01,5,Northern Illinois,@,Central Michigan,L,1,5,5.0,0,luke-eakes-1
Jeremy Ebert,2011-10-01,4,Northwestern,@,Illinois,L,5,76,15.2,3,jeremy-ebert-1
Antavian Edison,2011-10-01,4,Purdue,,Notre Dame,L,7,105,15.0,1,antavian-edison-1
Jahwan Edwards,2011-10-01,5,Ball State,@,Oklahoma,L,2,8,4.0,0,jahwan-edwards-1
Kyle Efaw,2011-10-01,4,Boise State,,Nevada,W,2,5,2.5,0,kyle-efaw-1
Tyler Eifert,2011-10-01,5,Notre Dame,@,Purdue,W,4,38,9.5,1,tyler-eifert-1
Andre Ellington,2011-10-01,5,Clemson,@,Virginia Tech,W,2,20,10.0,0,andre-ellington-1
Bruce Ellington,2011-10-01,5,South Carolina,,Auburn,L,3,60,20.0,0,bruce-ellington-1
Rhett Ellison,2011-10-01,5,Southern California,,Arizona,W,1,2,2.0,0,rhett-ellison-1
Taylor Elmo,2011-10-01,5,Idaho,@,Virginia,L,2,18,9.0,0,taylor-elmo-1
Taylor Embree,2011-10-01,5,UCLA,@,Stanford,L,1,8,8.0,0,taylor-embree-1
Andrew Ene-Ita,2011-10-01,5,Memphis,@,Middle Tennessee State,L,1,1,1.0,0,andrew-ene-ita-1
Quincy Enunwa,2011-10-01,5,Nebraska,@,Wisconsin,L,1,29,29.0,0,quincy-enunwa-1
Tim Erjavec,2011-10-01,5,Kent State,@,Ohio,L,2,14,7.0,0,tim-erjavec-1
Zach Ertz,2011-10-01,4,Stanford,,UCLA,W,2,22,11.0,0,zach-ertz-1
Rashad Evans,2011-10-01,5,Fresno State,,Mississippi,L,2,9,4.5,1,rashad-evans-1
Shaquelle Evans,2011-10-01,5,UCLA,@,Stanford,L,2,26,13.0,0,shaquelle-evans-1
Jonathan Faucher,2011-10-01,5,Florida International,,Duke,L,1,15,15.0,1,jonathan-faucher-1
Joseph Fauria,2011-10-01,5,UCLA,@,Stanford,L,3,43,14.3,2,joseph-fauria-1
Brian Fields,2011-10-01,5,Western Michigan,@,Connecticut,W,2,45,22.5,0,brian-fields-1
Chris Fields,2011-10-01,5,Ohio State,,Michigan State,L,2,45,22.5,0,chris-fields-1
Demetrius Fields,2011-10-01,4,Northwestern,@,Illinois,L,1,5,5.0,0,demetrius-fields-1
E.J. Fields,2011-10-01,5,Kentucky,@,Louisiana State,L,1,16,16.0,0,ej-fields-1
Roy Finch,2011-10-01,4,Oklahoma,,Ball State,W,3,58,19.3,0,roy-finch-1
Lyle Fitte,2011-10-01,5,Louisiana Tech,,Hawaii,L,3,20,6.7,0,lyle-fitte-1
Coby Fleener,2011-10-01,4,Stanford,,UCLA,W,4,78,19.5,2,coby-fleener-1
R.J. Fleming,2011-10-01,5,Arkansas State,@,Western Kentucky,W,8,43,5.4,0,rj-fleming-1
Michael Floyd,2011-10-01,5,Notre Dame,@,Purdue,W,12,137,11.4,1,michael-floyd-1
Willie Floyd,2011-10-01,4,Florida Atlantic,@,Louisiana,L,3,8,2.7,0,willie-floyd-1
David Fluellen,2011-10-01,5,Toledo,@,Temple,W,4,67,16.8,1,david-fluellen-1
Jason Ford,2011-10-01,5,Illinois,,Northwestern,W,2,24,12.0,0,jason-ford-1
Billy Foster,2011-10-01,5,Memphis,@,Middle Tennessee State,L,2,27,13.5,0,billy-foster-1
Donte Foster,2011-10-01,5,Ohio,,Kent State,W,3,31,10.3,0,donte-foster-1
Dwayne Frampton,2011-10-01,5,Arkansas State,@,Western Kentucky,W,9,126,14.0,1,dwayne-frampton-1
Reuben Frank,2011-10-01,5,Connecticut,,Western Michigan,L,2,5,2.5,0,reuben-frank-1
Austin Franklin,2011-10-01,5,New Mexico State,@,New Mexico,W,5,115,23.0,1,austin-franklin-1
Johnathan Franklin,2011-10-01,5,UCLA,@,Stanford,L,1,7,7.0,0,johnathan-franklin-1
Jacoby Franks,2011-10-01,4,Texas Tech,@,Kansas,W,3,29,9.7,1,jacoby-franks-1
David Frazier,2011-10-01,4,Miami (OH),,Cincinnati,L,4,45,11.3,0,david-frazier-2
Paul Freedman,2011-10-01,5,Virginia,,Idaho,W,1,8,8.0,0,paul-freedman-1
Eric Frohnapfel,2011-10-01,5,Marshall,@,Louisville,W,1,12,12.0,0,eric-frohnapfel-1
Corey Fuller,2011-10-01,5,Texas Christian,,Southern Methodist,L,1,18,18.0,0,corey-fuller-1
Jeff Fuller,2011-10-01,4,Texas A&M,N,Arkansas,L,9,82,9.1,0,jeff-fuller-1
Matt Furstenberg,2011-10-01,4,Maryland,,Towson,W,4,15,3.8,0,matt-furstenberg-1
Tyler Gaffney,2011-10-01,4,Stanford,,UCLA,W,1,7,7.0,0,tyler-gaffney-1
Jeremy Gallon,2011-10-01,5,Michigan,,Minnesota,W,4,46,11.5,0,jeremy-gallon-1
Devin Gardner,2011-10-01,5,Michigan,,Minnesota,W,1,2,2.0,0,devin-gardner-1
Dustin Garrison,2011-10-01,5,West Virginia,,Bowling Green State,W,2,4,2.0,0,dustin-garrison-1
Andre Gautreaux,2011-10-01,4,Rice,@,Southern Mississippi,L,1,2,2.0,0,andre-gautreaux-1
Taylor Gentry,2011-10-01,5,North Carolina State,,Georgia Tech,L,1,4,4.0,0,taylor-gentry-1
Torieal Gibson,2011-10-01,5,Ball State,@,Oklahoma,L,4,30,7.5,0,torieal-gibson-1
Chris Gilbert,2011-10-01,5,Kent State,@,Ohio,L,1,16,16.0,0,chris-gilbert-2
Crockett Gillmore,2011-10-01,5,Colorado State,,San Jose State,L,5,42,8.4,0,crockett-gillmore-1
Chris Givens,2011-10-01,4,Wake Forest,@,Boston College,W,7,132,18.9,1,chris-givens-2
Goodger,2011-10-01,5,Minnesota,@,Michigan,L,1,3,3.0,0,goodger-1
John Goodman,2011-10-01,5,Notre Dame,@,Purdue,W,1,8,8.0,0,john-goodman-1
Demarcus Grady,2011-10-01,5,Northern Illinois,@,Central Michigan,L,1,27,27.0,0,demarcus-grady-1
Chris Gragg,2011-10-01,5,Arkansas,N,Texas A&M,W,2,31,15.5,0,chris-gragg-1
Dorian Graham,2011-10-01,5,Syracuse,,Rutgers,L,2,38,19.0,0,dorian-graham-1
D.J. Grant,2011-10-01,4,Texas,@,Iowa State,W,1,19,19.0,0,dj-grant-1
Waynelle Gravesande,2011-10-01,4,Purdue,,Notre Dame,L,2,22,11.0,0,waynelle-gravesande-1
Cyrus Gray,2011-10-01,4,Texas A&M,N,Arkansas,L,1,3,3.0,0,cyrus-gray-1
Jamal Gray,2011-10-01,4,Middle Tennessee State,,Memphis,W,1,2,2.0,0,jamal-gray-1
Logan Gray,2011-10-01,5,Colorado,,Washington State,L,1,14,14.0,0,logan-gray-1
Brandon Green,2011-10-01,5,Minnesota,@,Michigan,L,2,41,20.5,0,brandon-green-1
Ladarius Green,2011-10-01,5,Louisiana,,Florida Atlantic,W,3,44,14.7,0,ladarius-green-1
Gee Gee Greene,2011-10-01,4,Navy,,Air Force,L,5,32,6.4,1,gee-gee-greene-1
