School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Points For,Points Against,Points Difference,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Rush Att,Rush Yard,Rush Avg,Rush TD,Fum,Turnovers,Total TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp,Total TD opp
Louisville,18,2003-09-20,3,,UTEP,62,W,42,14,28,18,28,64.3,246,2,0,42,191,4.5,4,1,1,6,10,27,37.0,111,1,43,189,4.4,1,1,2,3,2
LSU,113,2003-09-20,4,,Georgia,111,W,17,10,7,14,29,48.3,180,1,1,43,105,2.4,1,1,2,2,20,46,43.5,314,1,31,97,3.1,0,1,2,3,1
Marshall,55,2003-09-20,4,@,Kansas St.,44,W,27,20,7,16,24,66.7,106,2,1,45,210,4.7,0,0,1,3,14,26,53.8,241,0,39,128,3.3,2,3,1,4,2
Maryland,30,2003-09-20,4,,West Virginia,50,W,34,7,27,15,26,57.7,238,1,1,49,260,5.3,3,1,2,4,3,12,25.0,36,0,39,120,3.1,1,0,0,0,1
Miami (FL),19,2003-09-20,4,@,Boston College,13,W,33,14,19,20,33,60.6,164,0,2,34,136,4.0,2,1,3,4,8,26,30.8,94,0,45,119,2.6,2,0,2,2,2
Miami (OH),78,2003-09-20,3,@,Colorado St.,85,W,41,21,20,29,40,72.5,330,2,0,39,206,5.3,3,1,1,5,17,28,60.7,349,3,29,39,1.3,0,1,1,2,3
Michigan,31,2003-09-20,4,@,Oregon,99,L,27,31,-4,28,55,50.9,360,3,2,19,-3,-0.2,0,1,3,4,20,31,64.5,253,0,45,127,2.8,2,0,0,0,4
Michigan St.,32,2003-09-20,4,@,Notre Dame,70,W,22,16,6,13,27,48.1,119,0,2,39,181,4.6,1,1,3,2,17,42,40.5,202,1,37,100,2.7,0,1,2,3,1
Middle Tennessee,56,2003-09-20,4,@,Missouri,115,L,40,41,-1,20,32,62.5,286,2,0,56,197,3.5,3,0,0,5,22,32,68.8,192,3,43,296,6.9,2,0,0,0,5
Minnesota,33,2003-09-20,4,,Louisiana,126,W,48,14,34,12,22,54.5,174,1,1,61,356,5.8,5,1,2,6,16,32,50.0,154,2,29,50,1.7,0,1,1,2,2
Mississippi St.,114,2003-09-20,3,@,Houston,5,L,35,42,-7,24,42,57.1,360,3,5,32,112,3.5,2,1,6,5,20,29,69.0,321,4,49,198,4.0,2,3,0,3,6
Missouri,115,2003-09-20,4,,Middle Tennessee,56,W,41,40,1,22,32,68.8,192,3,0,43,296,6.9,2,0,0,5,20,32,62.5,286,2,56,197,3.5,3,0,0,0,5
Navy,7,2003-09-20,3,,Eastern Michigan,76,W,39,7,32,6,10,60.0,92,1,0,65,372,5.7,4,1,1,5,20,37,54.1,239,1,22,32,1.5,0,2,4,6,1
New Mexico,89,2003-09-20,4,@,Washington St.,106,L,13,23,-10,17,33,51.5,235,2,0,23,22,1.0,0,1,1,2,29,42,69.0,346,0,44,87,2.0,1,0,0,0,1
North Carolina,21,2003-09-20,3,@,Wisconsin,40,L,27,38,-11,16,31,51.6,199,1,1,25,110,4.4,1,2,3,3,12,20,60.0,193,2,50,209,4.2,3,0,2,2,5
NC State,20,2003-09-20,4,,Texas Tech,49,W,49,21,28,18,22,81.8,257,1,0,39,217,5.6,4,2,2,7,39,64,60.9,586,2,24,95,4.0,1,2,1,3,3
North Texas,57,2003-09-20,4,@,Arkansas,108,L,7,31,-24,6,14,42.9,81,1,1,40,116,2.9,0,2,3,1,14,23,60.9,183,1,38,143,3.8,3,0,0,0,4
Northern Illinois,79,2003-09-20,3,@,Alabama,107,W,19,16,3,16,24,66.7,149,2,0,40,118,3.0,0,0,0,2,22,39,56.4,276,1,26,118,4.5,1,0,0,0,2
Northwestern,35,2003-09-20,4,@,Duke,15,W,28,10,18,15,23,65.2,177,0,0,45,286,6.4,4,1,1,4,20,39,51.3,208,1,32,90,2.8,0,1,1,2,1
Notre Dame,70,2003-09-20,3,,Michigan St.,32,L,16,22,-6,17,42,40.5,202,1,2,37,100,2.7,0,1,3,1,13,27,48.1,119,0,39,181,4.6,1,1,2,3,2
Ohio St.,36,2003-09-20,4,,Bowling Green,73,W,24,17,7,10,16,62.5,118,1,1,48,205,4.3,2,2,3,3,33,56,58.9,326,2,23,40,1.7,0,1,3,4,2
Oklahoma,45,2003-09-20,4,,UCLA,102,W,59,24,35,17,25,68.0,243,2,2,35,111,3.2,2,0,2,8,18,34,52.9,144,0,39,127,3.3,2,1,2,3,3
Oklahoma St.,46,2003-09-20,4,@,SMU,8,W,52,6,46,19,31,61.3,275,7,0,29,123,4.2,0,0,0,7,9,26,34.6,125,1,44,108,2.5,0,0,2,2,1
Oregon,99,2003-09-20,4,,Michigan,31,W,31,27,4,20,31,64.5,253,0,0,45,127,2.8,2,0,0,4,28,55,50.9,360,3,19,-3,-0.2,0,1,2,3,4
Oregon St.,100,2003-09-20,4,,Boise St.,84,W,26,24,2,19,37,51.4,408,1,0,46,154,3.3,1,1,1,2,19,37,51.4,334,1,35,47,1.3,1,1,0,1,3
Penn State,37,2003-09-20,4,,Kent State,77,W,32,10,22,12,31,38.7,128,0,0,51,282,5.5,4,3,3,4,9,23,39.1,105,0,41,79,1.9,0,0,1,1,1
Pittsburgh,22,2003-09-20,3,@,Toledo,81,L,31,35,-4,24,36,66.7,315,4,2,28,74,2.6,0,0,2,4,49,62,79.0,461,3,29,90,3.1,2,1,1,2,5
Purdue,38,2003-09-20,3,,Arizona,95,W,59,7,52,19,31,61.3,288,4,1,52,292,5.6,4,1,2,8,13,31,41.9,108,1,31,66,2.1,0,2,2,4,1
Rice,59,2003-09-20,3,,Texas,48,L,7,48,-41,2,8,25.0,27,0,1,44,165,3.8,1,2,3,1,11,13,84.6,193,2,53,322,6.1,5,0,0,0,7
San Diego St.,90,2003-09-20,4,,Samford,232,W,37,17,20,20,39,51.3,234,3,1,47,294,6.3,2,1,2,5,18,37,48.6,138,1,26,106,4.1,0,0,0,0,2
SMU,8,2003-09-20,3,,Oklahoma St.,46,L,6,52,-46,9,26,34.6,125,1,2,44,108,2.5,0,0,2,1,19,31,61.3,275,7,29,123,4.2,0,0,0,0,7
South Carolina,117,2003-09-20,4,,UAB,61,W,42,10,32,14,21,66.7,208,0,1,43,214,5.0,5,0,1,6,18,40,45.0,171,1,25,60,2.4,0,1,2,3,1
Stanford,101,2003-09-20,2,@,BYU,66,W,18,14,4,11,24,45.8,56,0,2,44,144,3.3,2,0,2,2,23,46,50.0,310,2,25,-5,-0.2,0,3,2,5,2
Syracuse,23,2003-09-20,3,,Central Florida,1,W,38,14,24,13,20,65.0,133,0,0,52,318,6.1,5,0,0,5,33,49,67.3,284,1,23,92,4.0,1,2,3,5,2
Temple,10,2003-09-20,3,@,Cincinnati,2,L,24,30,-6,28,48,58.3,415,2,2,31,107,3.5,1,0,2,3,29,44,65.9,321,1,38,136,3.6,3,1,0,1,4
Tennessee,118,2003-09-20,3,@,Florida,110,W,24,10,14,12,24,50.0,235,1,1,50,139,2.8,2,2,3,3,25,44,56.8,281,0,27,73,2.7,1,1,2,3,1
Texas,48,2003-09-20,3,@,Rice,59,W,48,7,41,11,13,84.6,193,2,0,53,322,6.1,5,0,0,7,2,8,25.0,27,0,44,165,3.8,1,2,1,3,1
TCU,47,2003-09-20,3,,Vanderbilt,120,W,30,14,16,15,30,50.0,227,1,1,55,182,3.3,2,1,2,3,17,36,47.2,250,1,32,90,2.8,1,2,2,4,2
Texas Tech,49,2003-09-20,3,@,NC State,20,L,21,49,-28,39,64,60.9,586,2,1,24,95,4.0,1,2,3,3,18,22,81.8,257,1,39,217,5.6,4,2,0,2,7
Toledo,81,2003-09-20,4,,Pittsburgh,22,W,35,31,4,49,62,79.0,461,3,1,29,90,3.1,2,1,2,5,24,36,66.7,315,4,28,74,2.6,0,0,2,2,4
Troy,129,2003-09-20,4,,Southeastern Louisiana,245,W,28,0,28,12,22,54.5,237,3,2,37,217,5.9,1,2,4,4,32,50,64.0,258,0,22,-22,-1.0,0,3,0,3,0
Tulane,11,2003-09-20,4,@,Army,65,W,50,33,17,26,34,76.5,350,5,0,35,129,3.7,1,1,1,7,29,48,60.4,339,2,42,142,3.4,2,3,5,8,4
Tulsa,12,2003-09-20,4,,Arkansas St.,122,W,54,7,47,13,25,52.0,187,3,1,41,217,5.3,2,0,1,7,6,26,23.1,64,0,42,207,4.9,1,1,3,4,1
UAB,61,2003-09-20,4,@,South Carolina,117,L,10,42,-32,18,40,45.0,171,1,2,25,60,2.4,0,1,3,1,14,21,66.7,208,0,43,214,5.0,5,0,1,1,6
Central Florida,1,2003-09-20,3,@,Syracuse,23,L,14,38,-24,33,49,67.3,284,1,3,23,92,4.0,1,2,5,2,13,20,65.0,133,0,52,318,6.1,5,0,0,0,5
UCLA,102,2003-09-20,3,@,Oklahoma,45,L,24,59,-35,18,34,52.9,144,0,2,39,127,3.3,2,1,3,3,17,25,68.0,243,2,35,111,3.2,2,0,2,2,8
UTEP,62,2003-09-20,4,@,Louisville,18,L,14,42,-28,10,27,37.0,111,1,2,43,189,4.4,1,1,3,2,18,28,64.3,246,2,42,191,4.5,4,1,0,1,6
Vanderbilt,120,2003-09-20,4,@,TCU,47,L,14,30,-16,17,36,47.2,250,1,2,32,90,2.8,1,2,4,2,15,30,50.0,227,1,55,182,3.3,2,1,1,2,3
Wake Forest,26,2003-09-20,4,,East Carolina,4,W,34,16,18,7,14,50.0,131,1,0,55,193,3.5,3,1,1,4,25,35,71.4,224,0,41,167,4.1,2,2,3,5,2
Washington,105,2003-09-20,3,,Idaho,133,W,45,14,31,24,34,70.6,271,0,1,49,231,4.7,5,2,3,6,9,30,30.0,86,2,32,120,3.8,0,1,1,2,2
Washington St.,106,2003-09-20,4,,New Mexico,89,W,23,13,10,29,42,69.0,346,0,0,44,87,2.0,1,0,0,1,17,33,51.5,235,2,23,22,1.0,0,1,0,1,2
West Virginia,50,2003-09-20,4,@,Maryland,30,L,7,34,-27,3,12,25.0,36,0,0,39,120,3.1,1,0,0,1,15,26,57.7,238,1,49,260,5.3,3,1,1,2,4
Wisconsin,40,2003-09-20,4,,North Carolina,21,W,38,27,11,12,20,60.0,193,2,2,50,209,4.2,3,0,2,5,16,31,51.6,199,1,25,110,4.4,1,2,1,3,3
Wyoming,94,2003-09-20,4,@,Air Force,83,L,29,35,-6,27,52,51.9,398,3,0,28,88,3.1,1,0,0,4,8,13,61.5,79,1,75,431,5.7,4,1,1,2,5
Nebraska,34,2003-09-25,4,@,Southern Miss,60,W,38,14,24,6,15,40.0,124,2,1,45,141,3.1,3,0,1,5,18,42,42.9,211,1,36,108,3.0,1,3,2,5,2
Southern Miss,60,2003-09-25,4,,Nebraska,34,L,14,38,-24,18,42,42.9,211,1,2,36,108,3.0,1,3,5,2,6,15,40.0,124,2,45,141,3.1,3,0,1,1,5
Air Force,83,2003-09-27,5,@,BYU,66,W,24,10,14,12,22,54.5,134,1,1,47,194,4.1,2,0,1,3,19,36,52.8,193,1,36,113,3.1,0,1,0,1,1
Akron,71,2003-09-27,5,@,Buffalo,74,W,38,21,17,26,41,63.4,362,1,1,31,165,5.3,4,1,2,5,13,18,72.2,119,2,41,108,2.6,0,2,0,2,3
Alabama,107,2003-09-27,5,,Arkansas,108,L,31,34,-3,15,32,46.9,226,3,1,31,158,5.1,1,1,2,4,16,27,59.3,202,1,61,289,4.7,3,1,3,4,4
Arizona,95,2003-09-27,5,,TCU,47,L,10,13,-3,14,30,46.7,276,1,4,29,33,1.1,0,0,4,1,12,24,50.0,246,1,56,206,3.7,0,1,0,1,1
Arizona St.,96,2003-09-27,4,@,Oregon St.,100,L,17,45,-28,20,50,40.0,284,2,4,33,97,2.9,0,2,6,2,15,29,51.7,246,2,44,151,3.4,3,0,3,3,6
Arkansas,108,2003-09-27,4,@,Alabama,107,W,34,31,3,16,27,59.3,202,1,3,61,289,4.7,3,1,4,4,15,32,46.9,226,3,31,158,5.1,1,1,1,2,4
Arkansas St.,122,2003-09-27,5,@,Memphis,6,L,16,38,-22,16,29,55.2,171,0,1,34,105,3.1,2,2,3,2,20,36,55.6,238,2,39,163,4.2,3,1,1,2,5
Army,65,2003-09-27,4,,South Florida,9,L,0,28,-28,21,51,41.2,159,0,3,28,17,0.6,0,3,6,0,23,42,54.8,225,0,35,145,4.1,2,1,2,3,3
Auburn,109,2003-09-27,4,,Western Kentucky,64,W,48,3,45,22,26,84.6,282,1,0,42,285,6.8,5,1,1,6,10,17,58.8,116,0,28,47,1.7,0,0,1,1,0
Ball St.,72,2003-09-27,5,@,Boston College,13,L,29,53,-24,17,33,51.5,242,3,1,34,94,2.8,1,2,3,4,22,30,73.3,209,3,46,259,5.6,3,1,0,1,7
Boise St.,84,2003-09-27,4,,Wyoming,94,W,33,17,16,27,38,71.1,285,4,1,50,155,3.1,0,2,3,4,15,34,44.1,241,2,25,32,1.3,0,0,2,2,2
Boston College,13,2003-09-27,5,,Ball St.,72,W,53,29,24,22,30,73.3,209,3,0,46,259,5.6,3,1,1,7,17,33,51.5,242,3,34,94,2.8,1,2,1,3,4
BYU,66,2003-09-27,5,,Air Force,83,L,10,24,-14,19,36,52.8,193,1,0,36,113,3.1,0,1,1,1,12,22,54.5,134,1,47,194,4.1,2,0,1,1,3
Buffalo,74,2003-09-27,5,,Akron,71,L,21,38,-17,13,18,72.2,119,2,0,41,108,2.6,0,2,2,3,26,41,63.4,362,1,31,165,5.3,4,1,1,2,5
California,97,2003-09-27,6,,USC,103,W,34,31,3,27,37,73.0,326,3,2,48,143,3.0,1,2,4,4,21,39,53.8,277,2,24,99,4.1,1,1,3,4,4
Cincinnati,2,2003-09-27,4,@,Miami (OH),78,L,37,42,-5,17,40,42.5,226,2,1,33,152,4.6,2,4,5,5,31,49,63.3,377,2,38,98,2.6,4,1,3,4,6
Colorado St.,85,2003-09-27,5,,Utah,104,L,21,28,-7,22,32,68.8,267,1,2,41,102,2.5,2,4,6,3,17,21,81.0,158,0,35,126,3.6,2,1,0,1,4
Connecticut,3,2003-09-27,5,@,Virginia Tech,25,L,13,47,-34,25,40,62.5,316,2,1,44,127,2.9,0,0,1,2,10,19,52.6,123,1,28,245,8.8,2,0,0,0,6
Duke,15,2003-09-27,5,,Florida St.,16,L,7,56,-49,15,34,44.1,169,0,1,45,106,2.4,1,2,3,1,22,34,64.7,328,3,31,96,3.1,3,2,0,2,8
Eastern Michigan,76,2003-09-27,5,,Maryland,30,L,13,37,-24,14,20,70.0,126,1,1,39,149,3.8,0,0,1,1,16,21,76.2,268,1,41,199,4.9,3,2,0,2,5
Florida,110,2003-09-27,5,@,Kentucky,112,W,24,21,3,20,35,57.1,268,2,2,29,93,3.2,1,1,3,3,18,29,62.1,179,0,44,175,4.0,3,0,2,2,3
Florida St.,16,2003-09-27,5,@,Duke,15,W,56,7,49,22,34,64.7,328,3,0,31,96,3.1,3,2,2,8,15,34,44.1,169,0,45,106,2.4,1,2,1,3,1
Fresno St.,86,2003-09-27,5,,Portland State,139,W,42,16,26,14,26,53.8,181,1,0,39,198,5.1,4,1,1,6,18,32,56.3,229,1,45,257,5.7,1,1,2,3,2
Georgia Tech,17,2003-09-27,5,@,Vanderbilt,120,W,24,17,7,11,22,50.0,108,1,2,39,223,5.7,2,0,2,3,14,27,51.9,185,0,46,170,3.7,2,1,1,2,2
Hawaii,87,2003-09-27,4,,Rice,59,W,41,21,20,42,70,60.0,397,2,0,27,119,4.4,3,2,2,5,7,14,50.0,173,0,42,186,4.4,1,2,3,5,3
Idaho,133,2003-09-27,5,@,Montana,135,L,28,41,-13,23,50,46.0,332,3,0,26,83,3.2,1,3,3,4,7,14,50.0,92,0,56,344,6.1,5,2,1,3,5
Illinois,27,2003-09-27,5,,Wisconsin,40,L,20,38,-18,23,41,56.1,207,1,1,21,64,3.0,1,0,1,2,7,13,53.8,131,0,63,307,4.9,5,0,0,0,5
Indiana,28,2003-09-27,5,@,Michigan,31,L,17,31,-14,16,33,48.5,107,0,2,44,102,2.3,1,0,2,2,16,26,61.5,170,2,36,168,4.7,0,2,2,4,4
Iowa,29,2003-09-27,5,@,Michigan St.,32,L,10,20,-10,11,23,47.8,158,1,1,39,107,2.7,0,3,4,1,28,44,63.6,218,2,32,45,1.4,0,0,0,0,2
Iowa St.,42,2003-09-27,4,@,Northern Illinois,79,L,16,24,-8,16,33,48.5,182,0,2,47,173,3.7,1,0,2,1,15,22,68.2,167,2,43,167,3.9,1,1,1,2,3
Kansas,43,2003-09-27,5,,Missouri,115,W,35,14,21,14,23,60.9,111,0,0,48,207,4.3,5,1,1,5,12,24,50.0,62,1,37,134,3.6,1,0,0,0,2
Kent State,77,2003-09-27,5,,Central Florida,1,W,36,16,20,16,23,69.6,141,2,0,56,121,2.2,1,1,1,4,27,40,67.5,235,1,23,68,3.0,1,4,4,8,2
Kentucky,112,2003-09-27,5,,Florida,110,L,21,24,-3,18,29,62.1,179,0,2,44,175,4.0,3,0,2,3,20,35,57.1,268,2,29,93,3.2,1,1,2,3,3
Louisiana,126,2003-09-27,5,@,North Texas,57,L,23,44,-21,22,38,57.9,200,1,3,31,27,0.9,1,0,3,2,9,16,56.3,222,3,47,229,4.9,2,1,1,2,5
UL Monroe,130,2003-09-27,5,@,Utah St.,93,L,10,28,-18,25,47,53.2,212,1,2,34,45,1.3,0,1,3,1,15,22,68.2,121,1,40,201,5.0,3,1,0,1,4
Louisville,18,2003-09-27,4,,Temple,10,W,21,12,9,13,24,54.2,197,3,2,43,187,4.3,0,1,3,3,27,54,50.0,362,2,30,53,1.8,0,2,0,2,2
LSU,113,2003-09-27,5,@,Mississippi St.,114,W,41,6,35,14,25,56.0,191,1,1,35,163,4.7,3,1,2,5,21,39,53.8,208,1,30,31,1.0,0,2,2,4,1
Marshall,55,2003-09-27,5,@,Troy,129,L,24,33,-9,33,52,63.5,319,3,3,27,98,3.6,0,1,4,3,6,17,35.3,95,1,48,254,5.3,2,1,0,1,4
Maryland,30,2003-09-27,5,@,Eastern Michigan,76,W,37,13,24,16,21,76.2,268,1,0,41,199,4.9,3,2,2,5,14,20,70.0,126,1,39,149,3.8,0,0,1,1,1
Memphis,6,2003-09-27,4,,Arkansas St.,122,W,38,16,22,20,36,55.6,238,2,1,39,163,4.2,3,1,2,5,16,29,55.2,171,0,34,105,3.1,2,2,1,3,2
Miami (OH),78,2003-09-27,4,,Cincinnati,2,W,42,37,5,31,49,63.3,377,2,3,38,98,2.6,4,1,4,6,17,40,42.5,226,2,33,152,4.6,2,4,1,5,5
Michigan,31,2003-09-27,5,,Indiana,28,W,31,17,14,16,26,61.5,170,2,2,36,168,4.7,0,2,4,4,16,33,48.5,107,0,44,102,2.3,1,0,2,2,2
Michigan St.,32,2003-09-27,5,,Iowa,29,W,20,10,10,28,44,63.6,218,2,0,32,45,1.4,0,0,0,2,11,23,47.8,158,1,39,107,2.7,0,3,1,4,1
Minnesota,33,2003-09-27,5,@,Penn State,37,W,20,14,6,7,15,46.7,71,0,0,52,250,4.8,2,0,0,2,19,35,54.3,193,0,43,226,5.3,2,0,2,2,2
Mississippi St.,114,2003-09-27,4,,LSU,113,L,6,41,-35,21,39,53.8,208,1,2,30,31,1.0,0,2,4,1,14,25,56.0,191,1,35,163,4.7,3,1,1,2,5
Missouri,115,2003-09-27,5,@,Kansas,43,L,14,35,-21,12,24,50.0,62,1,0,37,134,3.6,1,0,0,2,14,23,60.9,111,0,48,207,4.3,5,1,0,1,5
Navy,7,2003-09-27,4,@,Rutgers,39,L,27,48,-21,5,15,33.3,117,1,0,55,373,6.8,3,3,3,4,15,22,68.2,155,1,53,249,4.7,5,1,1,2,7
Nevada,88,2003-09-27,4,,SMU,8,W,12,9,3,11,25,44.0,96,0,2,33,164,5.0,0,1,3,1,9,18,50.0,97,0,52,148,2.8,1,1,2,3,1
New Mexico,89,2003-09-27,5,,New Mexico State,69,W,24,17,7,10,18,55.6,83,1,2,49,145,3.0,2,1,3,3,15,32,46.9,258,2,38,106,2.8,0,3,2,5,2
New Mexico State,69,2003-09-27,4,@,New Mexico,89,L,17,24,-7,15,32,46.9,258,2,2,38,106,2.8,0,3,5,2,10,18,55.6,83,1,49,145,3.0,2,1,2,3,3
North Carolina,21,2003-09-27,4,@,NC State,20,L,34,47,-13,32,53,60.4,469,4,0,27,81,3.0,0,1,1,4,23,30,76.7,423,1,39,192,4.9,4,0,0,0,6
NC State,20,2003-09-27,5,,North Carolina,21,W,47,34,13,23,30,76.7,423,1,0,39,192,4.9,4,0,0,6,32,53,60.4,469,4,27,81,3.0,0,1,0,1,4
North Texas,57,2003-09-27,5,,Louisiana,126,W,44,23,21,9,16,56.3,222,3,1,47,229,4.9,2,1,2,5,22,38,57.9,200,1,31,27,0.9,1,0,3,3,2
Northern Illinois,79,2003-09-27,4,,Iowa St.,42,W,24,16,8,15,22,68.2,167,2,1,43,167,3.9,1,1,2,3,16,33,48.5,182,0,47,173,3.7,1,0,2,2,1
Northwestern,35,2003-09-27,5,@,Ohio St.,36,L,0,20,-20,10,25,40.0,64,0,0,40,121,3.0,0,1,1,0,19,32,59.4,186,1,35,125,3.6,1,0,1,1,2
Notre Dame,70,2003-09-27,4,@,Purdue,38,L,10,23,-13,29,62,46.8,297,1,4,25,49,2.0,0,0,4,1,12,24,50.0,127,2,41,96,2.3,0,0,0,0,2
Ohio,80,2003-09-27,4,,Western Michigan,82,L,32,39,-7,13,29,44.8,223,1,2,48,170,3.5,3,3,5,4,22,39,56.4,315,2,38,128,3.4,3,2,2,4,5
Ohio St.,36,2003-09-27,5,,Northwestern,35,W,20,0,20,19,32,59.4,186,1,1,35,125,3.6,1,0,1,2,10,25,40.0,64,0,40,121,3.0,0,1,0,1,0
Ole Miss,116,2003-09-27,4,,Texas Tech,49,L,45,49,-4,29,49,59.2,409,3,2,34,169,5.0,0,0,2,4,44,64,68.8,661,6,17,52,3.1,1,3,1,4,7
Oregon,99,2003-09-27,5,,Washington St.,106,L,16,55,-39,24,58,41.4,360,1,7,29,54,1.9,1,2,9,2,15,35,42.9,315,3,40,84,2.1,2,2,0,2,7
Oregon St.,100,2003-09-27,5,,Arizona St.,96,W,45,17,28,15,29,51.7,246,2,3,44,151,3.4,3,0,3,6,20,50,40.0,284,2,33,97,2.9,0,2,4,6,2
Penn State,37,2003-09-27,5,,Minnesota,33,L,14,20,-6,19,35,54.3,193,0,2,43,226,5.3,2,0,2,2,7,15,46.7,71,0,52,250,4.8,2,0,0,0,2
Pittsburgh,22,2003-09-27,4,@,Texas A&M,119,W,37,26,11,14,28,50.0,283,5,1,44,195,4.4,0,0,1,5,21,39,53.8,317,2,39,227,5.8,1,3,1,4,3
Purdue,38,2003-09-27,4,,Notre Dame,70,W,23,10,13,12,24,50.0,127,2,0,41,96,2.3,0,0,0,2,29,62,46.8,297,1,25,49,2.0,0,0,4,4,1
Rice,59,2003-09-27,4,@,Hawaii,87,L,21,41,-20,7,14,50.0,173,0,3,42,186,4.4,1,2,5,3,42,70,60.0,397,2,27,119,4.4,3,2,0,2,5
Rutgers,39,2003-09-27,4,,Navy,7,W,48,27,21,15,22,68.2,155,1,1,53,249,4.7,5,1,2,7,5,15,33.3,117,1,55,373,6.8,3,3,0,3,4
San Diego St.,90,2003-09-27,5,@,UCLA,102,L,10,20,-10,19,37,51.4,110,0,2,29,120,4.1,1,1,3,1,18,28,64.3,258,2,36,65,1.8,0,4,0,4,2
SMU,8,2003-09-27,4,@,Nevada,88,L,9,12,-3,9,18,50.0,97,0,2,52,148,2.8,1,1,3,1,11,25,44.0,96,0,33,164,5.0,0,1,2,3,1
South Carolina,117,2003-09-27,5,@,Tennessee,118,L,20,23,-3,12,30,40.0,154,1,1,44,217,4.9,1,0,1,2,13,22,59.1,149,2,36,117,3.3,1,0,0,0,3
South Florida,9,2003-09-27,3,@,Army,65,W,28,0,28,23,42,54.8,225,0,2,35,145,4.1,2,1,3,3,21,51,41.2,159,0,28,17,0.6,0,3,3,6,0
Stanford,101,2003-09-27,3,@,Washington,105,L,17,28,-11,16,32,50.0,159,2,2,40,129,3.2,0,0,2,2,20,34,58.8,231,2,40,165,4.1,1,2,0,2,4
Syracuse,23,2003-09-27,4,,Toledo,81,W,34,7,27,17,23,73.9,147,1,0,47,303,6.4,3,2,2,4,32,53,60.4,257,1,23,76,3.3,0,0,1,1,1
Temple,10,2003-09-27,4,@,Louisville,18,L,12,21,-9,27,54,50.0,362,2,0,30,53,1.8,0,2,2,2,13,24,54.2,197,3,43,187,4.3,0,1,2,3,3
Tennessee,118,2003-09-27,4,,South Carolina,117,W,23,20,3,13,22,59.1,149,2,0,36,117,3.3,1,0,0,3,12,30,40.0,154,1,44,217,4.9,1,0,1,1,2
Texas,48,2003-09-27,4,,Tulane,11,W,63,18,45,14,24,58.3,213,4,0,52,302,5.8,5,1,1,9,13,29,44.8,186,1,36,156,4.3,2,2,2,4,3
Texas A&M,119,2003-09-27,4,,Pittsburgh,22,L,26,37,-11,21,39,53.8,317,2,1,39,227,5.8,1,3,4,3,14,28,50.0,283,5,44,195,4.4,0,0,1,1,5
TCU,47,2003-09-27,4,@,Arizona,95,W,13,10,3,12,24,50.0,246,1,0,56,206,3.7,0,1,1,1,14,30,46.7,276,1,29,33,1.1,0,0,4,4,1
Texas Tech,49,2003-09-27,4,@,Ole Miss,116,W,49,45,4,44,64,68.8,661,6,1,17,52,3.1,1,3,4,7,29,49,59.2,409,3,34,169,5.0,0,0,2,2,4
Toledo,81,2003-09-27,5,@,Syracuse,23,L,7,34,-27,32,53,60.4,257,1,1,23,76,3.3,0,0,1,1,17,23,73.9,147,1,47,303,6.4,3,2,0,2,4
Troy,129,2003-09-27,5,,Marshall,55,W,33,24,9,6,17,35.3,95,1,0,48,254,5.3,2,1,1,4,33,52,63.5,319,3,27,98,3.6,0,1,3,4,3
Tulane,11,2003-09-27,5,@,Texas,48,L,18,63,-45,13,29,44.8,186,1,2,36,156,4.3,2,2,4,3,14,24,58.3,213,4,52,302,5.8,5,1,0,1,9
Central Florida,1,2003-09-27,4,@,Kent State,77,L,16,36,-20,27,40,67.5,235,1,4,23,68,3.0,1,4,8,2,16,23,69.6,141,2,56,121,2.2,1,1,0,1,4
UCLA,102,2003-09-27,4,,San Diego St.,90,W,20,10,10,18,28,64.3,258,2,0,36,65,1.8,0,4,4,2,19,37,51.4,110,0,29,120,4.1,1,1,2,3,1
USC,103,2003-09-27,4,@,California,97,L,31,34,-3,21,39,53.8,277,2,3,24,99,4.1,1,1,4,4,27,37,73.0,326,3,48,143,3.0,1,2,2,4,4
Utah,104,2003-09-27,4,@,Colorado St.,85,W,28,21,7,17,21,81.0,158,0,0,35,126,3.6,2,1,1,4,22,32,68.8,267,1,41,102,2.5,2,4,2,6,3
Utah St.,93,2003-09-27,4,,UL Monroe,130,W,28,10,18,15,22,68.2,121,1,0,40,201,5.0,3,1,1,4,25,47,53.2,212,1,34,45,1.3,0,1,2,3,1
UTEP,62,2003-09-27,5,,Sam Houston State,244,W,59,14,45,14,25,56.0,176,2,2,52,226,4.3,4,1,3,8,13,30,43.3,147,0,38,116,3.1,2,4,2,6,2
Vanderbilt,120,2003-09-27,5,,Georgia Tech,17,L,17,24,-7,14,27,51.9,185,0,1,46,170,3.7,2,1,2,2,11,22,50.0,108,1,39,223,5.7,2,0,2,2,3
Virginia,24,2003-09-27,4,,Wake Forest,26,W,27,24,3,30,45,66.7,326,2,3,33,151,4.6,0,2,5,2,17,31,54.8,218,1,49,174,3.6,2,1,2,3,3
