School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Points For,Points Against,Points Difference,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Rush Att,Rush Yard,Rush Avg,Rush TD,Fum,Turnovers,Total TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp,Total TD opp
Florida A&M,175,2004-09-11,2,@,Tulane,11,L,19,39,-20,31,42,73.8,314,2,0,40,74,1.9,1,1,1,3,16,24,66.7,224,3,44,233,5.3,3,2,1,3,6
Florida Atlantic,52,2004-09-11,2,@,North Texas,57,W,20,13,7,20,28,71.4,280,0,0,44,177,4.0,2,1,1,2,8,22,36.4,165,0,36,116,3.2,1,0,0,0,1
Florida Intl,53,2004-09-11,1,@,Youngstown State,191,W,22,16,6,32,58,55.2,338,3,0,28,123,4.4,0,1,1,3,17,33,51.5,168,1,51,173,3.4,0,1,0,1,1
Fresno St.,86,2004-09-11,2,@,Kansas St.,44,W,45,21,24,17,30,56.7,244,2,3,48,156,3.3,4,0,3,6,8,23,34.8,121,2,33,59,1.8,0,0,2,2,3
Georgia,111,2004-09-11,2,@,South Carolina,117,W,20,16,4,19,38,50.0,213,2,1,37,154,4.2,0,2,3,2,13,21,61.9,200,1,31,73,2.4,0,1,1,2,2
Georgia Tech,17,2004-09-11,2,@,Clemson,14,W,28,24,4,20,36,55.6,251,4,1,48,112,2.3,0,0,1,4,20,43,46.5,275,1,30,186,6.2,2,0,2,2,3
Houston,5,2004-09-11,2,@,Oklahoma,45,L,13,63,-50,15,22,68.2,221,0,0,37,61,1.6,2,1,1,2,22,27,81.5,307,3,49,276,5.6,5,1,0,1,9
Idaho,133,2004-09-11,2,@,Utah St.,93,L,7,14,-7,17,23,73.9,101,1,1,47,133,2.8,0,1,2,1,20,31,64.5,214,2,25,58,2.3,0,3,2,5,2
Illinois,27,2004-09-11,2,,UCLA,102,L,17,35,-18,23,38,60.5,248,1,1,41,208,5.1,1,2,3,2,14,21,66.7,208,3,47,273,5.8,2,0,1,1,5
Indiana,28,2004-09-11,2,@,Oregon,99,W,30,24,6,6,18,33.3,71,1,1,53,127,2.4,1,1,2,3,24,45,53.3,317,3,33,178,5.4,0,4,3,7,3
Iowa,29,2004-09-11,2,,Iowa St.,42,W,17,10,7,16,22,72.7,220,1,1,44,85,1.9,1,0,1,2,15,30,50.0,170,1,34,66,1.9,0,0,0,0,1
Iowa St.,42,2004-09-11,2,@,Iowa,29,L,10,17,-7,15,30,50.0,170,1,0,34,66,1.9,0,0,0,1,16,22,72.7,220,1,44,85,1.9,1,0,1,1,2
Kansas,43,2004-09-11,2,,Toledo,81,W,63,14,49,25,36,69.4,327,4,1,41,174,4.2,4,1,2,9,17,35,48.6,234,2,37,64,1.7,0,3,2,5,2
Kansas St.,44,2004-09-11,2,,Fresno St.,86,L,21,45,-24,8,23,34.8,121,2,2,33,59,1.8,0,0,2,3,17,30,56.7,244,2,48,156,3.3,4,0,3,3,6
Kent State,77,2004-09-11,2,,Liberty,67,W,38,10,28,20,30,66.7,144,2,1,37,201,5.4,3,1,2,5,9,26,34.6,112,0,49,180,3.7,1,0,2,2,1
Louisiana,126,2004-09-11,2,@,Louisiana Tech,54,L,20,24,-4,31,54,57.4,327,1,2,27,83,3.1,1,0,2,2,17,28,60.7,183,1,43,308,7.2,2,2,1,3,3
Louisiana Tech,54,2004-09-11,2,,Louisiana,126,W,24,20,4,17,28,60.7,183,1,1,43,308,7.2,2,2,3,3,31,54,57.4,327,1,27,83,3.1,1,0,2,2,2
Louisville,18,2004-09-11,2,@,Army,65,W,52,21,31,26,34,76.5,342,1,0,54,230,4.3,6,1,1,7,17,32,53.1,217,2,27,133,4.9,1,1,0,1,3
LSU,113,2004-09-11,2,,Arkansas St.,122,W,53,3,50,12,20,60.0,210,3,0,40,251,6.3,3,1,1,7,9,22,40.9,147,0,33,54,1.6,0,2,1,3,0
Marshall,55,2004-09-11,2,@,Ohio St.,36,L,21,24,-3,22,35,62.9,140,1,0,44,150,3.4,1,0,0,3,18,33,54.5,324,3,26,79,3.0,0,2,2,4,3
Maryland,30,2004-09-11,2,,Temple,10,W,45,22,23,18,28,64.3,268,2,0,49,203,4.1,3,1,1,6,16,27,59.3,188,0,37,158,4.3,3,2,0,2,3
Memphis,6,2004-09-11,2,,Chattanooga,227,W,52,21,31,12,28,42.9,336,4,1,35,160,4.6,3,0,1,7,21,38,55.3,265,3,44,73,1.7,0,2,0,2,3
Miami (OH),78,2004-09-11,3,@,Cincinnati,2,L,26,45,-19,26,43,60.5,416,4,0,24,37,1.5,0,1,1,4,12,23,52.2,258,2,43,341,7.9,4,1,1,2,6
Michigan,31,2004-09-11,2,@,Notre Dame,70,L,20,28,-8,25,40,62.5,240,1,1,30,56,1.9,0,2,3,1,10,21,47.6,178,2,40,135,3.4,2,1,3,4,4
Michigan St.,32,2004-09-11,2,,Central Michigan,75,W,24,7,17,10,22,45.5,192,1,0,44,213,4.8,2,0,0,3,10,30,33.3,93,0,44,236,5.4,1,0,0,0,1
Middle Tennessee,56,2004-09-11,1,@,Akron,71,W,31,24,7,33,41,80.5,339,0,2,29,64,2.2,3,2,4,4,31,44,70.5,399,2,34,103,3.0,1,2,1,3,3
Minnesota,33,2004-09-11,2,,Illinois State,182,W,37,21,16,11,23,47.8,206,2,0,42,303,7.2,3,1,1,5,33,59,55.9,372,2,30,108,3.6,1,0,2,2,3
Mississippi St.,114,2004-09-11,2,,Auburn,109,L,14,43,-29,24,36,66.7,190,2,1,29,81,2.8,0,0,1,2,13,22,59.1,182,4,41,283,6.9,2,1,0,1,6
Navy,7,2004-09-11,2,,Northeastern,369,W,28,24,4,2,6,33.3,36,0,2,58,300,5.2,4,1,3,4,20,29,69.0,176,1,32,108,3.4,2,1,3,4,3
Nebraska,34,2004-09-11,2,,Southern Miss,60,L,17,21,-4,22,42,52.4,202,2,3,46,274,6.0,0,2,5,2,12,28,42.9,142,1,33,97,2.9,0,0,1,1,2
Nevada,88,2004-09-11,2,,Sacramento State,140,W,59,7,52,24,33,72.7,286,3,0,51,312,6.1,5,0,0,8,11,19,57.9,119,1,29,58,2.0,0,0,0,0,1
New Mexico,89,2004-09-11,2,,Texas Tech,49,W,27,24,3,12,26,46.2,173,1,0,39,142,3.6,2,2,2,3,44,69,63.8,449,1,23,31,1.3,2,1,2,3,3
New Mexico State,69,2004-09-11,2,@,California,97,L,14,41,-27,14,23,60.9,175,1,0,36,37,1.0,1,0,0,2,21,28,75.0,275,2,41,336,8.2,4,2,0,2,6
North Carolina,21,2004-09-11,2,@,Virginia,24,L,24,56,-32,19,24,79.2,299,2,1,35,135,3.9,1,1,2,3,13,16,81.3,250,0,48,299,6.2,7,0,0,0,8
North Texas,57,2004-09-11,2,,Florida Atlantic,52,L,13,20,-7,8,22,36.4,165,0,0,36,116,3.2,1,0,0,1,20,28,71.4,280,0,44,177,4.0,2,1,0,1,2
Northern Illinois,79,2004-09-11,2,,Southern Illinois,189,W,23,22,1,12,23,52.2,209,2,0,41,191,4.7,0,0,0,2,16,27,59.3,208,2,39,172,4.4,0,1,0,1,2
Northwestern,35,2004-09-11,2,,Arizona St.,96,L,21,30,-9,21,38,55.3,228,0,0,42,235,5.6,3,1,1,3,19,36,52.8,292,3,41,139,3.4,0,0,0,0,3
Notre Dame,70,2004-09-11,2,,Michigan,31,W,28,20,8,10,21,47.6,178,2,3,40,135,3.4,2,1,4,4,25,40,62.5,240,1,30,56,1.9,0,2,1,3,1
Ohio,80,2004-09-11,2,@,Pittsburgh,22,L,3,24,-21,22,51,43.1,202,0,2,26,88,3.4,0,1,3,0,6,19,31.6,49,1,47,168,3.6,1,0,1,1,3
Ohio St.,36,2004-09-11,2,,Marshall,55,W,24,21,3,18,33,54.5,324,3,2,26,79,3.0,0,2,4,3,22,35,62.9,140,1,44,150,3.4,1,0,0,0,3
Oklahoma,45,2004-09-11,2,,Houston,5,W,63,13,50,22,27,81.5,307,3,0,49,276,5.6,5,1,1,9,15,22,68.2,221,0,37,61,1.6,2,1,0,1,2
Oklahoma St.,46,2004-09-11,2,,Tulsa,12,W,38,21,17,3,8,37.5,70,1,0,60,276,4.6,3,0,0,5,15,28,53.6,168,2,35,100,2.9,1,1,0,1,3
Ole Miss,116,2004-09-11,2,@,Alabama,107,L,7,28,-21,10,27,37.0,117,1,0,29,75,2.6,0,1,1,1,14,22,63.6,169,2,47,221,4.7,2,2,0,2,4
Oregon,99,2004-09-11,1,,Indiana,28,L,24,30,-6,24,45,53.3,317,3,3,33,178,5.4,0,4,7,3,6,18,33.3,71,1,53,127,2.4,1,1,1,2,3
Penn State,37,2004-09-11,2,@,Boston College,13,L,7,21,-14,23,41,56.1,254,1,4,21,73,3.5,0,1,5,1,23,31,74.2,199,3,40,129,3.2,0,1,0,1,3
Pittsburgh,22,2004-09-11,1,,Ohio,80,W,24,3,21,6,19,31.6,49,1,1,47,168,3.6,1,0,1,3,22,51,43.1,202,0,26,88,3.4,0,1,2,3,0
Purdue,38,2004-09-11,2,,Ball St.,72,W,59,7,52,26,30,86.7,368,5,0,42,231,5.5,3,0,0,8,11,16,68.8,126,1,37,71,1.9,0,0,0,0,1
Rutgers,39,2004-09-11,2,,New Hampshire,157,L,24,35,-11,30,50,60.0,307,2,1,36,50,1.4,1,1,2,3,30,40,75.0,385,5,31,66,2.1,0,1,1,2,5
SMU,8,2004-09-11,2,@,TCU,47,L,0,44,-44,14,29,48.3,164,0,2,30,6,0.2,0,1,3,0,26,35,74.3,397,3,51,165,3.2,3,0,0,0,6
South Carolina,117,2004-09-11,2,,Georgia,111,L,16,20,-4,13,21,61.9,200,1,1,31,73,2.4,0,1,2,2,19,38,50.0,213,2,37,154,4.2,0,2,1,3,2
South Florida,9,2004-09-11,1,,Tennessee Tech,208,W,21,7,14,13,23,56.5,93,0,1,43,185,4.3,2,1,2,3,14,38,36.8,129,1,33,16,0.5,0,0,1,1,1
Southern Miss,60,2004-09-11,1,@,Nebraska,34,W,21,17,4,12,28,42.9,142,1,1,33,97,2.9,0,0,1,2,22,42,52.4,202,2,46,274,6.0,0,2,3,5,2
Stanford,101,2004-09-11,2,,BYU,66,W,37,10,27,20,42,47.6,297,3,0,35,72,2.1,0,2,2,4,28,56,50.0,288,0,27,41,1.5,1,3,4,7,1
Syracuse,23,2004-09-11,2,@,Buffalo,74,W,37,17,20,9,24,37.5,84,0,1,48,191,4.0,2,2,3,4,16,32,50.0,122,0,39,109,2.8,0,1,2,3,2
Temple,10,2004-09-11,2,@,Maryland,30,L,22,45,-23,16,27,59.3,188,0,0,37,158,4.3,3,2,2,3,18,28,64.3,268,2,49,203,4.1,3,1,0,1,6
Texas,48,2004-09-11,2,@,Arkansas,108,W,22,20,2,11,22,50.0,150,2,0,46,259,5.6,1,0,0,3,14,29,48.3,283,1,45,175,3.9,1,2,2,4,2
Texas A&M,119,2004-09-11,2,,Wyoming,94,W,31,0,31,20,29,69.0,325,1,0,42,156,3.7,2,0,0,4,19,36,52.8,184,0,26,-3,-0.1,0,0,3,3,0
TCU,47,2004-09-11,2,,SMU,8,W,44,0,44,26,35,74.3,397,3,0,51,165,3.2,3,0,0,6,14,29,48.3,164,0,30,6,0.2,0,1,2,3,0
Texas Tech,49,2004-09-11,2,@,New Mexico,89,L,24,27,-3,44,69,63.8,449,1,2,23,31,1.3,2,1,3,3,12,26,46.2,173,1,39,142,3.6,2,2,0,2,3
Toledo,81,2004-09-11,2,@,Kansas,43,L,14,63,-49,17,35,48.6,234,2,2,37,64,1.7,0,3,5,2,25,36,69.4,327,4,41,174,4.2,4,1,1,2,9
Tulane,11,2004-09-11,2,,Florida A&M,175,W,39,19,20,16,24,66.7,224,3,1,44,233,5.3,3,2,3,6,31,42,73.8,314,2,40,74,1.9,1,1,0,1,3
Tulsa,12,2004-09-11,2,@,Oklahoma St.,46,L,21,38,-17,15,28,53.6,168,2,0,35,100,2.9,1,1,1,3,3,8,37.5,70,1,60,276,4.6,3,0,0,0,5
Central Florida,1,2004-09-11,2,,West Virginia,50,L,20,45,-25,13,25,52.0,130,1,0,46,169,3.7,1,0,0,2,14,18,77.8,225,4,45,235,5.2,2,2,0,2,6
UCLA,102,2004-09-11,2,@,Illinois,27,W,35,17,18,14,21,66.7,208,3,1,47,273,5.8,2,0,1,5,23,38,60.5,248,1,41,208,5.1,1,2,1,3,2
UNLV,92,2004-09-11,2,@,Wisconsin,40,L,3,18,-15,13,29,44.8,102,0,0,27,72,2.7,0,0,0,0,14,24,58.3,131,1,44,145,3.3,0,0,1,1,2
USC,103,2004-09-11,2,,Colorado St.,85,W,49,0,49,20,31,64.5,231,2,0,45,322,7.2,4,2,2,7,19,35,54.3,233,0,27,48,1.8,0,2,4,6,0
Utah,104,2004-09-11,2,@,Arizona,95,W,23,6,17,12,22,54.5,170,2,0,38,156,4.1,1,0,0,3,19,25,76.0,198,0,33,114,3.5,0,3,1,4,0
Utah St.,93,2004-09-11,2,,Idaho,133,W,14,7,7,20,31,64.5,214,2,2,25,58,2.3,0,3,5,2,17,23,73.9,101,1,47,133,2.8,0,1,1,2,1
UTEP,62,2004-09-11,2,,Weber State,143,W,32,0,32,18,29,62.1,223,0,0,54,276,5.1,3,0,0,3,9,26,34.6,78,0,25,34,1.4,0,1,1,2,0
Virginia,24,2004-09-11,2,,North Carolina,21,W,56,24,32,13,16,81.3,250,0,0,48,299,6.2,7,0,0,8,19,24,79.2,299,2,35,135,3.9,1,1,1,2,3
Virginia Tech,25,2004-09-11,2,,Western Michigan,82,W,63,0,63,19,25,76.0,332,4,1,35,155,4.4,3,0,1,9,26,39,66.7,163,0,31,109,3.5,0,2,2,4,0
Wake Forest,26,2004-09-11,2,@,East Carolina,4,W,31,17,14,16,21,76.2,344,2,1,57,240,4.2,2,1,2,4,20,40,50.0,233,1,23,236,10.3,1,0,2,2,2
Washington St.,106,2004-09-11,2,,Colorado,98,L,12,20,-8,19,52,36.5,387,1,1,40,15,0.4,0,2,3,1,12,24,50.0,78,0,37,47,1.3,0,2,1,3,2
West Virginia,50,2004-09-11,2,@,Central Florida,1,W,45,20,25,14,18,77.8,225,4,0,45,235,5.2,2,2,2,6,13,25,52.0,130,1,46,169,3.7,1,0,0,0,2
Western Michigan,82,2004-09-11,2,@,Virginia Tech,25,L,0,63,-63,26,39,66.7,163,0,2,31,109,3.5,0,2,4,0,19,25,76.0,332,4,35,155,4.4,3,0,1,1,9
Wisconsin,40,2004-09-11,2,,UNLV,92,W,18,3,15,14,24,58.3,131,1,1,44,145,3.3,0,0,1,2,13,29,44.8,102,0,27,72,2.7,0,0,0,0,0
Wyoming,94,2004-09-11,2,@,Texas A&M,119,L,0,31,-31,19,36,52.8,184,0,3,26,-3,-0.1,0,0,3,0,20,29,69.0,325,1,42,156,3.7,2,0,0,0,4
Boston College,13,2004-09-17,3,,Connecticut,3,W,27,7,20,14,23,60.9,193,2,1,43,141,3.3,1,1,2,3,22,32,68.8,193,0,29,98,3.4,1,1,1,2,1
Connecticut,3,2004-09-17,3,@,Boston College,13,L,7,27,-20,22,32,68.8,193,0,1,29,98,3.4,1,1,2,1,14,23,60.9,193,2,43,141,3.3,1,1,1,2,3
Air Force,83,2004-09-18,3,@,UNLV,92,W,27,10,17,12,14,85.7,139,2,0,71,278,3.9,1,0,0,3,12,27,44.4,160,1,24,98,4.1,0,1,2,3,1
Akron,71,2004-09-18,3,@,Virginia,24,L,0,51,-51,12,27,44.4,78,0,2,31,6,0.2,0,0,2,0,21,33,63.6,196,2,42,326,7.8,5,0,1,1,7
Alabama,107,2004-09-18,3,,Western Carolina,234,W,52,0,52,20,31,64.5,231,3,0,42,247,5.9,3,1,1,7,8,24,33.3,108,0,30,83,2.8,0,3,2,5,0
Arizona,95,2004-09-18,3,,Wisconsin,40,L,7,9,-2,9,15,60.0,103,1,0,33,96,2.9,0,0,0,1,12,24,50.0,116,0,46,146,3.2,1,2,0,2,1
Arizona St.,96,2004-09-18,3,,Iowa,29,W,44,7,37,33,46,71.7,435,5,1,34,76,2.2,0,0,1,5,8,19,42.1,44,0,27,56,2.1,0,0,1,1,1
Arkansas,108,2004-09-18,3,,UL Monroe,130,W,49,20,29,19,29,65.5,282,4,1,44,289,6.6,3,1,2,7,15,34,44.1,303,1,34,93,2.7,1,1,3,4,2
Arkansas St.,122,2004-09-18,3,,Memphis,6,L,35,47,-12,29,41,70.7,418,4,3,32,89,2.8,0,1,4,5,22,43,51.2,356,3,45,175,3.9,1,1,1,2,5
Army,65,2004-09-18,2,@,Houston,5,L,21,35,-14,7,21,33.3,103,1,1,31,234,7.5,2,0,1,3,20,34,58.8,278,1,57,369,6.5,3,1,1,2,4
Auburn,109,2004-09-18,3,,LSU,113,W,10,9,1,16,27,59.3,170,1,0,34,131,3.9,0,1,1,1,12,28,42.9,168,1,39,140,3.6,0,1,1,2,1
Ball St.,72,2004-09-18,3,@,Missouri,115,L,0,48,-48,12,19,63.2,77,0,1,36,65,1.8,0,1,2,0,21,36,58.3,268,3,38,203,5.3,3,0,0,0,6
Boise St.,84,2004-09-18,3,@,UTEP,62,W,47,31,16,26,37,70.3,392,2,2,49,175,3.6,4,2,4,6,16,33,48.5,235,2,28,56,2.0,1,0,2,2,4
BYU,66,2004-09-18,3,,USC,103,L,10,42,-32,18,33,54.5,194,1,3,25,13,0.5,0,1,4,1,22,34,64.7,236,2,51,278,5.5,4,0,1,1,6
Buffalo,74,2004-09-18,3,@,Nevada,88,L,13,38,-25,11,28,39.3,105,0,2,43,183,4.3,1,0,2,1,16,32,50.0,234,2,46,207,4.5,3,0,1,1,5
Central Michigan,75,2004-09-18,3,,Southeast Missouri,206,W,44,27,17,17,33,51.5,303,2,0,42,195,4.6,3,0,0,6,32,52,61.5,304,3,30,87,2.9,1,0,1,1,4
Cincinnati,2,2004-09-18,3,@,Syracuse,23,L,7,19,-12,14,26,53.8,155,1,4,36,138,3.8,0,2,6,1,11,18,61.1,161,1,44,192,4.4,1,1,2,3,2
Clemson,14,2004-09-18,3,@,Texas A&M,119,L,6,27,-21,20,36,55.6,192,1,3,27,58,2.1,0,1,4,1,14,26,53.8,178,0,53,324,6.1,3,0,0,0,3
Colorado,98,2004-09-18,3,,North Texas,57,W,52,21,31,28,35,80.0,383,3,0,37,203,5.5,4,0,0,7,21,36,58.3,249,1,40,258,6.5,2,1,0,1,3
Colorado St.,85,2004-09-18,3,,Minnesota,33,L,16,34,-18,25,41,61.0,298,1,3,35,126,3.6,0,1,4,1,12,21,57.1,144,2,52,360,6.9,2,0,0,0,4
Duke,15,2004-09-18,3,@,Virginia Tech,25,L,17,41,-24,6,20,30.0,89,1,2,42,108,2.6,1,0,2,2,13,25,52.0,172,2,45,250,5.6,3,0,2,2,5
Eastern Michigan,76,2004-09-18,3,,Toledo,81,L,32,42,-10,25,50,50.0,314,3,2,46,224,4.9,1,0,2,4,22,27,81.5,338,3,47,204,4.3,3,1,0,1,6
Florida,110,2004-09-18,2,@,Tennessee,118,L,28,30,-2,22,31,71.0,286,3,1,35,135,3.9,1,0,1,4,19,30,63.3,232,3,44,171,3.9,1,2,1,3,4
Florida A&M,175,2004-09-18,3,@,Temple,10,L,7,38,-31,26,51,51.0,229,0,0,23,118,5.1,1,1,1,1,16,26,61.5,222,1,53,255,4.8,4,1,0,1,5
Florida Atlantic,52,2004-09-18,3,@,Middle Tennessee,56,W,27,20,7,23,33,69.7,335,3,0,35,87,2.5,0,0,0,3,28,40,70.0,364,1,29,67,2.3,1,0,3,3,2
Florida St.,16,2004-09-18,2,,UAB,61,W,34,7,27,24,38,63.2,238,0,1,47,251,5.3,4,0,1,4,10,22,45.5,168,1,28,-24,-0.9,0,0,1,1,1
Fresno St.,86,2004-09-18,3,,Portland State,139,W,27,17,10,13,25,52.0,142,0,2,46,263,5.7,2,1,3,3,15,38,39.5,160,1,39,116,3.0,1,1,2,3,2
Georgia,111,2004-09-18,3,,Marshall,55,W,13,3,10,18,31,58.1,225,0,0,41,146,3.6,1,1,1,1,11,23,47.8,123,0,23,37,1.6,0,0,0,0,0
Georgia Tech,17,2004-09-18,3,@,North Carolina,21,L,13,34,-21,12,29,41.4,164,1,3,43,229,5.3,0,2,5,1,10,23,43.5,142,1,47,284,6.0,3,0,2,2,5
Hawaii,87,2004-09-18,2,@,Rice,59,L,29,41,-12,34,51,66.7,363,3,0,13,7,0.5,1,0,0,4,5,12,41.7,118,2,64,405,6.3,4,2,0,2,6
Houston,5,2004-09-18,3,,Army,65,W,35,21,14,20,34,58.8,278,1,1,57,369,6.5,3,1,2,4,7,21,33.3,103,1,31,234,7.5,2,0,1,1,3
Idaho,133,2004-09-18,3,@,Washington St.,106,L,8,49,-41,18,24,75.0,145,1,1,39,131,3.4,0,3,4,1,13,21,61.9,223,4,46,286,6.2,3,1,0,1,7
Illinois,27,2004-09-18,3,,Western Michigan,82,W,30,27,3,10,19,52.6,177,1,2,45,176,3.9,2,1,3,4,27,41,65.9,273,2,35,133,3.8,1,1,1,2,3
Indiana,28,2004-09-18,3,@,Kentucky,112,L,32,51,-19,12,26,46.2,236,2,1,39,176,4.5,1,1,2,4,21,30,70.0,205,2,43,355,8.3,4,1,0,1,6
Iowa,29,2004-09-18,3,@,Arizona St.,96,L,7,44,-37,8,19,42.1,44,0,1,27,56,2.1,0,0,1,1,33,46,71.7,435,5,34,76,2.2,0,0,1,1,5
Iowa St.,42,2004-09-18,3,,Northern Illinois,79,W,48,41,7,14,28,50.0,225,3,2,39,117,3.0,1,0,2,7,20,33,60.6,285,4,46,117,2.5,2,0,4,4,6
Kansas,43,2004-09-18,3,@,Northwestern,35,L,17,20,-3,32,51,62.7,303,2,0,26,47,1.8,0,1,1,2,20,33,60.6,192,1,32,145,4.5,1,0,0,0,2
Kansas St.,44,2004-09-18,3,,Louisiana,126,W,40,20,20,7,10,70.0,52,1,0,62,393,6.3,3,2,2,4,9,23,39.1,128,1,34,214,6.3,2,1,2,3,3
Kent State,77,2004-09-18,3,@,Rutgers,39,L,21,29,-8,29,47,61.7,311,1,1,38,30,0.8,2,3,4,3,19,30,63.3,238,2,36,88,2.4,0,1,2,3,3
Kentucky,112,2004-09-18,2,,Indiana,28,W,51,32,19,21,30,70.0,205,2,0,43,355,8.3,4,1,1,6,12,26,46.2,236,2,39,176,4.5,1,1,1,2,4
Louisiana,126,2004-09-18,3,@,Kansas St.,44,L,20,40,-20,9,23,39.1,128,1,2,34,214,6.3,2,1,3,3,7,10,70.0,52,1,62,393,6.3,3,2,0,2,4
Louisiana Tech,54,2004-09-18,3,@,Miami (FL),19,L,0,48,-48,8,20,40.0,131,0,0,41,52,1.3,0,3,3,0,12,22,54.5,167,1,35,184,5.3,3,0,1,1,6
UL Monroe,130,2004-09-18,2,@,Arkansas,108,L,20,49,-29,15,34,44.1,303,1,3,34,93,2.7,1,1,4,2,19,29,65.5,282,4,44,289,6.6,3,1,1,2,7
LSU,113,2004-09-18,3,@,Auburn,109,L,9,10,-1,12,28,42.9,168,1,1,39,140,3.6,0,1,2,1,16,27,59.3,170,1,34,131,3.9,0,1,0,1,1
Marshall,55,2004-09-18,3,@,Georgia,111,L,3,13,-10,11,23,47.8,123,0,0,23,37,1.6,0,0,0,0,18,31,58.1,225,0,41,146,3.6,1,1,0,1,1
Maryland,30,2004-09-18,3,@,West Virginia,50,L,16,19,-3,9,20,45.0,108,1,3,41,187,4.6,0,2,5,1,10,22,45.5,132,1,61,220,3.6,1,1,0,1,2
Memphis,6,2004-09-18,3,@,Arkansas St.,122,W,47,35,12,22,43,51.2,356,3,1,45,175,3.9,1,1,2,5,29,41,70.7,418,4,32,89,2.8,0,1,3,4,5
Miami (FL),19,2004-09-18,2,,Louisiana Tech,54,W,48,0,48,12,22,54.5,167,1,1,35,184,5.3,3,0,1,6,8,20,40.0,131,0,41,52,1.3,0,3,0,3,0
Miami (OH),78,2004-09-18,4,,Ohio,80,W,40,20,20,21,32,65.6,268,2,1,36,146,4.1,2,2,3,5,23,39,59.0,253,2,34,9,0.3,1,1,0,1,3
Michigan,31,2004-09-18,3,,San Diego St.,90,W,24,21,3,14,28,50.0,179,2,3,48,148,3.1,0,1,4,3,27,43,62.8,289,2,23,22,1.0,1,2,1,3,3
Michigan St.,32,2004-09-18,3,,Notre Dame,70,L,24,31,-7,15,34,44.1,176,0,3,35,165,4.7,1,3,6,3,11,24,45.8,215,1,48,173,3.6,2,2,1,3,4
Middle Tennessee,56,2004-09-18,2,,Florida Atlantic,52,L,20,27,-7,28,40,70.0,364,1,3,29,67,2.3,1,0,3,2,23,33,69.7,335,3,35,87,2.5,0,0,0,0,3
Minnesota,33,2004-09-18,3,@,Colorado St.,85,W,34,16,18,12,21,57.1,144,2,0,52,360,6.9,2,0,0,4,25,41,61.0,298,1,35,126,3.6,0,1,3,4,1
Mississippi St.,114,2004-09-18,3,,Maine,156,L,7,9,-2,21,35,60.0,250,1,1,37,124,3.4,0,2,3,1,10,19,52.6,124,1,37,102,2.8,0,0,2,2,1
Missouri,115,2004-09-18,3,,Ball St.,72,W,48,0,48,21,36,58.3,268,3,0,38,203,5.3,3,0,0,6,12,19,63.2,77,0,36,65,1.8,0,1,1,2,0
Navy,7,2004-09-18,3,@,Tulsa,12,W,29,0,29,6,8,75.0,117,0,0,68,330,4.9,4,1,1,4,20,40,50.0,220,0,34,100,2.9,0,0,2,2,0
Nebraska,34,2004-09-18,3,@,Pittsburgh,22,W,24,17,7,11,23,47.8,142,1,1,43,123,2.9,2,0,1,3,22,45,48.9,228,1,25,30,1.2,0,1,3,4,2
Nevada,88,2004-09-18,3,,Buffalo,74,W,38,13,25,16,32,50.0,234,2,1,46,207,4.5,3,0,1,5,11,28,39.3,105,0,43,183,4.3,1,0,2,2,1
New Mexico,89,2004-09-18,3,@,Oregon St.,100,L,7,17,-10,7,31,22.6,39,0,2,27,75,2.8,0,1,3,1,24,50,48.0,274,2,41,124,3.0,0,2,0,2,2
New Mexico State,69,2004-09-18,3,,Troy,129,W,22,18,4,23,35,65.7,253,2,1,37,106,2.9,0,0,1,2,13,23,56.5,183,1,35,164,4.7,1,1,0,1,2
North Carolina,21,2004-09-18,3,,Georgia Tech,17,W,34,13,21,10,23,43.5,142,1,2,47,284,6.0,3,0,2,5,12,29,41.4,164,1,43,229,5.3,0,2,3,5,1
NC State,20,2004-09-18,2,,Ohio St.,36,L,14,22,-8,12,24,50.0,99,1,3,35,157,4.5,1,2,5,2,10,21,47.6,73,0,40,64,1.6,1,1,0,1,1
North Texas,57,2004-09-18,3,@,Colorado,98,L,21,52,-31,21,36,58.3,249,1,0,40,258,6.5,2,1,1,3,28,35,80.0,383,3,37,203,5.5,4,0,0,0,7
Northern Illinois,79,2004-09-18,3,@,Iowa St.,42,L,41,48,-7,20,33,60.6,285,4,4,46,117,2.5,2,0,4,6,14,28,50.0,225,3,39,117,3.0,1,0,2,2,7
Northwestern,35,2004-09-18,3,,Kansas,43,W,20,17,3,20,33,60.6,192,1,0,32,145,4.5,1,0,0,2,32,51,62.7,303,2,26,47,1.8,0,1,0,1,2
Notre Dame,70,2004-09-18,3,@,Michigan St.,32,W,31,24,7,11,24,45.8,215,1,1,48,173,3.6,2,2,3,4,15,34,44.1,176,0,35,165,4.7,1,3,3,6,3
Ohio,80,2004-09-18,3,@,Miami (OH),78,L,20,40,-20,23,39,59.0,253,2,0,34,9,0.3,1,1,1,3,21,32,65.6,268,2,36,146,4.1,2,2,1,3,5
Ohio St.,36,2004-09-18,3,@,NC State,20,W,22,14,8,10,21,47.6,73,0,0,40,64,1.6,1,1,1,1,12,24,50.0,99,1,35,157,4.5,1,2,3,5,2
