School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,Total Plays,Total Yards,Total Yards Avg,Total TD,Total Points,Point Diff
Stanford,101,2014-10-18,7,@,Arizona St.,96,L,19,39,48.7,212,0,22,76,3.5,1,61,288,4.7,1,10,-16
Syracuse,23,2014-10-18,7,@,Wake Forest,26,W,22,32,68.8,171,0,38,199,5.2,1,70,370,5.3,3,30,23
Tennessee,118,2014-10-18,7,@,Ole Miss,116,L,19,34,55.9,191,0,28,0,0.0,0,62,191,3.1,0,3,-31
Texas,48,2014-10-18,7,,Iowa St.,42,W,24,36,66.7,321,1,39,191,4.9,4,75,512,6.8,6,48,3
Texas A&M,119,2014-10-18,8,@,Alabama,107,L,19,31,61.3,141,0,24,31,1.3,0,55,172,3.1,0,0,-59
TCU,47,2014-10-18,6,,Oklahoma St.,46,W,27,42,64.3,415,3,40,261,6.5,3,82,676,8.2,6,42,33
Texas Tech,49,2014-10-18,7,,Kansas,43,W,28,44,63.6,288,3,37,219,5.9,1,81,507,6.3,4,34,13
Troy,129,2014-10-18,7,,Appalachian St.,121,L,27,40,67.5,229,0,32,79,2.5,1,72,308,4.3,1,14,-39
Tulane,11,2014-10-18,7,@,Central Florida,1,L,18,42,42.9,147,0,36,131,3.6,1,78,278,3.6,1,13,-7
Tulsa,12,2014-10-18,7,,South Florida,9,L,22,34,64.7,314,1,41,174,4.2,1,75,488,6.5,3,30,-8
UAB,61,2014-10-18,7,@,Middle Tennessee,56,L,19,30,63.3,185,1,60,220,3.7,1,90,405,4.5,2,22,-12
Central Florida,1,2014-10-18,6,,Tulane,11,W,12,24,50.0,139,1,38,94,2.5,1,62,233,3.8,2,20,7
UCLA,102,2014-10-18,7,@,California,97,W,31,42,73.8,330,2,47,237,5.0,2,89,567,6.4,4,36,2
USC,103,2014-10-18,7,,Colorado,98,W,19,28,67.9,319,7,33,213,6.5,1,61,532,8.7,8,56,28
Utah St.,93,2014-10-18,7,@,Colorado St.,85,L,19,31,61.3,160,0,19,100,5.3,1,50,260,5.2,1,13,-3
UTSA,63,2014-10-18,7,@,Louisiana Tech,54,L,20,33,60.6,190,1,39,134,3.4,1,72,324,4.5,2,20,-7
Virginia,24,2014-10-18,7,@,Duke,15,L,22,47,46.8,325,1,31,140,4.5,0,78,465,6.0,1,13,-7
Wake Forest,26,2014-10-18,7,,Syracuse,23,L,15,23,65.2,99,1,36,71,2.0,0,59,170,2.9,1,7,-23
Washington,105,2014-10-18,7,@,Oregon,99,L,24,38,63.2,184,1,36,133,3.7,1,74,317,4.3,2,20,-25
West Virginia,50,2014-10-18,7,,Baylor,41,W,23,35,65.7,322,3,50,134,2.7,2,85,456,5.4,5,41,14
Western Kentucky,64,2014-10-18,6,@,Florida Atlantic,52,L,28,44,63.6,335,3,26,67,2.6,2,70,402,5.7,5,38,-7
Western Michigan,82,2014-10-18,7,@,Bowling Green,73,W,15,24,62.5,166,2,50,195,3.9,1,74,361,4.9,3,26,12
Wyoming,94,2014-10-18,7,,San Jose St.,91,L,11,28,39.3,119,0,30,158,5.3,1,58,277,4.8,2,20,-7
Arkansas St.,122,2014-10-21,7,@,Louisiana,126,L,27,39,69.2,342,3,37,253,6.8,2,76,595,7.8,5,40,-15
Louisiana,126,2014-10-21,7,,Arkansas St.,122,W,9,17,52.9,102,0,56,419,7.5,8,73,521,7.1,8,55,15
Connecticut,3,2014-10-23,7,@,East Carolina,4,L,20,32,62.5,313,2,26,84,3.2,1,58,397,6.8,3,21,-10
East Carolina,4,2014-10-23,7,,Connecticut,3,W,39,65,60.0,445,2,35,135,3.9,2,100,580,5.8,4,31,10
Miami (FL),19,2014-10-23,8,@,Virginia Tech,25,W,7,16,43.8,92,1,53,364,6.9,3,69,456,6.6,4,30,24
Virginia Tech,25,2014-10-23,8,,Miami (FL),19,L,18,28,64.3,142,1,31,120,3.9,0,59,262,4.4,1,6,-24
Boise St.,84,2014-10-24,8,,BYU,66,W,24,31,77.4,410,4,48,227,4.7,3,79,637,8.1,7,55,25
BYU,66,2014-10-24,8,@,Boise St.,84,L,23,38,60.5,259,1,26,63,2.4,2,64,322,5.0,4,30,-25
California,97,2014-10-24,8,,Oregon,99,L,33,55,60.0,367,2,38,193,5.1,4,93,560,6.0,6,41,-18
Cincinnati,2,2014-10-24,7,N,South Florida,9,W,27,37,73.0,317,1,50,273,5.5,3,87,590,6.8,4,34,17
Oregon,99,2014-10-24,8,@,California,97,W,18,30,60.0,326,5,46,264,5.7,2,76,590,7.8,8,59,18
South Alabama,127,2014-10-24,7,,Troy,129,W,9,21,42.9,106,1,45,296,6.6,2,66,402,6.1,3,27,14
South Florida,9,2014-10-24,8,N,Cincinnati,2,L,20,33,60.6,239,2,22,42,1.9,0,55,281,5.1,2,17,-17
Troy,129,2014-10-24,8,@,South Alabama,127,L,13,24,54.2,145,1,40,164,4.1,0,64,309,4.8,1,13,-14
Akron,71,2014-10-25,8,@,Ball St.,72,L,21,39,53.8,200,1,34,125,3.7,2,73,325,4.5,3,21,-14
Alabama,107,2014-10-25,8,@,Tennessee,118,W,14,24,58.3,286,2,41,183,4.5,3,65,469,7.2,5,34,14
Arizona,95,2014-10-25,7,@,Washington St.,106,W,26,38,68.4,294,5,36,157,4.4,1,74,451,6.1,8,59,22
Arizona St.,96,2014-10-25,7,@,Washington,105,W,14,25,56.0,180,2,43,105,2.4,0,68,285,4.2,3,24,14
Arkansas,108,2014-10-25,8,,UAB,61,W,16,26,61.5,211,3,46,273,5.9,3,72,484,6.7,6,45,28
Auburn,109,2014-10-25,7,,South Carolina,117,W,13,15,86.7,156,1,47,395,8.4,5,62,551,8.9,6,42,7
Ball St.,72,2014-10-25,8,,Akron,71,W,18,36,50.0,225,0,40,155,3.9,3,76,380,5.0,3,35,14
Boston College,13,2014-10-25,8,@,Wake Forest,26,W,11,15,73.3,165,1,44,202,4.6,2,59,367,6.2,3,23,6
Buffalo,74,2014-10-25,8,,Central Michigan,75,L,21,37,56.8,233,2,22,38,1.7,0,59,271,4.6,2,14,-6
Central Michigan,75,2014-10-25,9,@,Buffalo,74,W,14,24,58.3,231,1,49,110,2.2,2,73,341,4.7,3,20,6
Clemson,14,2014-10-25,8,,Syracuse,23,W,24,35,68.6,209,1,48,166,3.5,0,83,375,4.5,1,16,10
Colorado,98,2014-10-25,8,,UCLA,102,L,28,46,60.9,267,2,45,233,5.2,2,91,500,5.5,4,37,-3
Colorado St.,85,2014-10-25,8,,Wyoming,94,W,20,24,83.3,411,5,30,147,4.9,1,54,558,10.3,6,45,14
Eastern Michigan,76,2014-10-25,8,,Northern Illinois,79,L,16,34,47.1,124,0,48,257,5.4,2,82,381,4.6,2,17,-11
Florida Atlantic,52,2014-10-25,8,@,Marshall,55,L,19,37,51.4,179,1,53,209,3.9,0,90,388,4.3,1,16,-19
Georgia Southern,124,2014-10-25,8,@,Georgia St.,125,W,5,6,83.3,47,0,63,613,9.7,10,69,660,9.6,10,69,38
Georgia St.,125,2014-10-25,8,,Georgia Southern,124,L,24,38,63.2,408,4,23,47,2.0,0,61,455,7.5,4,31,-38
Georgia Tech,17,2014-10-25,8,@,Pittsburgh,22,W,5,12,41.7,147,1,64,465,7.3,7,76,612,8.1,8,56,28
Hawaii,87,2014-10-25,8,,Nevada,88,L,18,32,56.3,201,1,29,102,3.5,1,61,303,5.0,2,18,-8
Illinois,27,2014-10-25,8,,Minnesota,33,W,15,23,65.2,140,1,41,123,3.0,2,64,263,4.1,4,28,4
Kansas St.,44,2014-10-25,7,,Texas,48,W,19,30,63.3,224,0,43,143,3.3,2,73,367,5.0,2,23,23
Kent State,77,2014-10-25,8,@,Miami (OH),78,L,22,40,55.0,206,0,27,79,2.9,0,67,285,4.3,0,3,-7
Kentucky,112,2014-10-25,8,,Mississippi St.,114,L,25,44,56.8,401,2,32,103,3.2,2,76,504,6.6,4,31,-14
Louisiana Tech,54,2014-10-25,8,@,Southern Miss,60,W,27,46,58.7,423,3,26,30,1.2,1,72,453,6.3,4,31,11
UL Monroe,130,2014-10-25,7,,Texas St.,128,L,25,40,62.5,250,0,42,144,3.4,1,82,394,4.8,1,18,-4
LSU,113,2014-10-25,9,,Ole Miss,116,W,8,16,50.0,142,1,55,264,4.8,0,71,406,5.7,1,10,3
Marshall,55,2014-10-25,8,,Florida Atlantic,52,W,13,24,54.2,218,1,35,328,9.4,4,59,546,9.3,5,35,19
Maryland,30,2014-10-25,8,@,Wisconsin,40,L,13,29,44.8,129,1,28,46,1.6,0,57,175,3.1,1,7,-45
Massachusetts,68,2014-10-25,9,@,Toledo,81,L,29,58,50.0,445,5,20,52,2.6,0,78,497,6.4,5,35,-7
Memphis,6,2014-10-25,7,@,SMU,8,W,20,27,74.1,352,2,53,230,4.3,4,80,582,7.3,6,48,38
Miami (OH),78,2014-10-25,9,,Kent State,77,W,11,28,39.3,120,0,33,167,5.1,1,61,287,4.7,1,10,7
Michigan,31,2014-10-25,8,@,Michigan St.,32,L,15,31,48.4,125,0,26,61,2.3,1,57,186,3.3,1,11,-24
Michigan St.,32,2014-10-25,8,,Michigan,31,W,12,22,54.5,227,1,46,219,4.8,3,68,446,6.6,5,35,24
Minnesota,33,2014-10-25,8,@,Illinois,27,L,12,30,40.0,240,1,41,171,4.2,2,71,411,5.8,3,24,-4
Mississippi St.,114,2014-10-25,7,@,Kentucky,112,W,18,33,54.5,216,1,51,326,6.4,4,84,542,6.5,6,45,14
Missouri,115,2014-10-25,8,,Vanderbilt,120,W,11,23,47.8,141,2,46,244,5.3,1,69,385,5.6,3,24,10
Navy,7,2014-10-25,8,,San Jose St.,91,W,4,8,50.0,56,0,68,423,6.2,5,76,479,6.3,5,41,10
Nebraska,34,2014-10-25,8,,Rutgers,39,W,14,22,63.6,163,2,41,292,7.1,4,63,455,7.2,6,42,18
Nevada,88,2014-10-25,8,@,Hawaii,87,W,18,28,64.3,132,1,60,295,4.9,2,88,427,4.9,3,26,8
North Carolina,21,2014-10-25,8,@,Virginia,24,W,16,29,55.2,275,3,34,99,2.9,1,63,374,5.9,4,28,1
North Texas,57,2014-10-25,8,@,Rice,59,L,16,34,47.1,190,1,33,26,0.8,1,67,216,3.2,3,21,-20
Northern Illinois,79,2014-10-25,8,@,Eastern Michigan,76,W,10,17,58.8,54,0,44,332,7.5,4,61,386,6.3,4,28,11
Ohio,80,2014-10-25,9,@,Western Michigan,82,L,20,36,55.6,284,1,36,88,2.4,2,72,372,5.2,3,21,-21
Ohio St.,36,2014-10-25,7,@,Penn State,37,W,12,19,63.2,74,1,57,219,3.8,3,76,293,3.9,4,31,7
Oklahoma St.,46,2014-10-25,8,,West Virginia,50,L,21,41,51.2,242,1,39,194,5.0,0,80,436,5.5,1,10,-24
Old Dominion,58,2014-10-25,8,@,Western Kentucky,64,L,27,40,67.5,471,3,34,172,5.1,4,74,643,8.7,7,51,-15
Ole Miss,116,2014-10-25,8,@,LSU,113,L,14,34,41.2,176,1,34,137,4.0,0,68,313,4.6,1,7,-3
Oregon St.,100,2014-10-25,7,@,Stanford,101,L,18,38,47.4,209,0,29,12,0.4,2,67,221,3.3,2,14,-24
Penn State,37,2014-10-25,7,,Ohio St.,36,L,31,50,62.0,224,1,31,16,0.5,1,81,240,3.0,3,24,-7
Pittsburgh,22,2014-10-25,8,,Georgia Tech,17,L,23,35,65.7,328,1,31,198,6.4,3,66,526,8.0,4,28,-28
Rice,59,2014-10-25,7,,North Texas,57,W,13,26,50.0,233,1,46,188,4.1,3,72,421,5.8,5,41,20
Rutgers,39,2014-10-25,8,@,Nebraska,34,L,12,26,46.2,205,1,38,143,3.8,2,64,348,5.4,3,24,-18
San Jose St.,91,2014-10-25,7,@,Navy,7,L,33,46,71.7,322,3,25,100,4.0,1,71,422,5.9,4,31,-10
SMU,8,2014-10-25,7,,Memphis,6,L,13,33,39.4,114,0,31,137,4.4,1,64,251,3.9,1,10,-38
South Carolina,117,2014-10-25,8,@,Auburn,109,L,30,53,56.6,416,5,33,119,3.6,0,86,535,6.2,5,35,-7
Southern Miss,60,2014-10-25,8,,Louisiana Tech,54,L,32,49,65.3,379,1,26,-31,-1.2,1,75,348,4.6,2,20,-11
Stanford,101,2014-10-25,8,,Oregon St.,100,W,19,30,63.3,287,2,35,151,4.3,2,65,438,6.7,5,38,24
Syracuse,23,2014-10-25,8,@,Clemson,14,L,12,28,42.9,82,0,34,88,2.6,0,62,170,2.7,0,6,-10
Temple,10,2014-10-25,7,@,Central Florida,1,L,20,38,52.6,150,1,20,32,1.6,0,58,182,3.1,2,14,-20
Tennessee,118,2014-10-25,8,,Alabama,107,L,21,36,58.3,202,2,43,181,4.2,0,79,383,4.8,2,20,-14
Texas,48,2014-10-25,8,@,Kansas St.,44,L,13,25,52.0,106,0,27,90,3.3,0,52,196,3.8,0,0,-23
TCU,47,2014-10-25,7,,Texas Tech,49,W,27,45,60.0,480,7,41,305,7.4,3,86,785,9.1,10,82,55
Texas St.,128,2014-10-25,7,@,UL Monroe,130,W,14,20,70.0,141,1,46,229,5.0,2,66,370,5.6,3,22,4
Texas Tech,49,2014-10-25,8,@,TCU,47,L,20,41,48.8,345,3,28,101,3.6,0,69,446,6.5,3,27,-55
Toledo,81,2014-10-25,8,,Massachusetts,68,W,20,34,58.8,225,3,49,295,6.0,3,83,520,6.3,6,42,7
UAB,61,2014-10-25,8,@,Arkansas,108,L,6,18,33.3,62,1,42,133,3.2,0,60,195,3.3,2,17,-28
Central Florida,1,2014-10-25,7,,Temple,10,W,25,39,64.1,336,2,47,130,2.8,2,86,466,5.4,4,34,20
UCLA,102,2014-10-25,8,@,Colorado,98,W,24,39,61.5,200,1,37,309,8.4,4,76,509,6.7,5,40,3
UNLV,92,2014-10-25,8,@,Utah St.,93,L,22,38,57.9,267,3,27,15,0.6,0,65,282,4.3,3,20,-14
USC,103,2014-10-25,8,@,Utah,104,L,24,33,72.7,264,2,37,100,2.7,0,70,364,5.2,3,21,-3
Utah,104,2014-10-25,7,,USC,103,W,18,32,56.3,194,1,42,137,3.3,1,74,331,4.5,3,24,3
Utah St.,93,2014-10-25,8,,UNLV,92,W,16,29,55.2,266,3,47,178,3.8,1,76,444,5.8,4,34,14
UTEP,62,2014-10-25,7,@,UTSA,63,W,12,18,66.7,191,2,46,160,3.5,1,64,351,5.5,4,34,34
UTSA,63,2014-10-25,8,,UTEP,62,L,6,20,30.0,32,0,26,38,1.5,0,46,70,1.5,0,0,-34
Vanderbilt,120,2014-10-25,8,@,Missouri,115,L,17,31,54.8,196,2,27,44,1.6,0,58,240,4.1,2,14,-10
Virginia,24,2014-10-25,8,,North Carolina,21,L,21,41,51.2,284,2,43,159,3.7,1,84,443,5.3,3,27,-1
Wake Forest,26,2014-10-25,8,,Boston College,13,L,22,30,73.3,242,0,33,19,0.6,2,63,261,4.1,2,17,-6
Washington,105,2014-10-25,8,,Arizona St.,96,L,18,26,69.2,139,0,46,151,3.3,0,72,290,4.0,1,10,-14
Washington St.,106,2014-10-25,8,,Arizona,95,L,56,79,70.9,489,4,20,54,2.7,1,99,543,5.5,5,37,-22
West Virginia,50,2014-10-25,8,@,Oklahoma St.,46,W,21,30,70.0,238,2,44,210,4.8,1,74,448,6.1,4,34,24
Western Kentucky,64,2014-10-25,7,,Old Dominion,58,W,23,26,88.5,371,5,45,230,5.1,2,71,601,8.5,9,66,15
Western Michigan,82,2014-10-25,8,,Ohio,80,W,22,28,78.6,344,2,42,186,4.4,3,70,530,7.6,6,42,21
Wisconsin,40,2014-10-25,7,,Maryland,30,W,15,23,65.2,216,2,49,311,6.3,5,72,527,7.3,7,52,45
Wyoming,94,2014-10-25,8,@,Colorado St.,85,L,24,38,63.2,335,2,38,119,3.1,2,76,454,6.0,4,31,-14
Florida St.,16,2014-10-30,8,@,Louisville,18,W,25,48,52.1,401,3,30,173,5.8,3,78,574,7.4,6,42,11
Georgia Southern,124,2014-10-30,9,,Troy,129,W,6,10,60.0,40,0,63,421,6.7,6,73,461,6.3,6,42,32
Louisville,18,2014-10-30,9,,Florida St.,16,L,20,38,52.6,330,1,33,158,4.8,3,71,488,6.9,4,31,-11
Troy,129,2014-10-30,9,@,Georgia Southern,124,L,4,11,36.4,13,0,33,141,4.3,1,44,154,3.5,1,10,-32
Cincinnati,2,2014-10-31,8,@,Tulane,11,W,17,26,65.4,214,3,35,265,7.6,1,61,479,7.9,5,38,24
Memphis,6,2014-10-31,8,,Tulsa,12,W,18,31,58.1,183,0,41,243,5.9,4,72,426,5.9,4,40,20
Tulane,11,2014-10-31,8,,Cincinnati,2,L,24,35,68.6,205,1,33,175,5.3,1,68,380,5.6,2,14,-24
Tulsa,12,2014-10-31,8,@,Memphis,6,L,28,54,51.9,349,2,34,62,1.8,0,88,411,4.7,3,20,-20
Air Force,83,2014-11-01,8,@,Army,65,W,8,12,66.7,141,2,62,242,3.9,0,74,383,5.2,2,23,17
Appalachian St.,121,2014-11-01,8,,Georgia St.,125,W,9,14,64.3,98,0,66,469,7.1,6,80,567,7.1,6,44,44
Arizona,95,2014-11-01,8,@,UCLA,102,L,18,48,37.5,175,1,31,80,2.6,0,79,255,3.2,1,7,-10
Arizona St.,96,2014-11-01,8,,Utah,104,W,18,33,54.5,205,1,43,239,5.6,0,76,444,5.8,1,19,3
Arkansas,108,2014-11-01,9,@,Mississippi St.,114,L,22,44,50.0,238,0,38,163,4.3,1,82,401,4.9,1,10,-7
Arkansas St.,122,2014-11-01,8,@,Idaho,133,W,21,29,72.4,244,0,48,198,4.1,5,77,442,5.7,6,44,16
Army,65,2014-11-01,8,,Air Force,83,L,3,13,23.1,47,0,38,122,3.2,0,51,169,3.3,0,6,-17
Auburn,109,2014-11-01,8,@,Ole Miss,116,W,15,22,68.2,254,2,46,248,5.4,3,68,502,7.4,5,35,4
Baylor,41,2014-11-01,8,,Kansas,43,W,21,36,58.3,343,3,52,326,6.3,4,88,669,7.6,7,60,46
Boston College,13,2014-11-01,9,@,Virginia Tech,25,W,8,15,53.3,110,2,47,258,5.5,2,62,368,5.9,4,33,2
BYU,66,2014-11-01,9,@,Middle Tennessee,56,W,28,45,62.2,316,2,39,128,3.3,2,84,444,5.3,4,27,20
California,97,2014-11-01,9,@,Oregon St.,100,W,24,47,51.1,277,1,47,269,5.7,4,94,546,5.8,5,45,14
Central Michigan,75,2014-11-01,10,@,Eastern Michigan,76,W,18,23,78.3,223,1,55,278,5.1,4,78,501,6.4,5,38,31
Colorado,98,2014-11-01,9,,Washington,105,L,36,52,69.2,314,2,37,181,4.9,0,89,495,5.6,2,23,-15
Colorado St.,85,2014-11-01,9,@,San Jose St.,91,W,22,28,78.6,290,1,37,113,3.1,4,65,403,6.2,5,38,7
Connecticut,3,2014-11-01,8,,Central Florida,1,W,14,28,50.0,148,2,40,179,4.5,3,68,327,4.8,5,37,8
Duke,15,2014-11-01,8,@,Pittsburgh,22,W,23,31,74.2,266,3,27,172,6.4,3,58,438,7.6,7,51,3
East Carolina,4,2014-11-01,8,@,Temple,10,L,24,42,57.1,217,0,46,211,4.6,1,88,428,4.9,1,10,-10
Eastern Michigan,76,2014-11-01,9,,Central Michigan,75,L,7,19,36.8,76,1,29,21,0.7,0,48,97,2.0,1,7,-31
Florida,110,2014-11-01,8,N,Georgia,111,W,3,6,50.0,27,0,60,418,7.0,5,66,445,6.7,5,38,18
Florida Atlantic,52,2014-11-01,9,,UAB,61,L,18,31,58.1,177,3,29,145,5.0,1,60,322,5.4,4,28,-3
Florida Intl,53,2014-11-01,9,,Rice,59,L,10,23,43.5,159,1,46,102,2.2,1,69,261,3.8,2,17,-14
Fresno St.,86,2014-11-01,9,,Wyoming,94,L,14,29,48.3,149,1,31,167,5.4,1,60,316,5.3,2,17,-28
Georgia,111,2014-11-01,8,N,Florida,110,L,26,41,63.4,319,1,32,141,4.4,2,73,460,6.3,3,20,-18
Georgia St.,125,2014-11-01,9,@,Appalachian St.,121,L,9,19,47.4,54,0,26,8,0.3,0,45,62,1.4,0,0,-44
Georgia Tech,17,2014-11-01,9,,Virginia,24,W,7,13,53.8,141,3,63,268,4.3,2,76,409,5.4,5,35,25
Hawaii,87,2014-11-01,9,,Utah St.,93,L,26,48,54.2,356,1,31,98,3.2,1,79,454,5.7,2,14,-21
Houston,5,2014-11-01,8,@,South Florida,9,W,15,19,78.9,89,1,47,217,4.6,3,66,306,4.6,4,27,24
Idaho,133,2014-11-01,9,,Arkansas St.,122,L,17,31,54.8,206,0,46,243,5.3,4,77,449,5.8,4,28,-16
Illinois,27,2014-11-01,9,@,Ohio St.,36,L,13,27,48.1,137,1,42,106,2.5,1,69,243,3.5,2,14,-41
Indiana,28,2014-11-01,8,@,Michigan,31,L,5,8,62.5,24,0,45,167,3.7,1,53,191,3.6,1,10,-24
Iowa,29,2014-11-01,8,,Northwestern,35,W,17,25,68.0,262,1,46,221,4.8,4,71,483,6.8,6,48,41
Iowa St.,42,2014-11-01,8,,Oklahoma,45,L,17,45,37.8,247,1,31,87,2.8,1,76,334,4.4,2,14,-45
Kansas,43,2014-11-01,8,@,Baylor,41,L,21,30,70.0,288,2,27,16,0.6,0,57,304,5.3,2,14,-46
Kansas St.,44,2014-11-01,8,,Oklahoma St.,46,W,20,33,60.6,287,2,33,134,4.1,3,66,421,6.4,6,48,34
Kentucky,112,2014-11-01,9,@,Missouri,115,L,19,37,51.4,158,1,35,100,2.9,0,72,258,3.6,1,10,-10
Louisiana,126,2014-11-01,8,,South Alabama,127,W,16,28,57.1,216,0,39,196,5.0,1,67,412,6.1,1,19,10
Louisiana Tech,54,2014-11-01,9,,Western Kentucky,64,W,34,49,69.4,378,5,34,129,3.8,2,83,507,6.1,8,59,49
UL Monroe,130,2014-11-01,8,@,Texas A&M,119,L,28,49,57.1,269,0,30,78,2.6,1,79,347,4.4,1,16,-5
Maryland,30,2014-11-01,9,@,Penn State,37,W,18,38,47.4,161,1,30,33,1.1,1,68,194,2.9,2,20,1
Miami (FL),19,2014-11-01,9,,North Carolina,21,W,12,19,63.2,199,3,49,295,6.0,3,68,494,7.3,6,47,27
Miami (OH),78,2014-11-01,10,,Western Michigan,82,L,11,29,37.9,149,1,29,87,3.0,0,58,236,4.1,1,10,-31
Michigan,31,2014-11-01,9,,Indiana,28,W,22,29,75.9,220,2,35,184,5.3,2,64,404,6.3,4,34,24
Middle Tennessee,56,2014-11-01,9,,BYU,66,L,16,32,50.0,119,1,37,109,2.9,0,69,228,3.3,1,7,-20
Mississippi St.,114,2014-11-01,8,,Arkansas,108,W,18,27,66.7,331,1,35,128,3.7,1,62,459,7.4,2,17,7
Missouri,115,2014-11-01,9,,Kentucky,112,W,18,33,54.5,164,2,45,156,3.5,0,78,320,4.1,2,20,10
Navy,7,2014-11-01,9,N,Notre Dame,70,L,6,17,35.3,118,2,60,336,5.6,3,77,454,5.9,5,39,-10
Nebraska,34,2014-11-01,9,,Purdue,38,W,8,21,38.1,118,1,51,179,3.5,4,72,297,4.1,5,35,21
Nevada,88,2014-11-01,9,,San Diego St.,90,W,10,24,41.7,109,1,47,229,4.9,2,71,338,4.8,3,30,16
New Mexico,89,2014-11-01,8,@,UNLV,92,W,2,7,28.6,5,0,61,301,4.9,4,68,306,4.5,4,31,3
New Mexico State,69,2014-11-01,9,,Texas St.,128,L,36,52,69.2,404,3,48,235,4.9,1,100,639,6.4,4,29,-8
North Carolina,21,2014-11-01,9,@,Miami (FL),19,L,24,38,63.2,247,0,32,11,0.3,2,70,258,3.7,3,20,-27
NC State,20,2014-11-01,9,@,Syracuse,23,W,20,33,60.6,186,1,35,121,3.5,0,68,307,4.5,2,24,7
Northwestern,35,2014-11-01,8,@,Iowa,29,L,9,24,37.5,75,0,43,105,2.4,1,67,180,2.7,1,7,-41
Notre Dame,70,2014-11-01,8,N,Navy,7,W,18,25,72.0,315,3,39,218,5.6,4,64,533,8.3,7,49,10
Ohio St.,36,2014-11-01,8,,Illinois,27,W,20,34,58.8,249,4,44,296,6.7,3,78,545,7.0,7,55,41
Oklahoma,45,2014-11-01,8,@,Iowa St.,42,W,23,43,53.5,241,3,59,510,8.6,5,102,751,7.4,8,59,45
Oklahoma St.,46,2014-11-01,9,@,Kansas St.,44,L,12,23,52.2,148,0,40,112,2.8,1,63,260,4.1,2,14,-34
Old Dominion,58,2014-11-01,9,@,Vanderbilt,120,L,21,36,58.3,291,2,12,45,3.8,1,48,336,7.0,4,28,-14
Ole Miss,116,2014-11-01,9,,Auburn,109,L,28,40,70.0,339,2,30,146,4.9,2,70,485,6.9,4,31,-4
Oregon,99,2014-11-01,9,,Stanford,101,W,19,31,61.3,258,2,46,267,5.8,4,77,525,6.8,6,45,29
Oregon St.,100,2014-11-01,8,,California,97,L,30,45,66.7,320,2,23,148,6.4,2,68,468,6.9,4,31,-14
Penn State,37,2014-11-01,8,,Maryland,30,L,18,42,42.9,177,1,41,42,1.0,0,83,219,2.6,1,19,-1
Pittsburgh,22,2014-11-01,9,,Duke,15,L,16,24,66.7,236,2,65,358,5.5,4,89,594,6.7,6,48,-3
Purdue,38,2014-11-01,9,@,Nebraska,34,L,18,46,39.1,216,1,32,124,3.9,1,78,340,4.4,2,14,-21
Rice,59,2014-11-01,8,@,Florida Intl,53,W,11,25,44.0,230,2,38,169,4.4,2,63,399,6.3,4,31,14
Rutgers,39,2014-11-01,9,,Wisconsin,40,L,7,27,25.9,63,0,29,76,2.6,0,56,139,2.5,0,0,-37
San Diego St.,90,2014-11-01,8,@,Nevada,88,L,21,36,58.3,189,1,29,135,4.7,1,65,324,5.0,2,14,-16
San Jose St.,91,2014-11-01,8,,Colorado St.,85,L,26,51,51.0,308,2,32,185,5.8,2,83,493,5.9,4,31,-7
South Alabama,127,2014-11-01,8,@,Louisiana,126,L,20,35,57.1,270,1,35,66,1.9,0,70,336,4.8,1,9,-10
South Carolina,117,2014-11-01,9,,Tennessee,118,L,21,34,61.8,377,3,39,248,6.4,3,73,625,8.6,6,42,-3
South Florida,9,2014-11-01,9,,Houston,5,L,13,26,50.0,146,0,29,76,2.6,0,55,222,4.0,0,3,-24
Southern Miss,60,2014-11-01,9,@,UTEP,62,L,20,47,42.6,309,1,27,93,3.4,0,74,402,5.4,2,14,-21
Stanford,101,2014-11-01,9,@,Oregon,99,L,23,33,69.7,296,0,39,132,3.4,1,72,428,5.9,1,16,-29
Syracuse,23,2014-11-01,9,,NC State,20,L,22,42,52.4,307,2,37,38,1.0,0,79,345,4.4,2,17,-7
Temple,10,2014-11-01,8,,East Carolina,4,W,7,19,36.8,70,0,37,65,1.8,2,56,135,2.4,3,20,10
Tennessee,118,2014-11-01,9,@,South Carolina,117,W,23,40,57.5,301,2,55,344,6.3,4,95,645,6.8,6,45,3
Texas,48,2014-11-01,9,@,Texas Tech,49,W,13,25,52.0,228,1,51,241,4.7,3,76,469,6.2,4,34,21
Texas A&M,119,2014-11-01,9,,UL Monroe,130,W,13,28,46.4,106,1,41,137,3.3,2,69,243,3.5,3,21,5
TCU,47,2014-11-01,8,@,West Virginia,50,W,12,30,40.0,166,1,42,223,5.3,3,72,389,5.4,4,31,1
Texas St.,128,2014-11-01,8,@,New Mexico State,69,W,17,30,56.7,143,1,43,287,6.7,3,73,430,5.9,5,37,8
Texas Tech,49,2014-11-01,9,,Texas,48,L,28,47,59.6,225,0,32,156,4.9,1,79,381,4.8,2,13,-21
UAB,61,2014-11-01,9,@,Florida Atlantic,52,W,16,26,61.5,184,1,54,239,4.4,3,80,423,5.3,4,31,3
Central Florida,1,2014-11-01,8,@,Connecticut,3,L,22,42,52.4,284,2,37,145,3.9,2,79,429,5.4,4,29,-8
