School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,Total Plays,Total Yards,Total Yards Avg,Total TD,Total Points,Point Diff
Stanford,101,2014-09-06,2,,USC,103,L,22,30,73.3,285,0,38,128,3.4,1,68,413,6.1,1,10,-3
Temple,10,2014-09-06,2,,Navy,7,L,29,50,58.0,240,2,34,156,4.6,0,84,396,4.7,3,24,-7
Tennessee,118,2014-09-06,2,,Arkansas St.,122,W,22,38,57.9,247,2,45,168,3.7,2,83,415,5.0,4,34,15
Texas,48,2014-09-06,2,,BYU,66,L,20,31,64.5,176,1,35,82,2.3,0,66,258,3.9,1,7,-34
Texas A&M,119,2014-09-06,2,,Lamar,240,W,29,42,69.0,405,6,36,225,6.3,4,78,630,8.1,10,73,70
Texas Tech,49,2014-09-06,2,@,UTEP,62,W,17,31,54.8,278,3,28,226,8.1,1,59,504,8.5,4,30,4
Toledo,81,2014-09-06,2,,Missouri,115,L,23,44,52.3,256,0,32,154,4.8,3,76,410,5.4,3,24,-25
Troy,129,2014-09-06,2,,Duke,15,L,22,34,64.7,238,0,43,158,3.7,2,77,396,5.1,2,17,-17
Tulane,11,2014-09-06,2,,Georgia Tech,17,L,17,35,48.6,231,2,25,96,3.8,1,60,327,5.5,3,21,-17
Tulsa,12,2014-09-06,2,,Oklahoma,45,L,27,50,54.0,234,1,34,94,2.8,0,84,328,3.9,1,7,-45
UAB,61,2014-09-06,2,@,Mississippi St.,114,L,16,34,47.1,435,3,43,113,2.6,1,77,548,7.1,4,34,-13
UCLA,102,2014-09-06,2,,Memphis,6,W,33,44,75.0,396,3,41,144,3.5,3,85,540,6.4,6,42,7
UNLV,92,2014-09-06,2,,Northern Colorado,138,W,11,20,55.0,121,1,48,211,4.4,0,68,332,4.9,1,13,1
USC,103,2014-09-06,2,@,Stanford,101,W,15,22,68.2,135,0,37,156,4.2,1,59,291,4.9,1,13,3
Utah,104,2014-09-06,2,,Fresno St.,86,W,15,27,55.6,268,6,54,258,4.8,2,81,526,6.5,8,59,32
Utah St.,93,2014-09-06,2,,Idaho State,134,W,13,30,43.3,116,0,45,311,6.9,3,75,427,5.7,5,40,20
UTEP,62,2014-09-06,2,,Texas Tech,49,L,9,26,34.6,116,0,52,277,5.3,3,78,393,5.0,3,26,-4
Vanderbilt,120,2014-09-06,2,N,Ole Miss,116,L,6,25,24.0,60,0,25,107,4.3,0,50,167,3.3,0,3,-38
Virginia,24,2014-09-06,2,,Richmond,159,W,18,23,78.3,173,2,40,157,3.9,3,63,330,5.2,6,45,32
Virginia Tech,25,2014-09-06,2,@,Ohio St.,36,W,23,36,63.9,199,2,41,125,3.0,2,77,324,4.2,5,35,14
Wake Forest,26,2014-09-06,2,,Gardner-Webb,146,W,30,39,76.9,291,2,36,96,2.7,0,75,387,5.2,2,23,16
Washington,105,2014-09-06,2,,Eastern Washington,132,W,14,24,58.3,180,1,57,356,6.2,7,81,536,6.6,8,59,7
West Virginia,50,2014-09-06,2,,Towson,161,W,38,44,86.4,355,2,52,251,4.8,5,96,606,6.3,7,54,54
Western Kentucky,64,2014-09-06,2,@,Illinois,27,L,28,48,58.3,297,2,30,103,3.4,1,78,400,5.1,4,34,-8
Wisconsin,40,2014-09-06,2,,Western Illinois,190,W,24,29,82.8,289,4,39,167,4.3,1,68,456,6.7,5,37,34
Wyoming,94,2014-09-06,2,,Air Force,83,W,23,37,62.2,282,2,26,51,2.0,0,63,333,5.3,2,17,4
BYU,66,2014-09-11,3,,Houston,5,W,21,34,61.8,200,1,62,323,5.2,3,96,523,5.4,4,33,8
Houston,5,2014-09-11,3,@,BYU,66,L,31,53,58.5,315,3,13,10,0.8,0,66,325,4.9,3,25,-8
Louisiana Tech,54,2014-09-11,3,@,North Texas,57,W,23,36,63.9,260,5,30,98,3.3,1,66,358,5.4,6,42,21
North Texas,57,2014-09-11,3,,Louisiana Tech,54,L,18,34,52.9,175,0,36,104,2.9,3,70,279,4.0,3,21,-21
Baylor,41,2014-09-12,3,@,Buffalo,74,W,25,37,67.6,480,5,41,189,4.6,4,78,669,8.6,9,63,42
Buffalo,74,2014-09-12,3,,Baylor,41,L,18,31,58.1,255,2,39,139,3.6,1,70,394,5.6,3,21,-42
Cincinnati,2,2014-09-12,1,,Toledo,81,W,29,42,69.0,436,6,30,148,4.9,2,72,584,8.1,8,58,24
Toledo,81,2014-09-12,3,@,Cincinnati,2,L,28,43,65.1,323,3,39,240,6.2,1,82,563,6.9,4,34,-24
Air Force,83,2014-09-13,3,@,Georgia St.,125,W,12,15,80.0,224,2,65,315,4.8,4,80,539,6.7,6,48,10
Alabama,107,2014-09-13,3,,Southern Miss,60,W,17,24,70.8,214,2,49,333,6.8,5,73,547,7.5,7,52,40
Arizona,95,2014-09-13,3,,Nevada,88,W,22,26,84.6,278,3,38,229,6.0,2,64,507,7.9,5,35,7
Arizona St.,96,2014-09-13,3,@,Colorado,98,W,15,25,60.0,203,3,35,223,6.4,2,60,426,7.1,5,38,14
Arkansas,108,2014-09-13,3,@,Texas Tech,49,W,6,12,50.0,61,0,68,438,6.4,7,80,499,6.2,7,49,21
Arkansas St.,122,2014-09-13,3,@,Miami (FL),19,L,23,42,54.8,236,1,47,93,2.0,2,89,329,3.7,3,20,-21
Army,65,2014-09-13,2,@,Stanford,101,L,3,5,60.0,9,0,56,198,3.5,0,61,207,3.4,0,0,-35
Ball St.,72,2014-09-13,3,,Indiana State,183,L,24,46,52.2,266,1,37,95,2.6,1,83,361,4.3,2,20,-7
Boise St.,84,2014-09-13,3,@,Connecticut,3,W,20,29,69.0,240,3,27,52,1.9,0,56,292,5.2,5,38,17
Boston College,13,2014-09-13,3,,USC,103,W,5,14,35.7,54,0,54,452,8.4,5,68,506,7.4,5,37,6
Bowling Green,73,2014-09-13,3,,Indiana,28,W,46,73,63.0,395,3,40,176,4.4,2,113,571,5.1,5,45,3
Central Michigan,75,2014-09-13,3,,Syracuse,23,L,18,34,52.9,183,0,23,34,1.5,0,57,217,3.8,0,3,-37
Colorado,98,2014-09-13,3,,Arizona St.,96,L,35,54,64.8,313,3,37,232,6.3,0,91,545,6.0,3,24,-14
Colorado St.,85,2014-09-13,3,,UC Davis,142,W,25,34,73.5,452,4,33,224,6.8,3,67,676,10.1,7,49,28
Connecticut,3,2014-09-13,3,,Boise St.,84,L,22,38,57.9,242,2,36,48,1.3,0,74,290,3.9,2,21,-17
Duke,15,2014-09-13,3,,Kansas,43,W,20,34,58.8,180,2,36,331,9.2,3,70,511,7.3,5,41,38
East Carolina,4,2014-09-13,3,@,Virginia Tech,25,W,23,47,48.9,427,3,25,75,3.0,1,72,502,7.0,4,28,7
Eastern Michigan,76,2014-09-13,3,@,Old Dominion,58,L,12,24,50.0,72,0,48,143,3.0,0,72,215,3.0,0,3,-14
Florida,110,2014-09-13,3,,Kentucky,112,W,25,44,56.8,295,3,50,237,4.7,1,94,532,5.7,4,36,6
Florida Atlantic,52,2014-09-13,3,,Tulsa,12,W,18,23,78.3,341,4,42,177,4.2,1,65,518,8.0,6,50,29
Florida Intl,53,2014-09-13,3,,Pittsburgh,22,L,17,35,48.6,236,2,33,57,1.7,1,68,293,4.3,3,25,-17
Fresno St.,86,2014-09-13,3,,Nebraska,34,L,30,59,50.8,241,1,28,105,3.8,1,87,346,4.0,2,19,-36
Georgia,111,2014-09-13,2,@,South Carolina,117,L,16,22,72.7,191,2,38,217,5.7,2,60,408,6.8,4,35,-3
Georgia Southern,124,2014-09-13,3,@,Georgia Tech,17,L,13,22,59.1,245,1,38,283,7.4,4,60,528,8.8,5,38,-4
Georgia St.,125,2014-09-13,3,,Air Force,83,L,26,42,61.9,414,2,25,135,5.4,3,67,549,8.2,5,38,-10
Georgia Tech,17,2014-09-13,3,,Georgia Southern,124,W,11,24,45.8,188,4,53,348,6.6,2,77,536,7.0,6,42,4
Hawaii,87,2014-09-13,3,,Northern Iowa,186,W,17,36,47.2,225,1,50,148,3.0,1,86,373,4.3,3,27,3
Idaho,133,2014-09-13,3,,Western Michigan,82,L,27,41,65.9,362,3,31,45,1.5,1,72,407,5.7,4,33,-12
Illinois,27,2014-09-13,3,@,Washington,105,L,20,30,66.7,279,2,26,72,2.8,0,56,351,6.3,2,19,-25
Indiana,28,2014-09-13,2,@,Bowling Green,73,L,31,41,75.6,347,1,37,235,6.4,5,78,582,7.5,6,42,-3
Iowa,29,2014-09-13,3,,Iowa St.,42,L,16,24,66.7,146,0,44,129,2.9,2,68,275,4.0,2,17,-3
Iowa St.,42,2014-09-13,3,@,Iowa,29,W,25,36,69.4,255,2,26,82,3.2,0,62,337,5.4,2,20,3
Kansas,43,2014-09-13,2,@,Duke,15,L,12,29,41.4,95,0,47,202,4.3,0,76,297,3.9,0,3,-38
Kent State,77,2014-09-13,3,@,Ohio St.,36,L,15,34,44.1,79,0,23,47,2.0,0,57,126,2.2,0,0,-66
Kentucky,112,2014-09-13,3,@,Florida,110,L,24,45,53.3,369,3,33,81,2.5,0,78,450,5.8,3,30,-6
Louisiana,126,2014-09-13,3,@,Ole Miss,116,L,15,31,48.4,129,0,37,193,5.2,1,68,322,4.7,1,15,-41
UL Monroe,130,2014-09-13,3,@,LSU,113,L,16,30,53.3,77,0,18,16,0.9,0,48,93,1.9,0,0,-31
Louisville,18,2014-09-13,3,@,Virginia,24,L,20,43,46.5,203,2,27,79,2.9,1,70,282,4.0,3,21,-2
LSU,113,2014-09-13,3,,UL Monroe,130,W,12,20,60.0,153,0,52,219,4.2,4,72,372,5.2,4,31,31
Marshall,55,2014-09-13,3,,Ohio,80,W,20,33,60.6,448,4,46,257,5.6,1,79,705,8.9,5,44,30
Maryland,30,2014-09-13,3,,West Virginia,50,L,21,38,55.3,284,2,27,163,6.0,1,65,447,6.9,4,37,-3
Massachusetts,68,2014-09-13,3,@,Vanderbilt,120,L,18,35,51.4,258,2,39,88,2.3,2,74,346,4.7,4,31,-3
Miami (FL),19,2014-09-13,3,,Arkansas St.,122,W,16,26,61.5,342,4,35,146,4.2,2,61,488,8.0,6,41,21
Miami (OH),78,2014-09-13,3,@,Michigan,31,L,12,26,46.2,165,1,24,33,1.4,0,50,198,4.0,1,10,-24
Michigan,31,2014-09-13,3,,Miami (OH),78,W,13,22,59.1,184,2,45,276,6.1,2,67,460,6.9,4,34,24
Middle Tennessee,56,2014-09-13,3,,Western Kentucky,64,W,17,28,60.7,218,1,61,323,5.3,5,89,541,6.1,6,50,3
Minnesota,33,2014-09-13,3,@,TCU,47,L,14,29,48.3,169,1,39,99,2.5,0,68,268,3.9,1,7,-23
Mississippi St.,114,2014-09-13,3,@,South Alabama,127,W,16,24,66.7,226,2,45,288,6.4,3,69,514,7.4,5,35,32
Missouri,115,2014-09-13,3,,Central Florida,1,W,14,24,58.3,144,4,35,178,5.1,0,59,322,5.5,5,38,28
Navy,7,2014-09-13,3,@,Texas St.,128,W,5,7,71.4,117,2,57,352,6.2,3,64,469,7.3,5,35,14
Nebraska,34,2014-09-13,3,@,Fresno St.,86,W,14,24,58.3,282,4,42,280,6.7,2,66,562,8.5,7,55,36
Nevada,88,2014-09-13,3,@,Arizona,95,L,29,39,74.4,321,3,40,108,2.7,0,79,429,5.4,2,28,-7
New Mexico State,69,2014-09-13,3,@,UTEP,62,L,23,41,56.1,335,2,21,90,4.3,1,62,425,6.9,3,24,-18
NC State,20,2014-09-13,3,@,South Florida,9,W,21,33,63.6,274,2,53,315,5.9,5,86,589,6.8,7,49,32
Northern Illinois,79,2014-09-13,3,@,UNLV,92,W,18,28,64.3,285,3,69,331,4.8,3,97,616,6.4,6,48,14
Notre Dame,70,2014-09-13,3,N,Purdue,38,W,25,40,62.5,259,2,38,139,3.7,1,78,398,5.1,3,30,16
Ohio,80,2014-09-13,3,@,Marshall,55,L,22,38,57.9,236,2,32,141,4.4,0,70,377,5.4,2,14,-30
Ohio St.,36,2014-09-13,3,,Kent State,77,W,25,34,73.5,344,6,53,284,5.4,3,87,628,7.2,9,66,66
Oklahoma,45,2014-09-13,3,,Tennessee,118,W,20,33,60.6,308,1,34,146,4.3,2,67,454,6.8,4,34,24
Oklahoma St.,46,2014-09-13,3,,UTSA,63,W,16,30,53.3,315,2,49,162,3.3,2,79,477,6.0,5,43,30
Old Dominion,58,2014-09-13,3,,Eastern Michigan,76,W,17,30,56.7,187,0,37,180,4.9,1,67,367,5.5,2,17,14
Ole Miss,116,2014-09-13,3,,Louisiana,126,W,29,36,80.6,340,4,35,214,6.1,3,71,554,7.8,8,56,41
Oregon,99,2014-09-13,3,,Wyoming,94,W,25,31,80.6,293,2,37,263,7.1,5,68,556,8.2,7,48,34
Penn State,37,2014-09-13,3,@,Rutgers,39,W,25,44,56.8,309,0,33,64,1.9,1,77,373,4.8,1,13,3
Pittsburgh,22,2014-09-13,3,@,Florida Intl,53,W,11,19,57.9,101,1,54,321,5.9,4,73,422,5.8,5,42,17
Purdue,38,2014-09-13,3,N,Notre Dame,70,L,27,40,67.5,234,2,26,56,2.2,0,66,290,4.4,2,14,-16
Rice,59,2014-09-13,2,@,Texas A&M,119,L,24,36,66.7,241,1,55,240,4.4,0,91,481,5.3,1,10,-28
Rutgers,39,2014-09-13,3,,Penn State,37,L,15,31,48.4,192,0,31,102,3.3,1,62,294,4.7,1,10,-3
South Alabama,127,2014-09-13,2,,Mississippi St.,114,L,28,55,50.9,288,0,27,57,2.1,0,82,345,4.2,0,3,-32
South Carolina,117,2014-09-13,3,,Georgia,111,W,21,30,70.0,271,3,42,176,4.2,2,72,447,6.2,5,38,3
South Florida,9,2014-09-13,3,,NC State,20,L,5,20,25.0,89,1,27,70,2.6,0,47,159,3.4,2,17,-32
Southern Miss,60,2014-09-13,3,@,Alabama,107,L,19,37,51.4,207,0,18,56,3.1,0,55,263,4.8,0,12,-40
Stanford,101,2014-09-13,3,,Army,65,W,20,28,71.4,216,4,32,199,6.2,1,60,415,6.9,5,35,35
Syracuse,23,2014-09-13,2,@,Central Michigan,75,W,20,30,66.7,175,1,49,289,5.9,3,79,464,5.9,5,40,37
Tennessee,118,2014-09-13,3,@,Oklahoma,45,L,21,44,47.7,201,1,33,112,3.4,0,77,313,4.1,1,10,-24
Texas,48,2014-09-13,3,N,UCLA,102,L,24,34,70.6,196,2,30,126,4.2,0,64,322,5.0,2,17,-3
Texas A&M,119,2014-09-13,3,,Rice,59,W,21,33,63.6,309,4,26,168,6.5,1,59,477,8.1,5,38,28
TCU,47,2014-09-13,2,,Minnesota,33,W,27,46,58.7,258,2,27,169,6.3,1,73,427,5.8,3,30,23
Texas St.,128,2014-09-13,2,,Navy,7,L,24,36,66.7,231,1,44,211,4.8,2,80,442,5.5,3,21,-14
Texas Tech,49,2014-09-13,3,,Arkansas,108,L,27,45,60.0,252,3,22,101,4.6,1,67,353,5.3,4,28,-21
Troy,129,2014-09-13,3,,Abilene Christian,236,L,21,38,55.3,286,1,29,131,4.5,4,67,417,6.2,5,35,-3
Tulane,11,2014-09-13,3,,Southeastern Louisiana,245,W,14,30,46.7,238,3,40,122,3.1,2,70,360,5.1,5,35,15
Tulsa,12,2014-09-13,3,@,Florida Atlantic,52,L,24,52,46.2,269,1,27,94,3.5,2,79,363,4.6,3,21,-29
UAB,61,2014-09-13,3,,Alabama A&M,247,W,22,32,68.8,288,0,51,195,3.8,6,83,483,5.8,6,41,27
Central Florida,1,2014-09-13,2,@,Missouri,115,L,22,36,61.1,209,1,39,90,2.3,0,75,299,4.0,1,10,-28
UCLA,102,2014-09-13,3,N,Texas,48,W,27,34,79.4,226,2,47,217,4.6,0,81,443,5.5,2,20,3
UNLV,92,2014-09-13,3,,Northern Illinois,79,L,24,42,57.1,397,2,32,102,3.2,2,74,499,6.7,4,34,-14
USC,103,2014-09-13,3,@,Boston College,13,L,31,41,75.6,317,4,29,20,0.7,0,70,337,4.8,4,31,-6
Utah St.,93,2014-09-13,3,,Wake Forest,26,W,32,44,72.7,331,3,35,60,1.7,0,79,391,4.9,5,36,12
UTEP,62,2014-09-13,3,,New Mexico State,69,W,13,16,81.3,126,1,58,344,5.9,5,74,470,6.4,6,42,18
UTSA,63,2014-09-13,3,@,Oklahoma St.,46,L,15,29,51.7,133,0,35,73,2.1,1,64,206,3.2,1,13,-30
Vanderbilt,120,2014-09-13,3,,Massachusetts,68,W,16,23,69.6,150,1,40,160,4.0,2,63,310,4.9,5,34,3
Virginia,24,2014-09-13,3,,Louisville,18,W,16,30,53.3,171,1,40,114,2.9,1,70,285,4.1,2,23,2
Virginia Tech,25,2014-09-13,3,,East Carolina,4,L,30,56,53.6,298,3,33,91,2.8,0,89,389,4.4,3,21,-7
Wake Forest,26,2014-09-13,3,@,Utah St.,93,L,20,50,40.0,257,2,24,-25,-1.0,0,74,232,3.1,3,24,-12
Washington,105,2014-09-13,3,,Illinois,27,W,16,22,72.7,219,1,58,245,4.2,2,80,464,5.8,5,44,25
Washington St.,106,2014-09-13,3,,Portland State,139,W,43,64,67.2,630,7,23,76,3.3,1,87,706,8.1,8,59,38
West Virginia,50,2014-09-13,3,@,Maryland,30,W,37,49,75.5,511,4,59,183,3.1,1,108,694,6.4,5,40,3
Western Kentucky,64,2014-09-13,3,@,Middle Tennessee,56,L,43,66,65.2,593,4,36,125,3.5,1,102,718,7.0,5,47,-3
Western Michigan,82,2014-09-13,2,@,Idaho,133,W,10,15,66.7,241,3,44,243,5.5,3,59,484,8.2,6,45,12
Wyoming,94,2014-09-13,3,@,Oregon,99,L,19,33,57.6,284,2,41,155,3.8,0,74,439,5.9,2,14,-34
Auburn,109,2014-09-18,3,@,Kansas St.,44,W,17,31,54.8,231,2,45,128,2.8,0,76,359,4.7,2,20,6
Kansas St.,44,2014-09-18,3,,Auburn,109,L,24,40,60.0,245,0,30,40,1.3,2,70,285,4.1,2,14,-6
Connecticut,3,2014-09-19,4,@,South Florida,9,L,6,10,60.0,88,1,26,57,2.2,0,36,145,4.0,2,14,-3
South Florida,9,2014-09-19,4,,Connecticut,3,W,10,18,55.6,113,1,53,158,3.0,1,71,271,3.8,2,17,3
Akron,71,2014-09-20,3,,Marshall,55,L,25,52,48.1,251,1,23,92,4.0,1,75,343,4.6,2,17,-31
Alabama,107,2014-09-20,4,,Florida,110,W,24,35,68.6,449,5,52,223,4.3,1,87,672,7.7,6,42,21
Appalachian St.,121,2014-09-20,3,@,Southern Miss,60,L,28,40,70.0,264,2,47,191,4.1,1,87,455,5.2,3,20,-1
Arizona,95,2014-09-20,4,,California,97,W,47,74,63.5,520,5,32,107,3.3,1,106,627,5.9,6,49,4
Arkansas,108,2014-09-20,4,,Northern Illinois,79,W,16,23,69.6,215,2,45,212,4.7,3,68,427,6.3,7,52,38
Arkansas St.,122,2014-09-20,4,,Utah St.,93,W,19,33,57.6,190,1,47,126,2.7,2,80,316,4.0,3,21,7
Army,65,2014-09-20,3,@,Wake Forest,26,L,3,5,60.0,18,1,59,341,5.8,2,64,359,5.6,3,21,-3
Ball St.,72,2014-09-20,4,@,Toledo,81,L,15,27,55.6,176,2,42,175,4.2,0,69,351,5.1,2,23,-11
Boise St.,84,2014-09-20,4,,Louisiana,126,W,24,31,77.4,237,0,48,262,5.5,4,79,499,6.3,4,34,25
Boston College,13,2014-09-20,4,,Maine,156,W,12,21,57.1,136,1,64,413,6.5,4,85,549,6.5,5,40,30
Bowling Green,73,2014-09-20,4,@,Wisconsin,40,L,15,33,45.5,178,0,29,93,3.2,2,62,271,4.4,2,17,-51
BYU,66,2014-09-20,4,,Virginia,24,W,13,23,56.5,187,2,37,145,3.9,2,60,332,5.5,5,41,8
Buffalo,74,2014-09-20,4,,Norfolk State,178,W,15,29,51.7,262,4,44,169,3.8,1,73,431,5.9,5,36,29
California,97,2014-09-20,3,@,Arizona,95,L,18,30,60.0,380,3,42,193,4.6,3,72,573,8.0,6,45,-4
Central Michigan,75,2014-09-20,4,@,Kansas,43,L,18,26,69.2,178,0,35,101,2.9,1,61,279,4.6,1,10,-14
Cincinnati,2,2014-09-20,2,N,Miami (OH),78,W,25,39,64.1,271,4,30,99,3.3,0,69,370,5.4,4,31,7
Clemson,14,2014-09-20,3,@,Florida St.,16,L,22,33,66.7,306,0,40,101,2.5,2,73,407,5.6,2,17,-6
Colorado,98,2014-09-20,4,,Hawaii,87,W,29,45,64.4,287,2,36,118,3.3,1,81,405,5.0,3,21,9
Duke,15,2014-09-20,4,,Tulane,11,W,15,28,53.6,181,0,42,256,6.1,4,70,437,6.2,6,47,34
East Carolina,4,2014-09-20,4,,North Carolina,21,W,32,51,62.7,446,4,46,343,7.5,5,97,789,8.1,10,70,29
Eastern Michigan,76,2014-09-20,4,@,Michigan St.,32,L,10,29,34.5,115,2,19,20,1.1,0,48,135,2.8,2,14,-59
Florida,110,2014-09-20,4,@,Alabama,107,L,9,28,32.1,93,1,27,107,4.0,1,55,200,3.6,3,21,-21
Florida Atlantic,52,2014-09-20,4,@,Wyoming,94,L,15,29,51.7,108,0,39,188,4.8,1,68,296,4.4,1,19,-1
Florida Intl,53,2014-09-20,4,,Louisville,18,L,13,26,50.0,117,0,40,88,2.2,0,66,205,3.1,0,3,-31
Florida St.,16,2014-09-20,3,,Clemson,14,W,21,39,53.8,304,1,27,13,0.5,2,66,317,4.8,3,23,6
Fresno St.,86,2014-09-20,4,,Southern Utah,141,W,22,38,57.9,291,4,54,389,7.2,3,92,680,7.4,8,56,40
Georgia,111,2014-09-20,3,,Troy,129,W,14,22,63.6,180,3,39,367,9.4,5,61,547,9.0,9,66,66
Georgia Southern,124,2014-09-20,4,@,South Alabama,127,W,6,11,54.5,85,0,52,335,6.4,4,63,420,6.7,4,28,22
Georgia St.,125,2014-09-20,4,@,Washington,105,L,22,34,64.7,205,2,41,68,1.7,0,75,273,3.6,2,14,-31
Georgia Tech,17,2014-09-20,4,@,Virginia Tech,25,W,7,18,38.9,125,1,44,250,5.7,1,62,375,6.0,3,27,3
Hawaii,87,2014-09-20,4,@,Colorado,98,L,17,46,37.0,155,0,32,131,4.1,0,78,286,3.7,0,12,-9
Houston,5,2014-09-20,4,,UNLV,92,W,12,29,41.4,135,2,52,399,7.7,4,81,534,6.6,6,47,33
Idaho,133,2014-09-20,4,@,Ohio,80,L,33,56,58.9,353,2,28,64,2.3,1,84,417,5.0,3,24,-12
Illinois,27,2014-09-20,4,,Texas St.,128,W,25,39,64.1,266,2,27,219,8.1,3,66,485,7.3,6,42,7
Indiana,28,2014-09-20,3,@,Missouri,115,W,18,33,54.5,252,1,50,241,4.8,3,83,493,5.9,4,31,4
Iowa,29,2014-09-20,4,@,Pittsburgh,22,W,12,18,66.7,178,1,35,133,3.8,2,53,311,5.9,3,24,4
Kansas,43,2014-09-20,3,,Central Michigan,75,W,24,34,70.6,231,2,35,138,3.9,1,69,369,5.3,3,24,14
Louisiana,126,2014-09-20,4,@,Boise St.,84,L,21,39,53.8,174,0,23,67,2.9,1,62,241,3.9,1,9,-25
Louisiana Tech,54,2014-09-20,4,,Northwestern State,243,L,20,34,58.8,280,1,33,133,4.0,2,67,413,6.2,3,27,-3
Louisville,18,2014-09-20,4,@,Florida Intl,53,W,20,36,55.6,324,2,35,12,0.3,1,71,336,4.7,4,34,31
LSU,113,2014-09-20,4,,Mississippi St.,114,L,20,36,55.6,341,2,36,89,2.5,1,72,430,6.0,4,29,-5
Marshall,55,2014-09-20,4,@,Akron,71,W,20,38,52.6,242,1,38,284,7.5,5,76,526,6.9,6,48,31
Maryland,30,2014-09-20,4,@,Syracuse,23,W,16,26,61.5,280,2,32,89,2.8,1,58,369,6.4,4,34,14
Massachusetts,68,2014-09-20,4,@,Penn State,37,L,17,33,51.5,263,1,28,3,0.1,0,61,266,4.4,1,7,-41
Memphis,6,2014-09-20,3,,Middle Tennessee,56,W,21,35,60.0,219,2,51,261,5.1,1,86,480,5.6,4,36,19
Miami (FL),19,2014-09-20,4,@,Nebraska,34,L,28,42,66.7,359,3,23,76,3.3,1,65,435,6.7,4,31,-10
Miami (OH),78,2014-09-20,4,N,Cincinnati,2,L,13,26,50.0,262,2,44,102,2.3,1,70,364,5.2,3,24,-7
Michigan,31,2014-09-20,4,,Utah,104,L,18,39,46.2,190,0,36,118,3.3,0,75,308,4.1,1,10,-16
Michigan St.,32,2014-09-20,3,,Eastern Michigan,76,W,14,19,73.7,160,3,60,336,5.6,7,79,496,6.3,10,73,59
Middle Tennessee,56,2014-09-20,4,@,Memphis,6,L,24,35,68.6,237,0,34,88,2.6,2,69,325,4.7,2,17,-19
Minnesota,33,2014-09-20,4,,San Jose St.,91,W,1,7,14.3,7,0,58,380,6.6,3,65,387,6.0,3,24,17
Mississippi St.,114,2014-09-20,4,@,LSU,113,W,15,24,62.5,268,2,49,302,6.2,2,73,570,7.8,4,34,5
Missouri,115,2014-09-20,4,,Indiana,28,L,29,48,60.4,331,2,35,172,4.9,1,83,503,6.1,3,27,-4
Navy,7,2014-09-20,4,,Rutgers,39,L,12,22,54.5,231,1,43,171,4.0,2,65,402,6.2,3,24,-7
Nebraska,34,2014-09-20,4,,Miami (FL),19,W,9,13,69.2,113,2,54,343,6.4,2,67,456,6.8,5,41,10
New Mexico,89,2014-09-20,3,@,New Mexico State,69,W,8,14,57.1,67,2,49,432,8.8,3,63,499,7.9,5,38,3
New Mexico State,69,2014-09-20,4,,New Mexico,89,L,32,47,68.1,333,2,45,174,3.9,3,92,507,5.5,5,35,-3
North Carolina,21,2014-09-20,3,@,East Carolina,4,L,24,43,55.8,294,3,39,145,3.7,2,82,439,5.4,5,41,-29
NC State,20,2014-09-20,4,,Presbyterian,151,W,14,22,63.6,195,3,31,265,8.5,3,53,460,8.7,6,42,42
North Texas,57,2014-09-20,4,,Nicholls State,242,W,13,17,76.5,202,3,38,324,8.5,5,55,526,9.6,11,77,74
Northern Illinois,79,2014-09-20,4,@,Arkansas,108,L,19,31,61.3,180,2,32,123,3.8,0,63,303,4.8,2,14,-38
Northwestern,35,2014-09-20,3,,Western Illinois,190,W,15,25,60.0,117,0,41,166,4.0,3,66,283,4.3,3,24,17
Ohio,80,2014-09-20,4,,Idaho,133,W,12,19,63.2,233,1,47,272,5.8,3,66,505,7.7,4,36,12
Oklahoma,45,2014-09-20,4,@,West Virginia,50,W,17,30,56.7,209,1,46,301,6.5,4,76,510,6.7,6,45,12
Old Dominion,58,2014-09-20,4,@,Rice,59,W,27,43,62.8,430,5,21,100,4.8,1,64,530,8.3,6,45,3
Oregon,99,2014-09-20,4,@,Washington St.,106,W,21,25,84.0,329,5,42,172,4.1,0,67,501,7.5,5,38,7
Oregon St.,100,2014-09-20,3,,San Diego St.,90,W,24,31,77.4,275,0,36,97,2.7,4,67,372,5.6,4,28,21
Penn State,37,2014-09-20,4,,Massachusetts,68,W,18,32,56.3,236,1,45,228,5.1,5,77,464,6.0,6,48,41
Pittsburgh,22,2014-09-20,4,,Iowa,29,L,19,30,63.3,250,0,42,185,4.4,2,72,435,6.0,2,20,-4
Purdue,38,2014-09-20,4,,Southern Illinois,189,W,15,26,57.7,198,2,44,183,4.2,2,70,381,5.4,4,35,22
Rice,59,2014-09-20,3,,Old Dominion,58,L,22,34,64.7,242,2,54,284,5.3,4,88,526,6.0,6,42,-3
Rutgers,39,2014-09-20,4,@,Navy,7,W,11,14,78.6,151,0,56,284,5.1,4,70,435,6.2,4,31,7
San Diego St.,90,2014-09-20,3,@,Oregon St.,100,L,14,26,53.8,106,0,23,109,4.7,1,49,215,4.4,1,7,-21
San Jose St.,91,2014-09-20,3,@,Minnesota,33,L,16,33,48.5,186,1,32,68,2.1,0,65,254,3.9,1,7,-17
SMU,8,2014-09-20,3,,Texas A&M,119,L,14,29,48.3,139,0,42,102,2.4,0,71,241,3.4,0,6,-52
