Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,Sk,Sk Yds,YPA,AYPA,unique_id
Jon Kitna,QB,29.023,2001-10-14,NFL,CIN,,CLE,W 24-14,5,5,Sun,20,38,52.63,201,1,0,76.8,0,0,5.29,5.82,KitnJo00
Ray Lucas,QB,29.069,2001-10-14,NFL,MIA,@,NYJ,L 17-21,5,5,Sun,1,1,100.00,28,0,0,118.7,0,0,28.00,28.00,LucaRa00
Peyton Manning,QB,25.204,2001-10-14,NFL,IND,,OAK,L 18-23,4,5,Sun,26,41,63.41,241,2,2,75.4,1,7,5.88,4.66,MannPe00
Steve McNair,QB,28.242,2001-10-14,NFL,TEN,,TAM,W 31-28,4,5,Sun,15,23,65.22,230,1,1,94.5,2,16,10.00,8.91,McNaSt00
Jim Miller,QB,30.247,2001-10-14,NFL,CHI,,ARI,W 20-13,4,5,Sun,15,21,71.43,116,0,2,45.0,0,0,5.52,1.24,MillJi00
Neil O'Donnell,QB,35.103,2001-10-14,NFL,TEN,,TAM,W 31-28,4,5,Sun,3,3,100.00,9,0,0,79.2,0,0,3.00,3.00,ODonNe00
Jake Plummer,QB,26.299,2001-10-14,NFL,ARI,@,CHI,L 13-20,4,5,Sun,20,37,54.05,216,1,0,80.5,1,10,5.84,6.38,PlumJa00
Kordell Stewart,QB,28.363,2001-10-14,NFL,PIT,@,KAN,W 20-17,4,5,Sun,15,25,60.00,141,1,0,88.9,3,28,5.64,6.44,StewKo00
Vinny Testaverde,QB,37.335,2001-10-14,NFL,NYJ,,MIA,W 21-17,5,5,Sun,15,22,68.18,168,2,0,121.0,3,28,7.64,9.45,TestVi00
Kurt Warner*,QB,30.114,2001-10-14,NFL,STL,,NYG,W 15-14,5,5,Sun,28,46,60.87,316,0,1,72.4,6,42,6.87,5.89,WarnKu00
Chris Weinke,QB,29.075,2001-10-14,NFL,CAR,,NOR,L 25-27,5,5,Sun,21,39,53.85,196,2,1,74.3,1,12,5.03,4.90,WeinCh00
Tony Banks,QB,28.193,2001-10-15,NFL,WAS,@,DAL,L 7-9,5,5,Mon,10,18,55.56,132,1,0,97.5,2,9,7.33,8.44,BankTo00
Anthony Wright,QB,25.243,2001-10-15,NFL,DAL,,WAS,W 9-7,5,5,Mon,15,28,53.57,177,0,1,58.2,1,2,6.32,4.71,WrigAn00
Mark Brunell,QB,31.031,2001-10-18,NFL,JAX,,BUF,L 10-13,5,6,Thu,16,26,61.54,150,1,2,58.2,4,18,5.77,3.08,BrunMa00
Rob Johnson,QB,28.214,2001-10-18,NFL,BUF,@,JAX,W 13-10,5,6,Thu,23,30,76.67,238,1,0,110.1,2,19,7.93,8.60,JohnRo00
Tony Banks,QB,28.199,2001-10-21,NFL,WAS,,CAR,W 17-14,6,6,Sun,17,30,56.67,346,1,1,94.6,1,1,11.53,10.70,BankTo00
Charlie Batch,QB,26.320,2001-10-21,NFL,DET,,TEN,L 24-27,5,6,Sun,25,42,59.52,338,3,1,99.1,4,16,8.05,8.40,BatcCh00
Jerome Bettis*,RB,29.247,2001-10-21,NFL,PIT,@,TAM,W 17-10,5,6,Sun,1,1,100.00,32,1,0,158.3,0,0,32.00,52.00,BettJe00
Tom Brady,QB,24.079,2001-10-21,NFL,NWE,@,IND,W 38-17,6,6,Sun,16,20,80.00,202,3,0,148.3,0,0,10.10,13.10,BradTo00
Aaron Brooks,QB,25.211,2001-10-21,NFL,NOR,,ATL,L 13-20,5,6,Sun,23,39,58.97,249,1,1,75.7,5,36,6.38,5.74,BrooAa00
Chris Chandler,QB,36.009,2001-10-21,NFL,ATL,@,NOR,W 20-13,6,6,Sun,14,20,70.00,187,2,1,111.9,2,12,9.35,9.10,ChanCh00
Tim Couch,QB,24.082,2001-10-21,NFL,CLE,,BAL,W 24-14,6,6,Sun,11,18,61.11,149,2,0,124.5,2,18,8.28,10.50,CoucTi00
Daunte Culpepper,QB,24.266,2001-10-21,NFL,MIN,,GNB,W 35-13,6,6,Sun,18,27,66.67,184,1,0,98.4,2,7,6.81,7.56,CulpDa00
Randall Cunningham,QB,38.208,2001-10-21,NFL,BAL,@,CLE,L 14-24,6,6,Sun,11,25,44.00,120,1,0,72.1,4,19,4.80,5.60,CunnRa00
Brett Favre*,QB,32.011,2001-10-21,NFL,GNB,@,MIN,L 13-35,6,6,Sun,21,35,60.00,169,2,1,79.3,1,9,4.83,4.69,FavrBr00
Doug Flutie,QB,38.363,2001-10-21,NFL,SDG,,DEN,W 27-10,6,6,Sun,21,32,65.63,280,2,1,101.0,3,8,8.75,8.59,FlutDo00
Elvis Grbac,QB,31.069,2001-10-21,NFL,BAL,@,CLE,L 14-24,6,6,Sun,16,20,80.00,142,0,2,56.7,3,35,7.10,2.60,GrbaEl00
Trent Green,QB,31.104,2001-10-21,NFL,KAN,@,ARI,L 16-24,6,6,Sun,21,44,47.73,352,1,2,63.8,1,12,8.00,6.41,GreeTr00
Brian Griese,QB,26.217,2001-10-21,NFL,DEN,@,SDG,L 10-27,6,6,Sun,26,41,63.41,212,1,2,64.3,4,30,5.17,3.46,GrieBr00
Brad Johnson,QB,33.038,2001-10-21,NFL,TAM,,PIT,L 10-17,5,6,Sun,24,40,60.00,283,1,1,79.5,10,69,7.08,6.45,JohnBr00
Jon Kitna,QB,29.030,2001-10-21,NFL,CIN,,CHI,L 0-24,6,6,Sun,19,46,41.30,244,0,1,49.5,2,15,5.30,4.33,KitnJo00
Peyton Manning,QB,25.211,2001-10-21,NFL,IND,,NWE,L 17-38,5,6,Sun,22,34,64.71,335,1,0,106.9,4,30,9.85,10.44,MannPe00
Jamie Martin,QB,31.255,2001-10-21,NFL,STL,@,NYJ,W 34-14,6,6,Sun,1,1,100.00,10,0,0,108.3,2,7,10.00,10.00,MartJa00
Steve McNair,QB,28.249,2001-10-21,NFL,TEN,@,DET,W 27-24,5,6,Sun,15,35,42.86,216,1,2,49.2,1,10,6.17,4.17,McNaSt00
Jim Miller,QB,30.254,2001-10-21,NFL,CHI,@,CIN,W 24-0,5,6,Sun,23,30,76.67,232,2,0,120.4,0,0,7.73,9.07,MillJi00
Chris Mohr,P,35.163,2001-10-21,NFL,ATL,@,NOR,W 20-13,6,6,Sun,1,1,100.00,-2,0,0,79.2,0,0,-2.00,-2.00,MohrCh20
David Patten,WR,27.063,2001-10-21,NFL,NWE,@,IND,W 38-17,6,6,Sun,1,1,100.00,60,1,0,158.3,0,0,60.00,80.00,PattDa00
Chad Pennington,QB,25.117,2001-10-21,NFL,NYJ,,STL,L 14-34,6,6,Sun,9,14,64.29,68,1,0,99.7,1,8,4.86,6.29,PennCh01
Jake Plummer,QB,26.306,2001-10-21,NFL,ARI,,KAN,W 24-16,5,6,Sun,16,25,64.00,228,1,0,106.7,0,0,9.12,9.92,PlumJa00
Kordell Stewart,QB,29.005,2001-10-21,NFL,PIT,@,TAM,W 17-10,5,6,Sun,10,16,62.50,100,0,2,40.6,2,8,6.25,0.63,StewKo00
Vinny Testaverde,QB,37.342,2001-10-21,NFL,NYJ,,STL,L 14-34,6,6,Sun,9,13,69.23,74,1,1,77.1,0,0,5.69,3.77,TestVi00
Kurt Warner*,QB,30.121,2001-10-21,NFL,STL,@,NYJ,W 34-14,6,6,Sun,18,27,66.67,215,1,0,103.2,2,4,7.96,8.70,WarnKu00
Chris Weinke,QB,29.082,2001-10-21,NFL,CAR,@,WAS,L 14-17,6,6,Sun,24,35,68.57,226,1,4,56.1,1,8,6.46,1.89,WeinCh00
Frank Wycheck,TE,30.007,2001-10-21,NFL,TEN,@,DET,W 27-24,5,6,Sun,1,1,100.00,21,0,0,118.7,0,0,21.00,21.00,WychFr00
Kerry Collins,QB,28.296,2001-10-22,NFL,NYG,,PHI,L 9-10,6,6,Mon,21,33,63.64,162,0,0,75.6,3,20,4.91,4.91,CollKe00
Donovan McNabb,QB,24.331,2001-10-22,NFL,PHI,@,NYG,W 10-9,5,6,Mon,15,26,57.69,154,1,1,71.6,4,30,5.92,4.96,McNaDo00
Trent Green,QB,31.108,2001-10-25,NFL,KAN,,IND,L 28-35,7,7,Thu,22,43,51.16,324,3,3,70.3,3,10,7.53,5.79,GreeTr00
Peyton Manning,QB,25.215,2001-10-25,NFL,IND,@,KAN,W 35-28,6,7,Thu,19,30,63.33,201,2,0,105.0,3,22,6.70,8.03,MannPe00
Tony Banks,QB,28.206,2001-10-28,NFL,WAS,,NYG,W 35-21,7,7,Sun,11,19,57.89,190,2,0,127.1,4,25,10.00,12.11,BankTo00
Charlie Batch,QB,26.327,2001-10-28,NFL,DET,,CIN,L 27-31,6,7,Sun,20,35,57.14,239,2,2,73.4,4,24,6.83,5.40,BatcCh00
Todd Bouman,QB,29.088,2001-10-28,NFL,MIN,@,TAM,L 14-41,7,7,Sun,1,2,50.00,4,0,0,56.2,2,18,2.00,2.00,BoumTo00
Tom Brady,QB,24.086,2001-10-28,NFL,NWE,@,DEN,L 20-31,7,7,Sun,25,38,65.79,203,2,4,57.1,2,20,5.34,1.66,BradTo00
Aaron Brooks,QB,25.218,2001-10-28,NFL,NOR,@,STL,W 34-31,6,7,Sun,20,31,64.52,254,3,0,122.2,4,16,8.19,10.13,BrooAa00
Mark Brunell,QB,31.041,2001-10-28,NFL,JAX,@,BAL,L 17-18,6,7,Sun,25,37,67.57,306,2,0,110.9,3,22,8.27,9.35,BrunMa00
Kerry Collins,QB,28.302,2001-10-28,NFL,NYG,@,WAS,L 21-35,7,7,Sun,32,52,61.54,346,3,1,92.3,1,0,6.65,6.94,CollKe00
Daunte Culpepper,QB,24.273,2001-10-28,NFL,MIN,@,TAM,L 14-41,7,7,Sun,13,24,54.17,150,1,1,69.8,2,6,6.25,5.21,CulpDa00
Randall Cunningham,QB,38.215,2001-10-28,NFL,BAL,,JAX,W 18-17,7,7,Sun,23,31,74.19,222,1,1,91.1,5,31,7.16,6.35,CunnRa00
Jay Fiedler,QB,29.303,2001-10-28,NFL,MIA,@,SEA,W 24-20,6,7,Sun,15,21,71.43,213,1,2,80.2,0,0,10.14,6.81,FiedJa00
Doug Flutie,QB,39.005,2001-10-28,NFL,SDG,,BUF,W 27-24,7,7,Sun,21,33,63.64,254,1,0,97.3,1,11,7.70,8.30,FlutDo00
Rich Gannon,QB,35.312,2001-10-28,NFL,OAK,@,PHI,W 20-10,6,7,Sun,17,26,65.38,158,0,0,81.9,1,6,6.08,6.08,GannRi00
Jeff Garcia,QB,31.246,2001-10-28,NFL,SFO,@,CHI,L 31-37,6,7,Sun,21,29,72.41,269,2,2,95.3,3,2,9.28,7.55,GarcJe00
Brian Griese,QB,26.224,2001-10-28,NFL,DEN,,NWE,W 31-20,7,7,Sun,19,30,63.33,283,2,2,88.6,2,14,9.43,7.77,GrieBr00
Az-Zahir Hakim,WR,24.147,2001-10-28,NFL,STL,,NOR,L 31-34,7,7,Sun,1,1,100.00,51,1,0,158.3,0,0,51.00,71.00,HakiAz00
Matt Hasselbeck,QB,26.033,2001-10-28,NFL,SEA,,MIA,L 20-24,6,7,Sun,16,28,57.14,230,2,0,107.7,4,24,8.21,9.64,HassMa00
Brad Johnson,QB,33.045,2001-10-28,NFL,TAM,,MIN,W 41-14,6,7,Sun,18,25,72.00,214,2,0,124.4,1,7,8.56,10.16,JohnBr00
Rob Johnson,QB,28.224,2001-10-28,NFL,BUF,@,SDG,L 24-27,6,7,Sun,24,37,64.86,310,1,1,88.8,4,25,8.38,7.70,JohnRo00
Shaun King,QB,24.152,2001-10-28,NFL,TAM,,MIN,W 41-14,6,7,Sun,2,3,66.67,62,0,0,109.7,0,0,20.67,20.67,KingSh00
Jon Kitna,QB,29.037,2001-10-28,NFL,CIN,@,DET,W 31-27,7,7,Sun,17,27,62.96,204,2,2,79.9,1,16,7.56,5.70,KitnJo00
Kevin Lockett,WR,27.050,2001-10-28,NFL,WAS,,NYG,W 35-21,7,7,Sun,1,1,100.00,31,1,0,158.3,0,0,31.00,51.00,LockKe00
Shane Matthews,QB,31.149,2001-10-28,NFL,CHI,,SFO,W 37-31,6,7,Sun,25,31,80.65,166,3,1,107.8,0,0,5.35,5.84,MattSh00
Donovan McNabb,QB,24.337,2001-10-28,NFL,PHI,,OAK,L 10-20,6,7,Sun,12,27,44.44,133,0,0,59.6,4,16,4.93,4.93,McNaDo00
Jim Miller,QB,30.261,2001-10-28,NFL,CHI,,SFO,W 37-31,6,7,Sun,5,16,31.25,63,0,1,18.5,0,0,3.94,1.13,MillJi00
David Patten,WR,27.070,2001-10-28,NFL,NWE,@,DEN,L 20-31,7,7,Sun,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,PattDa00
Jake Plummer,QB,26.313,2001-10-28,NFL,ARI,@,DAL,L 3-17,6,7,Sun,25,41,60.98,233,0,2,56.3,2,16,5.68,3.49,PlumJa00
Clint Stoerner,QB,23.303,2001-10-28,NFL,DAL,,ARI,W 17-3,6,7,Sun,9,19,47.37,93,0,1,40.0,3,13,4.89,2.53,StoeCl00
Vinny Testaverde,QB,37.349,2001-10-28,NFL,NYJ,@,CAR,W 13-12,7,7,Sun,21,34,61.76,181,0,3,39.0,2,9,5.32,1.35,TestVi00
Alex Van Pelt,QB,31.180,2001-10-28,NFL,BUF,@,SDG,L 24-27,6,7,Sun,2,2,100.00,6,0,0,79.2,0,0,3.00,3.00,VanPAl00
Kurt Warner*,QB,30.128,2001-10-28,NFL,STL,,NOR,L 31-34,7,7,Sun,29,47,61.70,385,1,4,59.3,2,10,8.19,4.79,WarnKu00
Chris Weinke,QB,29.089,2001-10-28,NFL,CAR,,NYJ,L 12-13,7,7,Sun,12,34,35.29,76,0,1,31.7,1,6,2.24,0.91,WeinCh00
Tommy Maddox,QB,30.057,2001-10-29,NFL,PIT,,TEN,W 34-7,6,7,Mon,1,1,100.00,57,0,0,118.7,0,0,57.00,57.00,MaddTo00
Steve McNair,QB,28.257,2001-10-29,NFL,TEN,@,PIT,L 7-34,6,7,Mon,14,23,60.87,175,1,2,62.8,3,18,7.61,4.57,McNaSt00
Kordell Stewart,QB,29.013,2001-10-29,NFL,PIT,,TEN,W 34-7,6,7,Mon,13,22,59.09,232,1,0,110.4,3,17,10.55,11.45,StewKo00
Hines Ward,WR,25.235,2001-10-29,NFL,PIT,,TEN,W 34-7,6,7,Mon,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,WardHi00
Tony Banks,QB,28.213,2001-11-04,NFL,WAS,,SEA,W 27-14,8,8,Sun,15,23,65.22,152,2,1,94.8,1,13,6.61,6.39,BankTo00
Charlie Batch,QB,26.334,2001-11-04,NFL,DET,@,SFO,L 13-21,7,8,Sun,8,20,40.00,74,0,0,50.8,2,8,3.70,3.70,BatcCh00
Tom Brady,QB,24.093,2001-11-04,NFL,NWE,@,ATL,W 24-10,8,8,Sun,21,31,67.74,250,3,0,124.4,3,14,8.06,10.00,BradTo00
Drew Brees,QB,22.293,2001-11-04,NFL,SDG,,KAN,L 20-25,8,8,Sun,15,27,55.56,221,1,0,94.8,2,12,8.19,8.93,BreeDr00
Aaron Brooks,QB,25.225,2001-11-04,NFL,NOR,,NYJ,L 9-16,7,8,Sun,12,28,42.86,164,0,2,32.4,6,26,5.86,2.64,BrooAa00
Mark Brunell,QB,31.048,2001-11-04,NFL,JAX,@,TEN,L 24-28,7,8,Sun,21,32,65.63,261,1,1,88.2,5,22,8.16,7.38,BrunMa00
Chris Chandler,QB,36.023,2001-11-04,NFL,ATL,,NWE,L 10-24,7,8,Sun,8,20,40.00,95,1,1,51.0,6,32,4.75,3.50,ChanCh00
Kerry Collins,QB,28.309,2001-11-04,NFL,NYG,,DAL,W 27-24,8,8,Sun,24,34,70.59,280,3,2,100.1,4,15,8.24,7.35,CollKe00
Tim Couch,QB,24.096,2001-11-04,NFL,CLE,@,CHI,L 21-27,7,8,Sun,14,23,60.87,211,2,1,101.9,3,20,9.17,8.96,CoucTi00
Dameyune Craig,QB,27.199,2001-11-04,NFL,CAR,@,MIA,L 6-23,8,8,Sun,4,8,50.00,34,0,0,61.5,1,3,4.25,4.25,CraiDa00
Randall Cunningham,QB,38.222,2001-11-04,NFL,BAL,@,PIT,W 13-10,8,8,Sun,14,22,63.64,158,1,1,81.3,3,16,7.18,6.05,CunnRa00
Trent Dilfer,QB,29.236,2001-11-04,NFL,SEA,@,WAS,L 14-27,7,8,Sun,8,18,44.44,121,1,1,62.5,2,16,6.72,5.33,DilfTr00
Brett Favre*,QB,32.025,2001-11-04,NFL,GNB,,TAM,W 21-20,7,8,Sun,16,27,59.26,180,1,2,60.7,1,12,6.67,4.07,FavrBr00
Jay Fiedler,QB,29.310,2001-11-04,NFL,MIA,,CAR,W 23-6,7,8,Sun,20,33,60.61,287,1,1,86.3,1,9,8.70,7.94,FiedJa00
Doug Flutie,QB,39.012,2001-11-04,NFL,SDG,,KAN,L 20-25,8,8,Sun,6,16,37.50,61,0,1,23.2,1,11,3.81,1.00,FlutDo00
Jeff Garcia,QB,31.253,2001-11-04,NFL,SFO,,DET,W 21-13,7,8,Sun,26,35,74.29,296,3,2,104.0,2,14,8.46,7.60,GarcJe00
Tony Gonzalez*,TE,25.250,2001-11-04,NFL,KAN,@,SDG,W 25-20,8,8,Sun,1,1,100.00,40,0,0,118.7,0,0,40.00,40.00,GonzTo00
Trent Green,QB,31.118,2001-11-04,NFL,KAN,@,SDG,W 25-20,8,8,Sun,13,25,52.00,146,0,1,53.1,2,16,5.84,4.04,GreeTr00
Matt Hasselbeck,QB,26.040,2001-11-04,NFL,SEA,@,WAS,L 14-27,7,8,Sun,6,12,50.00,127,0,2,48.3,2,17,10.58,3.08,HassMa00
Brad Johnson,QB,33.052,2001-11-04,NFL,TAM,@,GNB,L 20-21,7,8,Sun,18,30,60.00,177,2,0,98.9,7,44,5.90,7.23,JohnBr00
Rob Johnson,QB,28.231,2001-11-04,NFL,BUF,,IND,L 14-30,7,8,Sun,17,33,51.52,172,1,0,76.8,6,24,5.21,5.82,JohnRo00
Ryan Leaf,QB,25.173,2001-11-04,NFL,DAL,@,NYG,L 24-27,7,8,Sun,4,8,50.00,85,0,0,88.0,2,15,10.63,10.63,LeafRy00
Matt Lytle,QB,26.061,2001-11-04,NFL,CAR,@,MIA,L 6-23,8,8,Sun,2,4,50.00,7,0,0,56.2,2,13,1.75,1.75,LytlMa00
Peyton Manning,QB,25.225,2001-11-04,NFL,IND,@,BUF,W 30-14,7,8,Sun,17,27,62.96,199,1,0,97.6,4,38,7.37,8.11,MannPe00
Shane Matthews,QB,31.156,2001-11-04,NFL,CHI,,CLE,W 27-21,7,8,Sun,30,50,60.00,357,2,3,70.2,5,43,7.14,5.24,MattSh00
Deuce McAllister,RB,22.312,2001-11-04,NFL,NOR,,NYJ,L 9-16,7,8,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,McAlDe00
Mike McMahon,QB,22.269,2001-11-04,NFL,DET,@,SFO,L 13-21,7,8,Sun,2,4,50.00,16,0,0,60.4,1,9,4.00,4.00,McMaMi00
Donovan McNabb,QB,24.344,2001-11-04,NFL,PHI,@,ARI,W 21-7,7,8,Sun,19,33,57.58,238,2,1,87.7,3,19,7.21,7.06,McNaDo00
Steve McNair,QB,28.263,2001-11-04,NFL,TEN,,JAX,W 28-24,7,8,Sun,27,34,79.41,241,2,0,115.8,4,25,7.09,8.26,McNaSt00
Jake Plummer,QB,26.320,2001-11-04,NFL,ARI,,PHI,L 7-21,7,8,Sun,24,41,58.54,293,1,1,78.6,3,23,7.15,6.54,PlumJa00
Kordell Stewart,QB,29.019,2001-11-04,NFL,PIT,,BAL,L 10-13,7,8,Sun,22,37,59.46,236,1,0,87.2,2,11,6.38,6.92,StewKo00
Clint Stoerner,QB,23.310,2001-11-04,NFL,DAL,@,NYG,L 24-27,7,8,Sun,13,23,56.52,177,1,4,56.2,2,9,7.70,0.74,StoeCl00
Vinny Testaverde,QB,37.356,2001-11-04,NFL,NYJ,@,NOR,W 16-9,8,8,Sun,13,22,59.09,145,1,1,75.0,2,15,6.59,5.45,TestVi00
Michael Vick,QB,21.131,2001-11-04,NFL,ATL,,NWE,L 10-24,7,8,Sun,2,9,22.22,56,0,0,53.0,3,15,6.22,6.22,VickMi00
Lamont Warren,RB,28.304,2001-11-04,NFL,DET,@,SFO,L 13-21,7,8,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,WarrLa00
Chris Weinke,QB,29.096,2001-11-04,NFL,CAR,@,MIA,L 6-23,8,8,Sun,9,21,42.86,158,0,1,49.3,1,5,7.52,5.38,WeinCh00
Gus Frerotte,QB,30.097,2001-11-05,NFL,DEN,@,OAK,L 28-38,8,8,Mon,4,6,66.67,50,1,0,131.9,0,0,8.33,11.67,FrerGu00
Rich Gannon,QB,35.320,2001-11-05,NFL,OAK,,DEN,W 38-28,7,8,Mon,25,34,73.53,242,3,0,122.4,0,0,7.12,8.88,GannRi00
Brian Griese,QB,26.232,2001-11-05,NFL,DEN,@,OAK,L 28-38,8,8,Mon,22,32,68.75,221,2,2,82.9,4,24,6.91,5.34,GrieBr00
Charlie Batch,QB,26.341,2001-11-11,NFL,DET,,TAM,L 17-20,8,9,Sun,21,39,53.85,239,1,2,59.7,5,21,6.13,4.33,BatcCh00
Tom Brady,QB,24.100,2001-11-11,NFL,NWE,,BUF,W 21-11,9,9,Sun,15,21,71.43,107,1,1,78.9,7,36,5.10,3.90,BradTo00
Aaron Brooks,QB,25.232,2001-11-11,NFL,NOR,@,SFO,L 27-28,8,9,Sun,22,37,59.46,347,2,0,108.7,1,11,9.38,10.46,BrooAa00
Mark Brunell,QB,31.055,2001-11-11,NFL,JAX,,CIN,W 30-13,8,9,Sun,20,32,62.50,189,2,0,99.6,3,25,5.91,7.16,BrunMa00
Kerry Collins,QB,28.316,2001-11-11,NFL,NYG,@,ARI,W 17-10,9,9,Sun,15,24,62.50,155,1,1,77.6,2,7,6.46,5.42,CollKe00
Tim Couch,QB,24.103,2001-11-11,NFL,CLE,,PIT,L 12-15,8,9,Sun,18,33,54.55,160,1,0,77.8,7,47,4.85,5.45,CoucTi00
Daunte Culpepper,QB,24.287,2001-11-11,NFL,MIN,@,PHI,L 17-48,8,9,Sun,21,35,60.00,285,2,1,93.2,6,40,8.14,8.00,CulpDa00
Brett Favre*,QB,32.032,2001-11-11,NFL,GNB,@,CHI,W 20-12,8,9,Sun,19,32,59.38,268,2,1,94.3,1,0,8.38,8.22,FavrBr00
Jay Fiedler,QB,29.317,2001-11-11,NFL,MIA,@,IND,W 27-24,8,9,Sun,17,29,58.62,259,2,2,82.4,1,18,8.93,7.21,FiedJa00
Doug Flutie,QB,39.019,2001-11-11,NFL,SDG,@,DEN,L 16-26,9,9,Sun,12,31,38.71,165,1,4,27.7,1,18,5.32,0.16,FlutDo00
Rich Gannon,QB,35.326,2001-11-11,NFL,OAK,@,SEA,L 27-34,8,9,Sun,24,38,63.16,257,2,0,100.4,2,7,6.76,7.82,GannRi00
Jeff Garcia,QB,31.260,2001-11-11,NFL,SFO,,NOR,W 28-27,8,9,Sun,21,34,61.76,252,4,0,123.7,1,1,7.41,9.76,GarcJe00
Martin Gramatica,K,25.349,2001-11-11,NFL,TAM,@,DET,W 20-17,8,9,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,gramamar01
Trent Green,QB,31.125,2001-11-11,NFL,KAN,@,NYJ,L 7-27,9,9,Sun,16,31,51.61,143,1,3,35.5,3,19,4.61,0.90,GreeTr00
Brian Griese,QB,26.238,2001-11-11,NFL,DEN,,SDG,W 26-16,9,9,Sun,21,31,67.74,224,2,0,110.1,3,3,7.23,8.52,GrieBr00
Matt Hasselbeck,QB,26.047,2001-11-11,NFL,SEA,,OAK,W 34-27,8,9,Sun,15,23,65.22,181,1,0,103.7,1,3,7.87,8.74,HassMa00
Brad Johnson,QB,33.059,2001-11-11,NFL,TAM,@,DET,W 20-17,8,9,Sun,20,36,55.56,188,1,0,79.4,2,13,5.22,5.78,JohnBr00
Doug Johnson,QB,24.015,2001-11-11,NFL,ATL,,DAL,W 20-13,8,9,Sun,3,4,75.00,23,1,0,128.1,1,4,5.75,10.75,JohnDo00
Leon Johnson,RB,27.121,2001-11-11,NFL,CHI,,GNB,L 12-20,8,9,Sun,1,1,100.00,18,0,0,118.7,0,0,18.00,18.00,JohnLe00
Rob Johnson,QB,28.238,2001-11-11,NFL,BUF,@,NWE,L 11-21,8,9,Sun,14,26,53.85,167,0,1,57.7,5,31,6.42,4.69,JohnRo00
Jon Kitna,QB,29.051,2001-11-11,NFL,CIN,@,JAX,L 13-30,8,9,Sun,28,48,58.33,303,0,1,68.3,4,24,6.31,5.38,KitnJo00
Ryan Leaf,QB,25.180,2001-11-11,NFL,DAL,@,ATL,L 13-20,8,9,Sun,14,22,63.64,114,1,1,72.9,3,18,5.18,4.05,LeafRy00
Ray Lucas,QB,29.097,2001-11-11,NFL,MIA,@,IND,W 27-24,8,9,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,LucaRa00
Matt Lytle,QB,26.068,2001-11-11,NFL,CAR,@,STL,L 14-48,9,9,Sun,15,25,60.00,126,1,2,53.1,1,11,5.04,2.24,LytlMa00
Peyton Manning,QB,25.232,2001-11-11,NFL,IND,,MIA,L 24-27,8,9,Sun,20,33,60.61,253,3,2,89.6,3,29,7.67,6.76,MannPe00
Jamie Martin,QB,31.276,2001-11-11,NFL,STL,,CAR,W 48-14,8,9,Sun,2,2,100.00,12,0,0,91.7,0,0,6.00,6.00,MartJa00
Mike McMahon,QB,22.276,2001-11-11,NFL,DET,,TAM,L 17-20,8,9,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,McMaMi00
Donovan McNabb,QB,24.351,2001-11-11,NFL,PHI,,MIN,W 48-17,8,9,Sun,19,29,65.52,223,3,0,123.2,1,8,7.69,9.76,McNaDo00
Jim Miller,QB,30.275,2001-11-11,NFL,CHI,,GNB,L 12-20,8,9,Sun,28,47,59.57,201,0,0,69.5,1,4,4.28,4.28,MillJi00
Jake Plummer,QB,26.327,2001-11-11,NFL,ARI,,NYG,L 10-17,8,9,Sun,13,26,50.00,172,1,1,68.1,2,37,6.62,5.65,PlumJa00
Kordell Stewart,QB,29.026,2001-11-11,NFL,PIT,@,CLE,W 15-12,8,9,Sun,18,32,56.25,188,0,0,73.4,1,4,5.88,5.88,StewKo00
Vinny Testaverde,QB,37.363,2001-11-11,NFL,NYJ,,KAN,W 27-7,9,9,Sun,17,27,62.96,170,0,1,65.4,0,0,6.30,4.63,TestVi00
Tom Tupa,P-QB,35.278,2001-11-11,NFL,NYJ,,KAN,W 27-7,9,9,Sun,1,1,100.00,9,0,0,104.2,0,0,9.00,9.00,TupaTo20
Alex Van Pelt,QB,31.194,2001-11-11,NFL,BUF,@,NWE,L 11-21,8,9,Sun,2,7,28.57,37,1,1,49.1,0,0,5.29,1.71,VanPAl00
Michael Vick,QB,21.138,2001-11-11,NFL,ATL,,DAL,W 20-13,8,9,Sun,4,12,33.33,32,1,0,70.1,2,5,2.67,4.33,VickMi00
Kurt Warner*,QB,30.142,2001-11-11,NFL,STL,,CAR,W 48-14,8,9,Sun,14,20,70.00,144,1,3,67.5,0,0,7.20,1.45,WarnKu00
Elvis Grbac,QB,31.091,2001-11-12,NFL,BAL,@,TEN,W 16-10,9,9,Mon,15,27,55.56,192,1,1,74.9,3,20,7.11,6.19,GrbaEl00
Craig Hentrich,P/K,30.178,2001-11-12,NFL,TEN,,BAL,L 10-16,8,9,Mon,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,hentrcra01
