"Team","TeamCode","ConferenceCode","FBS","Power5","Conference","ConferenceAbbrev","Nickname","Name1","Name2","Name3","Name4","Name5","Name6","Name7","Name8","URL","logo","color_0_hex","color_1_hex","color_2_hex"
"East. New Mexico",307,,"False","False",,,"Greyhounds",,"Eastern New Mexico","E. New Mexico","E New Mexico",,,,,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Eastern_New_Mexico_Greyhounds_logo.svg/1200px-Eastern_New_Mexico_Greyhounds_logo.svg.png","https://cdn.usteamcolors.com/images/ncaa/division-2/eastern-new-mexico-greyhounds-logo.png","#1E6633","#918F90",
"Emporia St.",308,,"False","False",,,"Hornets",,"Emporia St","Emporia State",,,,,,"https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Emporia_State_Hornets_logo.svg/1200px-Emporia_State_Hornets_logo.svg.png","https://cdn.usteamcolors.com/images/ncaa/division-2/emporia-state-hornets-logo.png","#B78507","#231F20",
"Ferris State",309,,"False","False",,,"Bulldogs",,"Ferris St.","Ferris St",,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2222.png","https://cdn.usteamcolors.com/images/ncaa/division-2/ferris-state-bulldogs-logo.png","#D41042","#FBBF16",
"Findlay",310,,"False","False",,,"Oilers",,,,,,,,,"https://www.findlay.edu/offices/marketing-communication/brand-guidelines/SiteAssets/Pages/Introduction/Level%201%20Athletics.png","https://cdn.usteamcolors.com/images/ncaa/division-2/findlay-oilers-logo.png","#F36717","#231F20",
"Florida Tech",311,,"False","False",,,"Panthers",,"Florida Institute of Technology",,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/53.png","https://cdn.usteamcolors.com/images/ncaa/division-2/florida-tech-panthers-logo.png","#5F1316","#797677",
"Fort Hays St.",312,,"False","False",,,"Tigers",,"Fort Hays St","Fort Hays State",,,,,,"https://upload.wikimedia.org/wikipedia/en/thumb/1/14/Fort_Hays_State_Tigers_logo.svg/1200px-Fort_Hays_State_Tigers_logo.svg.png","https://cdn.usteamcolors.com/images/ncaa/division-2/fort-hays-state-tigers-logo.png","#231F20","#FAB20B",
"Fort Scott (KS)",313,,"False","False",,,"Greyhounds",,,,,,,,,"http://cdnak1.psbin.com/logos/rpi/1328njcaa/sball.png",,,,
"Fort Valley State",314,,"False","False",,,"Wildcats",,"Fort Valley St.","Fort Valley St",,,,,,"https://cdn.herosports.com/upload/school/school-logo/fort-valley-state-logo.png",,,,
"Geneva",315,,"False","False",,,"Golden Tornadoes",,,,,,,,,"https://athletics.geneva.edu/images/logos/site/site.png",,,,
"Glenville State",316,,"False","False",,,"Pioneers",,,,,,,,,"https://www.mountaineast.tv/assets/images/Glenville.png","https://cdn.usteamcolors.com/images/ncaa/division-2/glenville-state-pioneers-logo.png","#1A64B7",,
"Grand Valley St.",317,,"False","False",,,"Lakers",,"Grand Valley St","Grand Valley State",,,,,,"https://fanapeel.com/wp-content/uploads/logo_-grand-valley-state-university-lakers-blue-gv.png","https://cdn.usteamcolors.com/images/ncaa/division-2/grand-valley-state-lakers-logo.png","#264391","#231F20",
"Gustavus Adolphus",318,,"False","False",,,"Golden Gusties",,,,,,,,,"http://livestats.prestosports.com/logos/266.png",,,,
"Harding",319,,"False","False",,,"Bison",,,,,,,,,"https://cdn.herosports.com/upload/school/school-logo/harding-logo.png",,,,
"Hartwick",320,,"False","False",,,"Hawks",,,,,,,,,"https://s3-us-west-2.amazonaws.com/scorestream-team-profile-pictures/274406/20181010232913_703_mascotOrig.png",,,,
"Hastings",321,,"False","False",,,"Broncos",,,,,,,,,"https://cdn.herosports.com/upload/images/school-logos/hastings-college-logo.png",,,,
"Heidelberg",322,,"False","False",,,"Student Princes",,,,,,,,,"https://cdn4.sportngin.com/attachments/photo/9262/9268/Heidelberg_medium.png",,,,
"Henderson State",323,,"False","False",,,"Reddies",,"Henderson St.","Henderson St",,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2271.png","https://cdn.usteamcolors.com/images/ncaa/division-2/henderson-state-reddies-logo.png","#A21A34","#8F9295",
"Hillsdale",324,,"False","False",,,"Chargers",,,,,,,,,"https://media.ussportscamps.com/media/images/swim/nike/logos/Hillsdale-Chargers-Logo-Horse.png","https://cdn.usteamcolors.com/images/ncaa/division-2/hillsdale-chargers-logo.png","#104076",,
"Hobart & William Smith",325,,"False","False",,,"Statesman",,"Hobart",,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/174.png",,,,
"Hofstra",326,,"False","False",,,"Pride",,,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2275.png","https://cdn.usteamcolors.com/images/ncaa/division-1/hofstra-pride-logo.png","#FDC82F","#003591",
"Holmes (MS)",327,,"False","False",,,"Dogs",,,,,,,,,"https://www.holmescc.edu/images/news/LogoTrans.png",,,,
"Humboldt St.",328,,"False","False",,,"Lumberjacks",,"Humboldt St","Humboldt State",,,,,,"http://mediad.publicbroadcasting.net/p/khsu/files/styles/medium/public/201605/circleH_pms349.png","https://cdn.usteamcolors.com/images/ncaa/division-2/humboldt-state-lumberjacks-logo.png","#006F4D","#FAB217",
"Hutchinson (KS)",329,,"False","False",,,"Blue Dragons",,,,,,,,,"http://cdnak1.psbin.com/logos/rpi/1333/wbkb.png",,,,
"Indiana (PA)",330,,"False","False",,,"Crimson Hawks",,,,,,,,,"https://cdn.herosports.com/upload/images/school-logos/indiana-pennsylvania-logo.png",,,,
"Iona",331,,"False","False",,,"Gaels",,,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/314.png","https://cdn.usteamcolors.com/images/ncaa/division-1/iona-gaels-logo.png","#661E2B","#EAAF0F",
"Itawamba JC",332,,"False","False",,,"Indians",,"Itawamba Community College","Itawamba Junior College",,,,,,"https://static1.squarespace.com/static/5b8eea4a50a54f68d0167dcf/t/5b8eec1d0e2e72779fe097fb/1536163344023/?format=1500w",,,,
"John Carroll",333,,"False","False",,,"Blue Streaks",,,,,,,,,"https://jcusports.com/images/logos/site/site.png",,,,
"Kentucky St.",334,,"False","False",,,"Thorobreds",,"Kentucky St","Kentucky State",,,,,,"https://cdn.herosports.com/upload/images/school-logos/kentucky-state-logo.png","https://cdn.usteamcolors.com/images/ncaa/division-2/kentucky-state-thorobreds-logo.png","#056839","#FFDE16",
"Knoxville",335,,"False","False",,,"Bulldogs",,,,,,,,,"https://s3-us-west-2.amazonaws.com/sportshub2-uploads-prod/files/sites/1088/2019/03/11143558/logo_favicon-150x150.png",,,,
"Kutztown",336,,"False","False",,,"Golden Bears",,,,,,,,,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2315.png","https://cdn.usteamcolors.com/images/ncaa/division-2/kutztown-golden-bears-logo.png","#77253A","#7E6F42",
"La Salle",337,,"False","False",,,"Explorers",,,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2325.png","https://cdn.usteamcolors.com/images/ncaa/division-1/la-salle-explorers-logo.png","#003057","#F1C400",
"Lane",338,,"False","False",,,"Dragons",,"Lane (TN)",,,,,,,"https://cdn.herosports.com/upload/lane-logo.png",,,,
"Langston",339,,"False","False",,,"Lions",,,,,,,,,"https://cdn.herosports.com/upload/images/school-logos/langston-university-logo.png",,,,
"Limestone",340,,"False","False",,,"Saints",,,,,,,,,"https://upload.wikimedia.org/wikipedia/en/thumb/1/1d/Limestone_Saints_logo.svg/1200px-Limestone_Saints_logo.svg.png","https://cdn.usteamcolors.com/images/ncaa/division-2/limestone-saints-logo.png","#264391","#F7E110",
"Lindenwood",341,,"False","False",,,"Lions",,,,,,,,,"https://lindenwoodlions.com/images/logos/site/site.png","https://cdn.usteamcolors.com/images/ncaa/division-2/lindenwood-lions-logo.png","#231F20","#C8B362",
"Long Beach CC",342,,"False","False",,,"Vikings",,,,,,,,,"https://s3-us-west-2.amazonaws.com/asset.plexuss.com/college/logos/6456_long-beach-city-college-logo.png",,,,
"Malone (OH)",343,,"False","False",,,"Pioneers",,"Malone University (Ohio)",,,,,,,"http://cdnak1.psbin.com/logos/rpi/30137/wbkb.png",,,,
"Manitoba (Canada)",344,,"False","False",,,"Bisons",,"Manitoba",,,,,,,"https://upload.wikimedia.org/wikipedia/en/thumb/a/a5/Manitoba_Bisons_Logo.svg/1200px-Manitoba_Bisons_Logo.svg.png",,,,
"Mars Hill",345,,"False","False",,,"Lions",,,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2369.png",,,,
"Mary",346,,"False","False",,,"Marauders",,,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/110243.png","https://cdn.usteamcolors.com/images/ncaa/division-2/mary-marauders-logo.png","#172E56","#F25C19",
"Mary Hardin-Baylor",347,,"False","False",,,"Crusaders",,,,,,,,,"https://cdn.herosports.com/upload/school/school-logo/mary-hardin-baylor-logo.png",,,,
"McGill (Canada)",348,,"False","False",,,"Redmen",,"McGill",,,,,,,"https://upload.wikimedia.org/wikipedia/en/2/28/McGill_Redmen_Logo.png",,,,
"Menlo",349,,"False","False",,,"Oaks",,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/a/aa/Menlo-college-symbol.png",,,,
"Michigan Tech",350,,"False","False",,,"Huskies",,,,,,,,,"https://clubs.recservices.iastate.edu/baseball/wp-content/uploads/sites/10/2015/11/Michigan-Tech-logo.png","https://cdn.usteamcolors.com/images/ncaa/division-2/michigan-tech-huskies-logo.png","#C0C0C0","#FBCB07","#231F20"
"Midwestern St.",351,,"False","False",,,"Mustangs",,"Midwestern St","Midwestern State",,,,,,"https://neo-cdn.stretchinternet.com/yuaHoO/header/d06505b5-0b4a-451b-a652-e80b1b03ceb4.png","https://cdn.usteamcolors.com/images/ncaa/division-2/midwestern-state-mustangs-logo.png","#84152C","#FDB016",
"Minnesota State",352,,"False","False",,,"Mavericks",,"Minnesota St.","Minnesota St","Mankato St.","Mankato St","Mankato State",,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2364.png","https://cdn.usteamcolors.com/images/ncaa/division-2/minnesota-state-mavericks-logo.png","#683B7A","#FAD40B",
"Minnesota-Morris",353,,"False","False",,,"Cougars",,"UM-Morris","Minn-Morris",,,,,,"https://morriscougars.com/images/logos/site/site.png",,,,
"Mississippi Col.",354,,"False","False",,,"Choctaws",,,,,,,,,"https://static1.squarespace.com/static/52ebf31ce4b04a9f47a446e7/t/55f0a69de4b0388802808fa9/1441834654069/",,,,
"Mississippi Delta CC",355,,"False","False",,,"Trojans",,,,,,,,,"https://nwccrangers.com/images/logos/mississippi%20delta%20logo.png",,,,
"Missouri Southern",356,,"False","False",,,"Lions",,"Missouri Southern State","Missouri Southern St","Missouri Southern St.",,,,,"https://upload.wikimedia.org/wikipedia/en/thumb/2/26/Missouri_Southern_Lions_logo.svg/1200px-Missouri_Southern_Lions_logo.svg.png","https://cdn.usteamcolors.com/images/ncaa/division-2/missouri-southern-lions-logo.png","#1A663C","#F2CE2D",
"Missouri Western St.",357,,"False","False",,,"Griffons",,"Missouri Western State","Missouri W St.","Missouri W St","Missouri Western St","Missouri Western",,,"https://cdn.herosports.com/upload/school/school-logo/missouri-western-logo.png","https://cdn.usteamcolors.com/images/ncaa/division-2/missouri-western-griffons-logo.png","#231F20","#F6B00C",
"Monmouth (IL)",358,,"False","False",,,"Fighting Scots",,,,,,,,,"https://cdn.herosports.com/upload/monmouth-il-logo.png",,,,
"Morehouse",359,,"False","False",,,"Maroon Tigers",,,,,,,,,"https://cdn.herosports.com/upload/morehouse-logo.png","https://cdn.usteamcolors.com/images/ncaa/division-2/morehouse-maroon-tigers-logo.png","#960A2C",,
"Morris Brown",360,,"False","False",,,"Wolverins",,,,,,,,,"https://i.pinimg.com/originals/ac/5a/c3/ac5ac386e7e54f8cf1b6813ce323161a.png",,,,
"Mount San Antonio JC",361,,"False","False",,,"Mounties",,,,,,,,,"http://cdnak1.psbin.com/logos/rpi/NJCAA0053/wbkb.png",,,,
"Mount Union",362,,"False","False",,,"Raiders",,"Mount Union (OH)",,,,,,,"https://cdn.herosports.com/upload/school/school-logo/mount-union-logo.png",,,,
"NE Oklahoma A&M",363,,"False","False",,,"Golden Norsemen",,"Northeast Oklahoma A&M",,,,,,,"https://neoathletics.com/images/logos/site/site.png",,,,
"NE State (OK)",364,,"False","False",,,"RiverHawks",,"Northeastern State","Northeastern St","Northeastern St.",,,,,"https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Northeastern_State_RiverHawks_logo.svg/1200px-Northeastern_State_RiverHawks_logo.svg.png",,,,
"Nebraska-Kearney",365,,"False","False",,,"Lopers",,,,,,,,,"https://upload.wikimedia.org/wikipedia/en/thumb/6/65/Nebraska%E2%80%93Kearney_Lopers_logo.svg/1200px-Nebraska%E2%80%93Kearney_Lopers_logo.svg.png",,,,
"Nebraska-Omaha",366,,"False","False",,,"Mavericks","UNO",,,,,,,,"https://cdn2.sportngin.com/attachments/document/0135/9674/icon_acad-clr.png",,,,
"New Mexico Highlands",367,,"False","False",,,"Cowboys","NMHU",,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2424.png","https://cdn.usteamcolors.com/images/ncaa/division-2/new-mexico-highlands-cowboys-logo.png","#482F82","#CAC2B8",
"Newberry",368,,"False","False",,,"Wolves",,,,,,,,,"https://www.newberry.edu/images/wolves-red-logo.png","https://cdn.usteamcolors.com/images/ncaa/division-2/newberry-wolves-logo.png","#E51636","#A09D9E",
"Northeastern",369,,"False","False",,,"Huskies",,"Northeastern (MA)",,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/111.png","https://cdn.usteamcolors.com/images/ncaa/division-1/northeastern-huskies-logo.png","#E50000","#000000",
"Northern State Univ.",370,,"False","False",,,"Wolves",,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/3/37/Northern_State_University_logo.png",,,,
"Northwood",371,,"False","False",,,"Timberwolves",,"North (MI)",,,,,,,"https://www.northwood.edu/photos/athletics/athletics-timberwolves.png","https://cdn.usteamcolors.com/images/ncaa/division-2/northwood-timberwolves-logo.png","#0F80CC",,
"NW Missouri St.",372,,"False","False",,,"Bearcats",,"NW Missouri St","NW Missouri State","Northwest Missouri St","Northwest Missouri St.","Northwest Missouri State",,,"https://upload.wikimedia.org/wikipedia/en/thumb/f/fa/Northwest_Missouri_State_Bearcats_logo.svg/1200px-Northwest_Missouri_State_Bearcats_logo.svg.png","https://cdn.usteamcolors.com/images/ncaa/division-2/northwest-missouri-state-bearcats-logo.png","#00674C",,
"NW Oklahoma St.",373,,"False","False",,,"Rangers",,"NW Oklahoma St","NW Oklahoma State","Northwestern Oklahoma State",,,,,"https://upload.wikimedia.org/wikipedia/en/0/0e/NWOSU_Rangers.png","https://cdn.usteamcolors.com/images/ncaa/division-2/northwestern-oklahoma-state-rangers-logo.png","#000000","#D2202E",
"Ohio Northern",374,,"False","False",,,"Polar Bears","ONU",,,,,,,,"https://cdn.herosports.com/upload/school/school-logo/ohio-northern-logo.png",,,,
"Ouachita Baptist",375,,"False","False",,,"Tigers",,,,,,,,,"https://obutigers.com/images/logos/site/site.png","https://cdn.usteamcolors.com/images/ncaa/division-2/ouachita-baptist-tigers-logo.png","#4D2587","#FBC01C",
"Pacific",376,,"False","False",,,"Tigers",,,,,,,,,"https://upload.wikimedia.org/wikipedia/en/thumb/5/5e/Pacific_Tigers_logo.svg/1200px-Pacific_Tigers_logo.svg.png","https://cdn.usteamcolors.com/images/ncaa/division-1/pacific-tigers-logo.png","#F47920","#000000",
"Pittsburg St.",377,,"False","False",,,"Gorillas",,"Pittsburg State","Pittsburg St",,,,,,"https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Pittsburg_State_Athletics_wordmark.svg/1200px-Pittsburg_State_Athletics_wordmark.svg.png","https://cdn.usteamcolors.com/images/ncaa/division-2/pittsburg-state-gorillas-logo.png","#D21C2D","#FCCB07",
"Regina (Canada)",378,,"False","False",,,"Rams",,"Regina",,,,,,,"https://s3-us-west-2.amazonaws.com/scorestream-team-profile-pictures/291111/20181011003232_497_mascotOrig.png",,,,
"Rocky Mountain",379,,"False","False",,,"Battlin’ Bears",,,,,,,,,"https://gobattlinbears.com/images/logos/site/site.png",,,,
"Saginaw Valley State",380,,"False","False",,,"Cardinals","SVSU","Saginaw","Saginaw Valley","Saginaw Valley St.","Saginaw Valley St",,,,"https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Saginaw_Valley_State_Cardinals_logo.svg/1200px-Saginaw_Valley_State_Cardinals_logo.svg.png","https://cdn.usteamcolors.com/images/ncaa/division-2/saginaw-valley-state-cardinals-logo.png","#C4122E","#003663",
"Saint Peter’s",381,,"False","False",,,"Peacocks",,,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2612.png","https://cdn.usteamcolors.com/images/ncaa/division-1/saint-peters-peacocks-logo.png","#0072CE",,
"Salisbury",382,,"False","False",,,"Seagulls",,,,,,,,,"https://neo-cdn.stretchinternet.com/KWopPV/header/salisbury3.png",,,,
"Savannah State",383,,"False","False",,,"Tigers","SAV","Savannah St","Savannah St.",,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2542.png","https://cdn.usteamcolors.com/images/ncaa/division-1/savannah-state-tigers-logo.png","#F24D17","#002294",
"Shepherd",384,,"False","False",,,"Rams",,,,,,,,,"https://www.clipartmax.com/png/small/115-1154762_shepherd-womens-soccer-data-shepherd-university-football-logo.png","https://cdn.usteamcolors.com/images/ncaa/division-2/shepherd-rams-logo.png","#283477","#D9AE13",
"Shippensburg",385,,"False","False",,,"Raiders",,,,,,,,,"https://www.future500idcamp.com/wp-content/uploads/2017/01/Shippensburg.png","https://cdn.usteamcolors.com/images/ncaa/division-2/shippensburg-raiders-logo.png","#EE293D","#1F4FA2",
"Sioux Falls",386,,"False","False",,,"Cougars",,,,,,,,,"https://usfcougars.com/images/logos/site/site.png","https://cdn.usteamcolors.com/images/ncaa/division-2/sioux-falls-cougars-logo.png","#432C91",,
"Slippery Rock",387,,"False","False",,,"The Rock",,,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/215.png",,,,
"Southern Arkansas",388,,"False","False",,,"Muleriders",,"S Arkansas",,,,,,,"https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Southern_Arkansas_Muleriders_logo.svg/1200px-Southern_Arkansas_Muleriders_logo.svg.png","https://cdn.usteamcolors.com/images/ncaa/division-2/southern-arkansas-muleriders-logo.png","#00539B","#F0CB00",
"Southern Connecticut St.",389,,"False","False",,,"Owls",,"S. Connecticut St.","Southern Connecticut St","Southern Connecticut State",,,,,"https://www.logolynx.com/images/logolynx/e0/e00fd1537c232bb043c38ff1643c4667.png",,,,
"Southern Oregon",390,,"False","False",,,"Raiders",,,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2584.png",,,,
"St. Augustine’s",391,,"False","False",,,"Falcons",,"Saint Augustine’s","St. Augustines",,,,,,"https://cdn.herosports.com/upload/st-augustines-logo.png","https://cdn.usteamcolors.com/images/ncaa/division-2/st-augustine-s-falcons-logo.png","#0B335E",,
"St. Cloud St.",392,,"False","False",,,"Huskies",,"St. Could St","Saint Cloud St","Saint Cloud St.","Saint Cloud State",,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2594.png",,,,
"St. Marys (CA)",393,,"False","False",,,"Gaels",,"St. Mary's (CA)",,,,,,,"https://a2.espncdn.com/combiner/i?img=%2Fi%2Fteamlogos%2Fncaa%2F500%2F2608.png",,,,
"St. Paul’s (VA)",394,,"False","False",,,"Tigers",,"St. Pauls","St. Paul’s",,,,,,"https://dumielauxepices.net/sites/default/files/white-tiger-clipart-depauw-822829-6439378.jpg",,,,
"Stillman",395,,"False","False",,,"Tigers",,"Stillman Valley",,,,,,,"http://www.ssacsports.com/images/school_logos/Stillmanpng.png",,,,
"Tarleton St.",396,,"False","False",,,"Texans",,"Tarleton St","Tarleton State",,,,,,"https://tarletonsports.com/images/logos/site/site.png","https://cdn.usteamcolors.com/images/ncaa/division-2/tarleton-state-texans-logo.png","#5A2B81",,
"Texas A&M-Commerce",397,,"False","False",,,"Lions",,,,,,,,,"https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Texas_A%26M%E2%80%93Commerce_Lions_logo.svg/1200px-Texas_A%26M%E2%80%93Commerce_Lions_logo.svg.png",,,,
"Texas A&M-Kingsville",398,,"False","False",,,"Javelinas","AMKN",,,,,,,,"http://www.tamuk.edu/registrar/images/javehead2TONE.png",,,,
"Tiffin",399,,"False","False",,,"Dragons",,,,,,,,,"https://cdn.herosports.com/upload/school/school-logo/tiffin-logo.png","https://cdn.usteamcolors.com/images/ncaa/division-2/tiffin-dragons-logo.png","#105F33","#FFF201",
"Trinity (CT)",400,,"False","False",,,"Bantams",,"Trinity",,,,,,,"https://cdn.herosports.com/upload/school/school-logo/trinity-conn-logo.png",,,,
"Trinity (TX)",401,,"False","False",,,"Tigers",,,,,,,,,"http://livestats.prestosports.com/logos/715.png?max_width=100",,,,
"Tusculum",402,,"False","False",,,"Pioneers",,,,,,,,,"https://cdn.prestosports.com/action/cdn/logos/rpi/12830/wsoc.png","https://cdn.usteamcolors.com/images/ncaa/division-2/tusculum-pioneers-logo.png","#110F0E","#F25422",
"Tuskegee",403,,"False","False",,,"Golden Tigers",,,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2657.png","https://cdn.usteamcolors.com/images/ncaa/division-2/tuskegee-golden-tigers-logo.png","#B21938","#ECAF0E",
"Valdosta State",404,,"False","False",,,"Blazers",,"Valdosta St.","Valdosta St",,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2673.png","https://cdn.usteamcolors.com/images/ncaa/division-2/valdosta-state-blazers-logo.png","#D91A31","#231F20",
"Virginia St.",405,,"False","False",,,"Trojans",,"Virginia St","Virginia State",,,,,,"https://govsutrojans.com/images/logos/site/site.png","https://cdn.usteamcolors.com/images/ncaa/division-2/virginia-state-trojans-logo.png","#F36917","#1C4F9C",
"Virginia Union",406,,"False","False",,,"Panthers",,,,,,,,,"https://s3.amazonaws.com/sidearm.sites/vuusports.com/images/logos/header_official.png","https://cdn.usteamcolors.com/images/ncaa/division-2/virginia-union-panthers-logo.png","#F6F4F3","#761F20",
"Walla Walla CC (WA)",407,,"False","False",,,"Warriors",,,,,,,,,"https://warriors.wwcc.edu/womens-basketball/wp-content/uploads/sites/2/2017/11/walla-walla.png",,,,
"Washburn",408,,"False","False",,,"Ichabods",,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/e/ef/Washburn_University_Athletics_logo.png","https://cdn.usteamcolors.com/images/ncaa/division-2/washburn-ichabods-logo.png","#133A72",,
"Wayne State (MI)",409,,"False","False",,,"Warriors",,"Wayne St. (MI)","Wayne St (MI)",,,,,,"https://mac.wayne.edu/images/3d-warrior-w-stroke.png",,,,
"Wesley",410,,"False","False",,,"Wolverines",,"Wesley College","Wesley (DE)",,,,,,"http://livestats.prestosports.com/logos/763.png",,,,
"West Alabama",411,,"False","False",,,"Tigers",,"W Alabama","W. Alabama",,,,,,"http://logos.statbroadcast.com/weal.png","https://cdn.usteamcolors.com/images/ncaa/division-2/west-alabama-tigers-logo.png","#A91A2D",,
"West Chester",412,,"False","False",,,"Golden Rams",,,,,,,,,"https://upload.wikimedia.org/wikipedia/en/e/e4/WCUGoldenRams.PNG","https://cdn.usteamcolors.com/images/ncaa/division-2/west-chester-golden-rams-logo.png","#621B7B","#F9B118",
"West Georgia",413,,"False","False",,,"Wolves",,"West. Georgia","W Georgia",,,,,,"https://cdn.herosports.com/upload/school/school-logo/west-georgia-logo.png","https://cdn.usteamcolors.com/images/ncaa/division-2/west-georgia-wolves-logo.png","#1E59AE","#EE293D",
"West Liberty",414,,"False","False",,,"Hilltoppers",,"W. Liberty","W Liberty",,,,,,"https://www.mountaineast.tv/assets/images/WLU.png",,,,
"West Los Angeles College",415,,"False","False",,,"Wildcats",,"W LA College","W. LA College","West LA College",,,,,"https://www.greatcollegedeals.net/wp-content/uploads/2018/06/west-los-angeles-college.png",,,,
"West Texas A&M",416,,"False","False",,,"Buffaloes","WESTA&M",,,,,,,,"http://wtamu.edu/webres/Image/Site%20Pictures/News/graphic_standards_2015fall/buffalo_7421.png",,,,
"West. New Mexico",417,,"False","False",,,"Mustangs",,"W. New Mexico","Western New Mexico",,,,,,"https://collegead.com/wp-content/uploads/2016/03/WESTERN-NEW-MEXICO-UNIVERSITY.png","https://cdn.usteamcolors.com/images/ncaa/division-2/western-new-mexico-mustangs-logo.png","#3A1C66","#FAB80A",
"West. Ontario",418,,"False","False",,,"Mustangs",,"West Ontario","W Ontario","Western Ontario",,,,,"https://communications.uwo.ca/comms/img/downloads/Mustang_CMYK.png",,,,
"West. Washington",419,,"False","False",,,"Vikings",,"W Washington","Western Washington",,,,,,"https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Western_Washington_Vikings_logo.svg/200px-Western_Washington_Vikings_logo.svg.png","https://cdn.usteamcolors.com/images/ncaa/division-2/western-washington-vikings-logo.png","#0F2752","#A7A5A6",
"Western Oregon",420,,"False","False",,,"Wolves",,,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2848.png","https://cdn.usteamcolors.com/images/ncaa/division-2/western-oregon-wolves-logo.png","#E21837",,
"Western St. (CO)",421,,"False","False",,,"Mountaineers",,"Western St (CO)","Western State (CO)",,,,,,"https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Western_Colorado_Mountaineers_logo.svg/1200px-Western_Colorado_Mountaineers_logo.svg.png",,,,
"Wheaton",422,,"False","False",,,"Lyons",,,,,,,,,"https://mir-s3-cdn-cf.behance.net/project_modules/disp/e11c935391449.560cdecbe268b.png",,,,
"Whitworth",423,,"False","False",,,"Pirates",,,,,,,,,"https://cdn.freebiesupply.com/logos/large/2x/whitworth-pirates-logo-png-transparent.png",,,,
"William Penn",424,,"False","False",,,"Statesman",,,,,,,,,"http://d21gd0ap5v1ndt.cloudfront.net/logos/i/2312/250/250.png",,,,
"Wingate",425,,"False","False",,,"Bulldogs",,,,,,,,,"https://wingatebulldogs.com/images/logos/site/site.png","https://cdn.usteamcolors.com/images/ncaa/division-2/wingate-bulldogs-logo.png","#15213A","#C3B571",
"Winston-Salem State",426,,"False","False",,,"Rams","WSSU","Winston-Salem","Winston-Salem St.","Winston-Salem St",,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2736.png","https://cdn.usteamcolors.com/images/ncaa/division-2/wssu-rams-logo.png","#DC1A32",,
"Wisconsin-Milwaukee",427,,"False","False",,,"Panthers","UWM","Wisc-Milwaukee","UW-Milwaukee","Wisconsin–Milwaukee",,,,,"https://hoopdirt.com/wp-content/uploads/2016/03/2509967_mktg_logo.png",,,,
"Wisconsin-Platteville",428,,"False","False",,,"Pioneers","UWP","Wisc-Platteville","UW-Plateville","Wisconsin–Platteville",,,,,"https://cdn.herosports.com/upload/school/school-logo/uw-platteville.png",,,,
"Wisconsin-Stevens Point",429,,"False","False",,,"Pointers",,"Wisc-Stevens Point","UW-Stevens Point","Wisconsin–Stevens Point",,,,,"https://www.gannett-cdn.com/-mm-/d00b036cfcf85c36462a543aa94a87405177d42c/c=0-38-300-263/local/-/media/2017/02/09/StevensPoint/B9326152297Z.1_20170209001414_000_G0SHBTLFM.1-0.png?width=534&height=401&fit=crop",,,,
"Wisconsin-Stout",430,,"False","False",,,"Blue Devils",,"Wisc-Stout","UW-Stout","Wisconsin–Stout",,,,,"https://cdn.herosports.com/upload/school/school-logo/uw-stout-logo.png",,,,
"Wisconsin–Whitewater",431,,"False","False",,,"Warhawks","UWW","Wisc-Whitewater","UW-Whitewater",,,,,,"http://livestats.prestosports.com/logos/805.png",,,,
